ID,Text_lang,Text1_lang
100633,Well done. You must have a strong connection with your companions.,
100634,If we must...,
100635,"When you stop calling them pets and begin calling them friends, then can you defeat me.",
100636,I take no joy in this.,
100637,You should take better care of your friends.,
100638,Your bond is not yet strong enough.,
100639,Are you okay little guy?,
100644,Take a rest my friend.,
100646,"After this is over, we'll all go out for a pet treat.",
100701,,You are truly a master strategist.
100706,,Let the bravest prove victorious!
100707,,"It's okay, you can try again."
100708,,Maybe a stronger pet would be better?
100709,,That last pet seemed a little weak.
100710,,You'll have to work harder to win.
100711,,Now I am getting serious!
100712,,That was a warm-up.
100713,,You fought bravely little one.
100769,What?! You must have cheated!,
100770,This'll be easy!,
100771,Ha! You call yourself a pet tamer?,
100772,I always hit my mark.,
100773,"Boom, baby!",
100774,Smoked.,
100775,Who sold me this junk?,
100776,I thought this was pay to win!,
100777,Can I still get a refund?,
100819,My nightmare! This is the Junior Argent Tournament all over again!,
100820,Back to training for you! Fifty lance squats!,
100821,It seems I have a new nemesis!,
100822,I can do this blindfolded if you prefer.,
100823,A valiant effort.,
100824,The tip of the spear is always sharpest.,
100825,You can always be my squire.,
100826,Are you ready Sir Murkeston? Fight gallantly!,
100827,Good show! Good show!,
100855,"When you fight the ocean, the ocean always wins.",
100856,Sun's out! Pets out!,
100857,My guys need more time out on the water I think.,
100858,A storm is coming!,
100859,Waves crash and I crush!,
100860,You need more training before you paddle out.,
100861,Not every wave is a winner.,
100862,Wipe out!,
100863,Rub some sand in it.,
100970,,It would appear the pit lord is planning an invasion.
100971,"Ready your weapons, children of my wrath! Tonight we strike at the heart of the mortals' defenses!",
100973,,Oh no... the portal!
100974,...,
100976,,They must have linked their gateway to our summoning portal. They plan to attack Dalaran! We need to close that portal!
100978,,Assuming we can even reach the gateway...
101216,What is this commotion I hear? Why has the portal been closed?,
101252,What is this? The petulant mortals disrupt my portals and invade my archives? I should have simply destroyed you like that petty little gnome.,
101856,,"Judge me all you like, sister, but you cannot stop us."
101857,"You are too late, Warden. This vault will be your tomb.",
101859,,"Demon hunters, you have to survive. Find the one named Archmage Khadgar. You can trust him."
101861,,Illidan is still my charge!
101865,,"Hurry, then. The Wardens are coming, with the Illidari in tow."
101866,They ARE desperate.,
101941,"For generations, the tauren of this mountain fought. Countless lives--even entire tribes--were lost.",
101942,"Once, upon returning from such a battle, Huln Highmountain found his people slaughtered by a previously unknown foe.",
101943,"Battling his grief, Huln spoke with the leaders of the remaining tribes. He convinced them to unite under one banner to oppose this new threat.",
101944,I will tell you the story of Huln Highmountain.,
101945,And now you will bear witness to Huln's trials...,
101986,,The beast is there! An'she protect us!
102020,,Let's go.
102027,,"It went into that deep patch of mist. It could be hiding anywhere! Hero, do you have a trap strong enough to hold the beast?"
102058,You stand in my way.,
102059,We stand with Highmountain.,
102061,,It claws at us from the mist! Hurry!
102062,,It worked! Slay the monster!
102116,,It is... over for me... you must... finish this.
102139,We are Legion.,
102155,You cannot hide from me.,
102209,Everyone must pay the blood price!,
102255,"Children of the deep, rise and crush these shan ronir!",
103019,"Illidan... now, you belong to the Legion.",
103354,Insolent wretches!,
103355,,It would appear we've been discovered.
103356,Did you think you could escape my grasp so easily?,
103357,,"Ungh... Unhand me, wretch!"
103358,Haughty warlocks! You presume to issue commands to my kind! Face the consequences for your insolence!,
103359,,Shinfel! No!
103360,I will smash you like the insignificant gnats you are!,
103361,Burn! Burn in fel fire!,
103362,You will not get away! I'm not done with you yet!,
103363,Your skull will make a fine trophy!,
103364,,"Ungh! Press on, warlock... close the portal!"
103365,I will burn you to cinders!,
103366,"This is not over, warlock! I will see the end of you!",
103422,,"Zinnin, look out!"
103431,,Zinnin...
103432,,Slay... the monster. Find... Talonclaw...
103440,,Oh no!
103495,The ritual will focus our energy into a portal at the center of the structure. We must keep it stable!,
103496,Excellent! The path is taking form! It grows more stable by the moment!,
103498,"The Dreamway is ready! Good work, everyone.",
103810,UNCROSS THE WIRES TO SAVE MY DIGITAL LIFE,UNCROSS THE WIRES TO SAVE MY DIGITAL LIFE
103836,The Deacon has started the ritual! He is not to be disturbed!,The Deacon has started the ritual! He is not to be disturbed!
103843,Master Slaghammer! We have an intruder!,
103920,"$n, I present you with a gift from Lord Illidan himself.",
104165,,We cannot fight the monster until you place the trap! Hurry!
104166,,Hold off these beasts until the trap is sprung!
104367,"Yes... the Blade is right! I am unstoppable! Once Zakajz lives again, I will hold dominion over this world!",
104368,Our old leaders chose to work with pawns. I choose the REAL power!,
104430,"Defend me, Blade! You said this would work!",
104508,This... this shouldn't be happening! Why aren't you protecting me?!,
104510,Give me another chance! No! Noooo!,
104575,You think to stop me? With this weapon I can do anything! ANYTHING!,
104902,"Behold Saraka, Destroyer of Worlds! Brought to heel after millennia of wanton destruction.",
104904,"The draenei sought to devise a ritual that could turn the naaru back to the Light. To aid their quest, I called together many priesthoods to work in unison.",
104905,"We are close to success. I believe the weapon you obtained will tip the scales in our favor. If you would step into the main circle, we can begin the ritual!",
104906,Yes! Use the blade to draw out the Void energy!,
104908,Yes! Fill it with healing Light!,
104909,Yes! Purge it with holy fire!,
104990,Yes! It's working! Can you feel it?,
104991,"The hunger, the rage, they are gone. The Light has welcomed me home.",
105015,"The Beacon calls to bring forth light, we will answer in your time of need.",
105019,"Once again you have proven your worth, my friend. With the aid of Saa'ra and the power of your weapon behind you, there is no one more capable!",
105022,Priesthoods from all over Azeroth have agreed to donate time and resources to this new Conclave. We have a singular purpose: the defeat of the Burning Legion!,
105023,"I hereby bring the Conclave to order! Together we will bring hope and healing to our allies, and banish our foes into the void!",
105025,"Now, champion, we shall transform this prison into a temple that will serve as the headquarters of our campaign. This shouldn't take long...",
105144,"The altar is complete, Betild.",
105388,You cannot trust your own mind!,
105390,See how I bend your mind to my will!,
105391,The darkness consumes all!,
105393,Gah!,
105394,"Can you hear me, my friend?",
105395,"Over here, my friend!",
105397,,Aaaahhh!
105399,Look! The Tidestone!,
105401,My word...,
105422,Follow me. We must address the others.,
105423,Behold the power of the Twinblades of the Deceiver. The Fel Hammer is ours!,
105424,We are the blades that will strike down the Legion. We are the chosen warriors of Lord Illidan.,
105425,We are ILLIDARI!,
105456,This way. Your forces await.,
105458,The Fel Hammer is ours at last. Gaze upon the might of the Twinblades of the Deceiver!,
105459,"We will follow $p into battle, and we will strike down the Legion once and for all!",
105460,Glory to the Illidari!,
105479,Hrnnggggh...,
105480,"Malfurion, my old friend... the perfect bait!",
105482,"Ahh, the Mother of Dreams has arrived at last.",
105687,,Monks of the Broken Temple!
105688,,"Today, we have gained new strength thanks to our leader, $n."
105689,,"With the legendary Storm Brew, our efforts in the war against the Legion will redouble!"
105690,,"Let us fight for the fallen, and bring peace to this world once again!"
105691,,"Thank you again, Master $n."
105750,"What are you doing? Run, you fools! The demon is near!",
106039,Prepare yourself. Step into the circle when you are ready.,
106077,"Behold the site of my final battle... and there lies my foe. Even now, Zakajz struggles for consciousness. You must hurry!",
106083,Greetings to you both. The tremors from the Emerald Dream grow more potent. We must begin the ritual at once!,
106117,,"The greatest shaman in the world are gathering below. What's left of 'em, that is."
106221,Go now. Hruthnir waits at the Sky Launch to aid you.,
106276,The Ashtongue will fight beside you.,
106277,,You may call upon the Coilskar as well.
106278,,Our mission is not yet complete. We are all yours to command.
106425,,"Calm yourself, Wuho!"
106715,"Your efforts have not gone unnoticed, $n. Time and again you have proven yourself to be one of our finest.",
106716,"The strength, ferocity, and nobility you have shown are without peer. It is time you were honored accordingly.",
106717,It is my honor to welcome $n as an Archdruid of the Cenarion Circle! May all the creatures of the wilds celebrate your ascension!,
106974,You think you can best my snails?,
106976,At least dead snails are delicious.,
106977,You just got snailed!,
106978,Ooh! Dinner!,
106979,I'll save him for later.,
106980,Looks like he's cooked.,
106981,You have a little slime on your face.,
106982,Too slow!,
106984,"If you're done with that one, it'd make a great stew!",
107164,Tremble before me! I bring darkness to this world.,
107419,Free. Free! FREE! Free of that accursed prison.,
107428,,Such pitiful creatures. Is that the last of them?
107429,"Yes, mistress. The Tideskorn will keep them captive until you are ready to harvest their souls.",
107430,,Good. Now tear this monastery to shreds!
107453,"Your order is broken, monks! You can do nothing against us.",
107454,"Our WILL is not broken. We will fight to our last breath, demon-lover.",
107455,The Legion lives forever...,
107456,"You will die by my blade, $c!",
107461,Wheee.... fire!,
107466,,"Hurry, $n. Those fel spreaders are doing incredible damage."
107467,"We'll hold them back here. Strike at the demons now, or it will be too late!",
107468,"Hurry up now, I'm right behind! The King's got your back if you get in a bind!",
107472,"Master, you have witnessed with your own eyes the Legion's capability for destruction.",
107478,I'm your worst nightmare.,
107479,Pitiful.,
107485,The seed has been sown.,
107486,"Yes, let the anger swell inside you!",
107487,I can feel the corruption spreading!,
107488,That one wouldn't have lasted long anyway.,
107490,You will pay for your insolence.,
107491,I'm in a bad dream.,
107509,Tyrande Whisperwind! I have longed for this encounter for many years.,
107512,Your adoring husband will be joining me in the nightmare. His was a special invitation.,
107517,This way. The rest of the survivors are up here.,
107606,And our dear Ysera! Would you believe she has had a change of heart?,
107619,"She will aid me in my conquest of Val'sharah, starting with your precious Temple of Elune.",
107813,"Such a dilemma, high priestess!",
107814,Kneel beside your beloved as he draws his final breath? Or watch the temple of your goddess burn!,
107815,<Maniacal Laugh>,
107827,,<Ysera Dragon Roar>
107833,The Fel Hammer is ours at last. Gaze upon the might of the Aldrachi Warblades!,
107834,Behold the power of the Aldrachi Warblades. The Fel Hammer is ours!,
108003,Let's begin your lesson in humility.,
108004,Lesson over.,
108005,Begone! I need time to contemplate this affront.,
108006,So undisciplined.,
108007,You will learn respect or I will continue to educate you in it.,
108008,"That one isn't fit to clean my quarters, much less battle!",
108009,"Interesting, show me more.",
108010,An unfortunate miscalculation.,
108011,You cannot discern between a victory or a sacrifice.,
108057,,It is finished! The claws are ours!
108137,Musken! Bless me with fortitude!,
108138,Ha! Musken prove to be the strongest once again!,
108139,I am disgraced.,
108140,Crushed under hoof!,
108141,More! Bring me more to crush!,
108142,Glory in battle!,
108145,Bjorn! Bless me with savagery!,
108146,Ha! Bears prove to be the strongest once again!,
108147,I am disgraced.,
108148,Torn by claws!,
108149,More! Bring me more to rip apart!,
108150,Glory in battle!,
108206,Muster your defenses mortal.,
108207,Join me in the depths.,
108208,Drowning. I am drowning.,
108209,Another soul soon joins us.,
108210,Lay still and let the water take you.,
108211,Death comes quickly to the weak.,
108212,Another takes its place.,
108213,You begin to irritate me mortal.,
108214,Your death will be slow and savored.,
108282,,Let us see if those you have brought are worthy.
108283,,These trials are not to be taken lightly.
108284,,The hunting ground awaits.
108285,,Death should not be feared.
108287,,Life is fleeting.
108288,,Only greatness endures.
108289,,There is another.
108308,"You may enter, but spare me your pleas for help, shaman. I know of the Earthen Ring's plan to unite the elements!",
108309,"The Burning Legion threatens us all, but the power of the Firelands must be earned.",
108311,Approach my throne and we shall see just how far you will go to save this world!,
108469,I must get back to my cooking!,
108470,"Finally. Now, back to my preparations.",
108471,I cannot work in these conditions!,
108472,If you can't take the heat...,
108473,Get out of the kitchen!,
108475,I have superior ingredients!,
108476,Everyone is a critic.,
108477,Smells awful.,
108478,I have to recheck the recipe.,
108648,We have found you... and you have found the grave.,
108649,What's the next step?,
108650,I will begin the ritual. Focus your will upon the spirit while our friend keeps us safe.,
108651,Let's get to it!,
108652,I died to ease the pain of my failure. Why do you disturb me?,
108653,I've read yer saga. Where did ye find the shield?,
108654,"It seems you compel me to answer... My journey took me to Stormheim, to a tomb of warrior kings.",
108655,We will finish what ye started.,
108656,"Return to your rest, and be disgraced no more.",
108659,"Thanks for yer help, Tahu. I won't forget this!",
108660,It was my honor to serve. I must go to Netherlight Temple and inform the Conclave of our success. Good luck.,
108661,"As for us, we should get back to Dalaran. I'll meet ye there!",
108690,Want to know the exact time and date of your death?,
108691,Just as I foresaw it.,
108692,My sight diminishes.,
108693,Sacrifices must be made.,
108694,All will turn to ash.,
108695,I already know your next move.,
108696,All answer to their fate.,
108697,Your fate betrays you mortal,
108703,,"Welcome, Lord of Flame! Welcome, Kil'jaeden!"
108704,"You have done well, Akaari. You have earned my blessing.",
108705,Azhir manari kirel. Akim manari galar!,
108706,,"The fangs... their power is beyond comprehension! I am your humble servant, my lord!"
108707,It is time for your true test. Use the Fangs to dismantle Azeroth's kingdoms from within. Let their shattered husks pave our path to victory!,
108716,,They will taste blood in your name!
109079,"I bid you greetings, Opener of Doors. You are the first.",
109080,"I am Yrgrim, Champion of Tyr! Let us see if you are worthy to bear his shield.",
109092,Long have I waited for one who proves worthy. Face me in battle that we might test your heart!,
109094,"I must see if you possess the will, the strength, and the stamina to wield this shield. Will you face me in a trial of combat?",
109095,"I am ready for your trial, Yrgrim.","I am ready for your trial, Yrgrim."
109100,Let us begin!,
109102,"I am beaten! You are indeed worthy. Were Tyr alive, he would make you his champion. I hereby bestow Truthguard upon you. Use it to defend Azeroth from its enemies.",
109385,,Prophet's mercy! What is that?!
109386,What are you filthy mortals doing near the master's portal? I'll rip the answer from your souls!,
109651,,Formations!
109653,,Again!
109654,,Well done. Make sure to practice every day.
109655,,You need to riposte!
109656,,Keep at it.
109657,,Practice the basics.
109658,,Nicely done.
109659,,Now for the counter-attack!
109663,,Press your advantage.
110387,"We have the hammer! Everyone, run! The tomb is collapsing!",
110388,Your escape... means nothing. Will find you again...,
110975,Apologies for the hasty retreat! The tomb's collapse was triggered by the hammer's removal.,
111093,"Her exemplary deeds in the name of the Ebon Blade have shown her to be one of the best of us, worthy of our highest honor.",
111097,"You will all bow to her as you once did to me, and carry out her will against the Legion!",
111788,"Today, we dealt a great blow to the unseen enemies of the Nightmare.",
111790,"However, Xavius, Lord of the Nightmare, still lives. Only when he is defeated, will Azeroth truly be safe.",
111792,"To accomplish this task, I gift you with my blessing. Use my power to serve and protect the wilds.",
111793,"Thank you, druids of the Dreamgrove. May you prosper under the leadership of your new Archdruid.",
111794,Farewell.,
111860,,You're all bark and no bite.
111861,,Teehee!
111862,,I'm going to give you guys the wittle bandages for your wittle boo-boos!
111863,,Salty?
111864,,Corgis. Am I right?
111865,,Woof.
111866,,But he was so cute!
111867,,You're a monster!
111868,,Aww.
112308,By the light of Elune! What happened to the shrine!?,
112319,Well done! Now we can begin our counter attack!,
112427,Your pathetic barriers mean nothing to the Legion!,
112428,The blades are mine!,
112430,I'll never let Ashamane's Fangs fall to your kind!,
112431,Insolent mortal! We will hunt you down! You only delay the inevitable!,
112460,RRAAAUUUGHHHH!,
112472,"Take a good look, brute! You'll never see the Fangs again!",
112473,"Verstok was at the shrine! Find out what's going on up there. I'll meet up with you as soon as I can, $n.",
112508,Well done! The Legion's attack has been broken!,
112509,"What the... the Fangs are gone! What happened, $n?",
112823,"$n, I have been expecting you, though not the traitor, Altruis.",
112826,Illidan.,
112827,No matter. There is little time.,
112828,I entrusted the duplicitous Akama with planning the campaign against the Legion.,
112830,He alone knows every detail. You will need his counsel if you are to succeed.,
112831,You must also regain the Sargerite Keystone to invade the Legion's worlds.,
112832,Find out where the Wardens hid it away.,
112833,We have attracted attention. I must move.,
112834,"You will not be able to contact me like this again. The Illidari are now yours, $n.",
112837,"$n, I have been expecting you. Ah good... Kayn Sunfury.",
112838,My lord.,
112839,There is little time. Listen closely.,
113030,"Can you hear me through this thing, $n? You should be near Verstok's location by now.",
113033,"My foolish protege was in such a rush to escape the Shrine, I'll wager he failed to mask his scent. Shift into cat form and you'll likely detect it.",
113043,"Careful! The ruins are infested by withered, pitiful creatures with an unending hunger for the arcane. The power of the Fangs might have lured some to Verstok's trail.",
113049,Whatever you did seems to have annoyed those withered. This might work to your advantage. See if you can find another switch.,
113093,"Has Verstok gone mad? Wielding the Fangs enhances one's senses, but I'm afraid it also heightened his paranoia.",
113104,"You must get the Fangs away from Verstok, $n. The longer they remain in his possession, the greater his delusion becomes.",
113146,The doors are shut? Look around the courtyard for something that might open them. Just be mindful of the withered.,
113179,"What on Azeroth was that!? Be careful, $n!",
113345,Stick around... it's meal time!,
113346,What's this? Another intruder approaches!,
113372,"For your insolence, your end will be painful and slow!",
113373,This display is meaningless! Your doom is at hand!,
113576,Foolish orc! You will be the first to witness the Legion's arrival into my city.,
113577,Long have I waited for this day. Let us not waste another moment!,
113578,Ered'nash ila mornu nakuun. Ered'nash ban man'ari!,
113644,They come!,
113718,I returned in disgrace and sought to wash away my failure in the blood of others.,
113719,,"Behold, Suramar. Our haven. Our sanctuary."
113720,"There I found the shrine to Tyr's champion, but was denied entry. I tried many times, until I could bear the pain no longer.",
113738,A good start! You fight well!,
113754,,Our prison.
113755,,Elisande and the Legion seek to bring us to heel. Through fear. Through hunger.
114125,,The flame of the shal'dorei flickers. We must re-ignite it.
114334,,We must stir the noble hearts of my people.
114335,,YOU... must show them that Azeroth has not forsaken them.
114590,"Light, hear our prayers... for shadows close in around us.",
114591,"Grant us this one audience, so the Ashbringer may yet save our world.",
114592,"Do you know where it is, Uther? We risk everything if we return to that place.",
114610,"Maxwell, my old friend! It's been too long.",
114612,"You're both doing the Light's work, but if you seek to recover the Ashbringer, you must hurry.",
114613,I can feel the Ashbringer calling out from an island that lies close to the tomb of the evil one. And the blade is not alone...,
114614,"Tirion still lives, but his light is fading. You must move swiftly, or he will perish! That is all I can tell you.",
114615,"Uther, wait! I have more to ask you! Uther!",
114616,"Good luck, friends. Walk always in the Light.",
114617,"Uther, it's really you!",
114829,Moving into position above Niskara.,
114830,Moving into position above Niskara.,
114831,Everyone up top. Commence bombardment!,
114832,Everyone up top. Commence bombardment!,
115262,Silence!,
115263,,I did what I thought was-
115264,I will hear no more. The sentence is death. Proceed.,
115286,Seize her!,
115724,"Tylos, jump us back to Mardum.",
115725,"Tylos, jump us back to Mardum.",
115780,The Doomhammer could be anywhere. We'll have to split up.,
115781,I will speak with the shaman at the Temple of Earth.,
117161,Our evac is almost here. We have to warn the Alliance and Horde.,
117163,They must turn their fleets around. The Broken Shore is a deathtrap.,
117167,"Anything, lieutenant?",
117170,,The island is crawling with demons. Far more than we anticip...
117177,"So, you have uncovered our little secret.",
117189,"Let me assure you, your precious fleets will fall into our trap.",
117190,"You'll never get away with it, Detheroc!",
117191,"Oh, but I will. And you, Mathias Shaw, will help us to do it.",
117192,Now I am the leader of SI:7!,
117228,,We were on the Broken Shore mere hours before the Alliance and Horde fleets arrived.
117716,,Mathias Shaw led our SI:7 team on a secret recon of the island. We were awaiting extraction.
118586,Ahh a gift fit for a queen. You have my thanks...,
118587,Now the power of the arcan'dor is mine!,
118758,"Ahhh, the defenders of the Light arrive. We have been waiting.",
118759,"You can go no further, Balnazzar. I will have justice for my slain brethren!",
118760,"Justice...or vengeance, paladin? Choose carefully, for hatred leads down a dark path.",
118761,You will die by my blade!,
118762,Auuuuughhhhhh! Auuuughhhh!,
118763,"Pitiful. Jarvox, take care of his execution. Slowly and with great agony, if you will.",
119026,Why hello.,
119096,"I see a great darkness looming over Netherlight Temple. The shadow of the Burning Legion, ready to strike.",
119097,"Our order will fall at his hands, everyone within will perish.",
119098,This will be our fate. We are doomed to die at the hands of the dreadlord Balnazzar.,
119099,This will be our fate... unless...,
119100,Noooooooooo!,
119101,"I see a path that leads to our victory! You are there, walking with the Light, guiding us all.",
119103,It's becoming clear.,
119104,An old enemy becomes an ally.,
119105,Forgotten shadows rise!,
119106,All unite under the Light.,
119608,Demons in the throne room! Protect the king!,
119609,Shatter their portals! Drive out the Legion!,
120160,The enemy is among us!,
120161,"You discovered us too late, Illidari! FELBLADE, ATTACK!","You discovered us too late, Illidari! FELBLADE, ATTACK!"
120162,Portals opening! Here they come!,
120184,"Did you think I wouldn't see what you truly are, demon?",
120499,Dagg find da big treasure dis time!,
120671,"By order of the Grand Magistrix, you are hereby charged with sedition. You undermine my authority and must pay the price.",
121034,Akama. Your duplicity is hardly surprising.,
121037,I should have slaughtered you and your malformed brethren long ago.,
121194,"We've come to end your reign, Illidan. My people, and all of Outland, shall be free!",
121491,Citizens of Azeroth.,
121492,Today is the day we turn the tide.,
121493,Today is the day that we re-take our world.,
121494,And send the Legion back to the hell that spawned them.,
121495,Our path is clear.,
121496,The Pillars of Creation await.,
121497,On the Broken Isles!,
121536,Boldly said. But I remain... unconvinced.,
121542,Bring the Vineyards to heel. I will tolerate no more insubordination.,
121689,"Archimonde, you will not be allowed further! The very soul of Azeroth rises against you!",
121690,"The veil is lifted from my eyes, heroes. The shadows retreat, and the Dream beckons.",
121707,"Thank you, heroes.",
121724,,"Behold, the enemy is among us!"
121725,,"You cannot hide what you truly are, demon!"
121726,,More of them are in our midst!
121727,"Is this it, mortals? Is this all the fury you can muster?",
121729,Behold the Flames of Azzinoth!,
121731,Maiev... How is it even possible?,
121734,,"You discovered us too late, Illidari! FELBLADE, ATTACK!"
121758,,"Their fury pales before mine, Illidan. We have some unsettled business between us."
121759,,"My long hunt is finally over. Today, justice will be done!"
122102,Who shall be next to taste my blades?,
122570,Spirits! Sweep these mortals into the tides!!!,
122571,"All who summon the ferryman, must pay the toll!",
122572,You wish for passage to Helheim? Then you shall have it! Ahahahaha!,
122573,"Those who summon, pay the toll, forfeit now your eternal soul!",
122693,"You cannot hide what you truly are, demon!","You cannot hide what you truly are, demon!"
122695,Ahahahahaha!,
122845,,Praise to the goddess. She has blessed us this night with new life.
122846,,"The birth of not one, but two healthy males."
122864,Two?,
122865,,The Stormrage twins.
122866,,"Beautiful. Nearly identical, except for-"
122867,That one! His eyes are golden!,
122868,,Indeed. The child is destined for a great and prosperous future. His name... is Illidan.
122869,"Illidan, your anger is misplaced. I have not insulted you.",
122870,"You have cast me out, Cenarius!",
122871,"No. You may remain here, but I will no longer be your teacher.",
122872,So...,
122873,So I must learn from... a NOVICE... instead of a MASTER?,
122874,You must learn respect.,
122875,"To walk this path requires sacrifice, Illidan... Something you have yet to understand.",
122876,Brother-,
122877,Behold the Legion's power.,
122878,<Screams in agony>,
122879,"No matter how hard this world fights, it will fall.",
122880,Our eyes... deceive us.,
122881,Beyond this army is another... and another... and another...,
122882,"Even if we defeat them here, it will mean nothing.",
122883,We are doomed...,
122884,And I will find that way.,
122935,"If you wish to continue studying the wilds, you may do so with your brother.",
122943,Malfurion will become the first druid because he is a dedicated student. You... are NOT.,
123097,The army that marches on Azeroth is but a whisper of the Legion's true strength.,
123098,unless we find another way to fight them.,
123481,,Behold this motley throng in which the rebels put their faith.
123482,,"Kaldorei? You disgrace a glorious past, hiding in trees and cloaking yourselves in false piety. You have grown as savage as the trolls that skulk about your forests."
123483,,"Quel'dorei? You are peasants playing at nobility, all too willing to mingle with lesser races that dilute your bloodline. You are unworthy of the name high elves."
123484,,"Sin'dorei? Of all the elves, I thought you might understand the choice I made to save my people. Instead, you ally with misfits and monsters."
123485,,Each of you has debased your proud lineage. Each of you has forgotten the ancient power that is our birthright.
123486,,"But Suramar remembers! We are the Nightborne, last of the true elves. The rest of you are hollow echoes of our greatness."
123487,,Let this failed rebellion be a lesson to any that would stand against the shal'dorei!
123697,Your actions are illogical. All possible results for this encounter have been calculated.,
123912,"Enough of this weakness, boy! Contain your magic!",
123913,Too... much... power...,
123914,Father! No!,
123986,Another year of slumber. I wonder if Medivh will ever awaken.,
123987,Does our old friend dream? Is he trapped in nightmares?,
124000,Now you're ready to oversee the tower's protection in my absence.,
124001,Defense protocols activated.,
124002,"Hmm, I must remember to shut you down from time to time. Overuse might cause you to become... erratic.",
124016,"It couldn't have been helped, you know. We tried to alter it, but it was all part of a larger scheme.",
124017,I know. All part of a greater cycle. A cycle that now at last may be broken.,
124032,,"As you can see, the Legion's reach still extends beyond the Broken Shore."
124076,,"Their agents lurk across Azeroth, threatening to subvert our efforts at the tomb. They are some of the Legion's most powerful champions."
124077,"If the plans of these fiends come to fruition, all our efforts--all our sacrifices--will have been for naught.",
124078,We must enlist your help to hunt these targets down. You may be the only one with any chance of stopping them.,
124297,"Our power manifests: Kirin'var torel, ahm shalar, azakim!",
124298,,Together! We must all lend our strength!
124471,"Much has been asked of you in the course of this war, champion. I fear even more is needed.",
124588,Our friend lies just in here.,
124589,It breaks my heart to see him like this.,
124824,,Justice rains from above!
124825,,"Stay plucky, you will do better next time!"
124826,,You won on a wing and a prayer!
124827,,Swoop in!
124828,,It's a feathered frenzy!
124829,,Scratch that one.
126172,Wretched mortal! What have you done to my ship?!,
126173,No matter! You will pay for this... I WILL DEVOUR YOUR SOUL!,
126187,May I have your attention please. This ship is about to Self-Destruct. Please exit this ship at your soonest convenience.,
126189,My computer! How... how did you guess my password?! It had many symbols and capitalized letters!,
126286,Enough! I have little time for games!,
126857,Foolish mortals! Did you truly believe the Burning Legion would be so easily defeated?,
126866,Behold the power of the fel!,
126867,"Careful, champion. Something is emerging from the portal... something powerful!",
126926,"I... I live, but I'm in no condition for battle. Hurry, champion, you must stop him!",
126950,Let us begin.,Let us begin.
126951,Pitiful.,Pitiful.
126952,It seems you are ready.,It seems you are ready.
126953,Again!,Again!
126954,Try harder.,Try harder.
126955,Don't give up.,Don't give up.
126956,Excellent strategy.,Excellent strategy.
126957,You're improving.,You're improving.
126958,"Good, but can you do it again?","Good, but can you do it again?"
127010,,Cue awesome scene of the Fel Hammer destroying one of the Legion ships and the others jumping away!
127057,,"Be shielded, heroes!"
127161,,Odyn was a fool to choose you as his champion.
127162,,It will be amusing to see his shame when you fall.
127163,,"Your kind should not be here. This land is OURS, and only we are worthy of entering this tournament!"
127164,,I wonder if your name will be remembered after you've failed...
127165,Your size probably matches your strength. Puny.,
127166,"I'd let you work out with me, but these weights are as big as you. Come back when you grow muscles.",
127167,It's alright if you want to leave. Most of my opponents lose as soon as they look at me.,
127168,"I misjudged your strength, brul. I used to believe that size mattered, but perhaps I was mistaken.",
127169,"When I spoke to the shaman of my tribe, he foresaw a victory for me on this day. Perhaps you should bow out of this one, fellow warrior.",
127170,"You seem like one of strong will, but my will is stronger. As is my my mind.",
127171,"I look forward to our match, warrior. If you should survive to see it.",
127172,"I now know what the shaman meant. I have learned humility, and have grown stronger because of it.",
127173,"Thank you, warrior.",
127228,"Welcome, warriors, to the Trial of Rage!",
127234,"Our first combatants are the mighty Battlelord $p and the infamous drogbar, Damrul the Stronk!",
127239,"I'm gonna toss you around like a ragdoll, $r!",
127262,Battlelord $p's next challenger is Omanawkwa Steelhoof of the Highmountain tribe.,
127263,Let us see if $p's skill can break the infamous Steelhoof shield!,
127264,My shield has fended off armies of warriors. I don't believe one $r will be able to pierce it.,
127267,It will be my pleasure to crush you.,
127268,Do not feel shame when you fall. My defense is impenetrable.,
127269,It was my honor to be welcomed here by Odyn. I will prove his choice in my strength was not misjudged.,
127298,Battlelord $p's next opponent is Asrea Moonblade of the proud nightborne of Suramar.,
127299,Her blade has felled many a warrior inside this ring. Can the Battlelord find a way to triumph?,
127300,,It's been a while since my blade has tasted blood. I wonder if it will be pleased with yours...
127312,"Wait! Stop, I... I cannot go on. You're clearly the stronger brul here.",
127314,"I yield, Battlelord. You have proven yourself beyond a shadow of a doubt to be the superior warrior.",
127315,Death comes soon.,
127328,An excellent first round! It seems Damrul underestimated the strength of Battlelord $p.,
127329,The vaunted Steelhoof defense has fallen before $p's skill! But will that skill be enough to best the next challenger?,
127330,A melee for the ages! Asrea has been so dominant that many spectators considered her unbeatable. It would seem her hubris has ushered in her downfall!,
127331,"Battlelord $p, when you are ready to face your final challenger, step onto the rune.",
127332,The Battlelord has bested all challengers! The trial is complete!,
127333,Let us revel in our champion's victory! All hail the Battlelord!,
127334,Eyir has sent her finest pupil to serve as Battlelord $p's final challenger. I present to you... Aspirant Thyri!,
127335,Will Battlelord $p's martial prowess be enough to vanquish one favored in the eyes of Eyir?,
127336,,"When I defeat you, I shall be one step closer to ascension."
127337,,I... I can't believe I lost. Perhaps I am not worthy to ascend...
127832,"It is amusing how you continue to fight, even though you're bound to lose.",
