ID,Description_lang,SourceText_lang
2441,Boulderfist legend recounts a cloud of carrion birds following ogre warriors through the Dark Portal during the Second War; it may be that all two-headed scavengers in Azeroth are their descendants.,|cFFFFD200Drop: |rMan-Hunter Rog|n|cFFFFD200Zone: |rArathi Highlands
2442,"Bumbles may not have been the largest bee of the millions within the hive, but that doesn't mean he can't grow into a champion.",|cFFFFD200Achievement: |rLet's Bee Friends|n|cFFFFD200Category: |rBattle for Azeroth
2443,A mighty war machine of adorable proportions.,|cFFFFD200Vendor: |rVindicator Jaelaana|n|cFFFFD200Location: |rBoralus|n|cFFFFD200Faction: |r7th Legion
2444,A mighty war machine of adorable proportions.,|cFFFFD200Vendor: |rRansa Greyfeather|n|cFFFFD200Location: |rZuldazar|n|cFFFFD200Faction: |rThe Honorbound
2445,"Scuttle was named after the ships he destroys, not his movement patterns, and don't you forget it.",|cFFFFD200Drop:|r Island Expeditions|n
2446,The shells of this particular group of crabs shimmer like gems on the sand.,|cFFFFD200Drop:|r Island Expeditions|n
2447,"The kindleweb spider species is known amongst the island tribes for its warm, threadable webbing.",|cFFFFD200Drop:|r Island Expeditions|n|n
2448,The hooves of this subgroup of goats have evolved to be equally surefooted on sand or stone.,|cFFFFD200Drop:|r Island Expeditions|n
2449,"Someone put this mechanical gorilla on the island to monitor the species, but who, and why?",|cFFFFD200Drop:|r Island Expeditions|n
2450,"The only balls this hound chases are diamond-hard, fireproof rocks. Very heavy, not fun to throw.",|cFFFFD200Drop:|r Island Expeditions|n|n
2451,Is that a venomous worm in your pocket or... why is that in your pocket?,|cFFFFD200Drop:|r Island Expeditions|n|n
2452,"Poro cannot fly, but enjoys a long lifespan hopping along the ground and shaking the fruits from trees.",|cFFFFD200Drop:|r Island Expeditions|n
2453,"Even young brineshell are drawn to the line in the sky that meets the waves, it calls them.",|cFFFFD200Drop:|r Island Expeditions|n
2454,"Based on the size, the mantid appear to be re-growing their swarm, likely due to the presence of a new empress.",|cFFFFD200Drop:|r Island Expeditions|n
2455,Captain Nibs was once the leader of an ill-fated sea voyage of slightly-too-smart-for-their-own-good monkeys that quickly capsized.,|cFFFFD200Drop:|r Island Expeditions|n
2456,"A wealthy pirate captain met with a strange man on the docks of an unknown city and bartered for everlasting life for his faithful companion. As with most monkey-related wishes, something went wrong.",|cFFFFD200Drop:|r Island Expeditions|n
2457,"The coldlight once were quite common across the oceans, to the grumbles of many hunters, but no longer.",|cFFFFD200Drop:|r Island Expeditions|n
2458,Getting just one of these fragrant beasts damp is the olfactory equivalent to rolling around in a pile of wet dogs.,|cFFFFD200Drop:|r Island Expeditions|n
2459,"Particularly partial to coastal scrub grasses, this hardy species has survived many years in uncharted lands.",|cFFFFD200Drop:|r Island Expeditions|n
2460,"The voru'kar are fiercely loyal to their leader, Vorus'arak, who led them to safety from the Lich King's grasp.",|cFFFFD200Drop:|r Island Expeditions|n
2461,"Whatever the story of his mysterious eyepatch is, he's not talking.",|cFFFFD200Drop:|r Island Expeditions|n
2462,"A baby octopode is technically referred to as a ""squish.""",|cFFFFD200Drop:|r Island Expeditions|n
2463,"During the warm summer months, the noise that these pests make is enough to drive a person mad.",|cFFFFD200Drop:|r Island Expeditions|n
2464,"It's sting is worse than... well nothing, really. Are you sure you want to keep this as a pet?",|cFFFFD200Drop:|r Island Expeditions|n
2465,You know how disappointing it is when you return to your beverage and the ice has all melted? This guy's fault.,|cFFFFD200Drop:|r Island Expeditions|n
2466,"The most nefarious of the trickster spirits, and the reason why the pandaren invented fireproof pants.",|cFFFFD200Drop:|r Island Expeditions|n
2467,"""Beware the cool breeze, for it brings trickery."" - pandaren proverb",|cFFFFD200Drop:|r Island Expeditions|n
2468,"The earth that's rumbling beneath your feet... is it quaking or laughing, or both?",|cFFFFD200Drop:|r Island Expeditions|n
2469,The sprites that inhabit the islands of the Great Sea have thought of many traps to lure in unwary visitors.,|cFFFFD200Drop:|r Island Expeditions|n
2471,"Littlehoof likes: bounding, bouncing, frolicking, and headbutts, in that order.",|cFFFFD200Drop:|r Island Expeditions|n
2472,"Wear gloves with this little guy, he loves to bite!",|cFFFFD200Drop:|r Island Expeditions|n
2473,"The bright scales of this rare wind serpent soak up the sunlight to keep it warm, even in shade.",|cFFFFD200Drop:|r Island Expeditions|n
2474,Mechanical Toads can hop over seven million times before their gears begin to wear out.,|cFFFFD200Profession: |rBattle for Azeroth Alchemy
2475,"These creatures are able to control each arm individually, which allows for great multi-tasking, and the ability to give the best hugs.",|cFFFFD200Profession: |rBattle for Azeroth Alchemy
2476,"The smallest of cuts can be devastating to this species, they start to leak all over the place.",|cFFFFD200Profession: |rBattle for Azeroth Alchemy
2477,"The horns of a crawg grow at a tremendous rate starting almost immediately after they are born, and is among the hardest of natural materials found on a living species.",|cFFFFD200Profession: |rBattle for Azeroth Alchemy
2478,"No one knows who first started dressing up crabs in Azeroth, and it won't be stopping any time soon.",|cFFFFD200PvP:|r Honor Level 400 Reward|n|n|cFFFFD200Vendor: |rCaptain Roberts|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rMarshal Frazer|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rKnight-Captain Jessica|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
2479,"No one knows who first started dressing up crabs in Azeroth, and it won't be stopping any time soon.",|cFFFFD200PvP:|r Honor Level 400 Reward|n|n|cFFFFD200Vendor: |rSarah the Savage|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rViolet Shadowmend|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLegionnaire Voladis|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
2480,Test Pet.,|cFFFFD200Drop:|r Test Pet|n
2481,,
2482,A Darkmoon balloon made to look like a wolf.,|cFFFFD200Vendor: |rCarl Goodup|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h
2483,A Darkmoon balloon made to look like a murloc.,|cFFFFD200Vendor: |rCarl Goodup|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h
2484,A Darkmoon balloon made to look like a horse.,|cFFFFD200Vendor: |rCarl Goodup|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h
2485,,
2486,,
2487,,
2488,,
2489,,
2490,,
2492,,
2493,,
2494,,
2495,,
2496,,
2497,,
2498,,
2499,,
2500,,
2501,,
2502,,
2503,,
2504,,
2525,"The tarantulas that inhabit southern Redridge are smaller than their cousins elsewhere in Azeroth, but make up for their size with speed and ferocity.",|cFFFFD200Drop: |rGnollfeaster|n|cFFFFD200Zone: |rRedridge Mountains
2526,"Thought to be lost in a massive explosion, the smartest of engineers were able to rebuild Feathers into a magnificent mechanical creation.","|cFFFFD200Quest: |rShe's in a Happier Place
|cFFFFD200Zone: |rTanaris

|cFFFFD200Quest: |rHe's Dead, Jastor
|cFFFFD200Zone: |rTanaris"
2527,There is a story told to some children that all winged creatures were unable to fly until Pa'ku provided enough wind to lift them off of the ground.,|cFFFFD200Drop: |rPa'ku's Aspect|n|cFFFFD200Zone: |rBattle of Dazar'alor
2528,A toad with Krag'wa's bloodline has an average expectancy to leap over seven million times during its lifetime.,|cFFFFD200Drop: |rPa'ku's Aspect|n|cFFFFD200Zone: |rBattle of Dazar'alor (Mythic)
2529,"The large plates on the back of this lizard are made of a mysterious but highly conductive material, making it ideal to charge up and expel massive amounts of electricity.",|cFFFFD200Drop: |rPa'ku's Aspect|n|cFFFFD200Zone: |rBattle of Dazar'alor
2530,"The Mechantula was created by an unknown gnomish Engineer. Rumor has it when the original schematic was found, it was in a room covered with dusty old webbing, but neither the original Mechantula or the engineer who drafted the schematic could be found.",|cFFFFD200Profession: |rBattle for Azeroth Engineering
2531,"Mechanical Cockroaches are less likely to survive an apocalypse than an actual living cockroach, making this one of the more questionable feats of engineering.",|cFFFFD200Vendor: |rMicro Zoox|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|Hitem:165835|h|TInterface\ICONS\INV_Misc_EngGizmos_35.blp:0|t|h
2532,The radiation from all of the machinery in Gnomeregan gives these rats a soft green glow when looked at in absolute darkness.,|cFFFFD200Vendor: |rMicro Zoox|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r2|Hitem:165835|h|TInterface\ICONS\INV_Misc_EngGizmos_35.blp:0|t|h
2533,"The Alarm-O-Dog was built for security purposes, but people really wanted one for their home because they are so darn cute.",|cFFFFD200Vendor: |rMicro Zoox|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r3|Hitem:165835|h|TInterface\ICONS\INV_Misc_EngGizmos_35.blp:0|t|h
2534,"Nobody is sure why someone thought making a miniature version of the machines in Gnomeregan was a good idea, but they sure are fun to play with.",|cFFFFD200Achievement: |rPet Battle Challenge: Gnomeregan|n|cFFFFD200Category: |rPet Battles
2535,"The eerie magic in Drustvar has caused some unimaginable creatures to show up. Some still lurk in the shadows, others seem to be made out of shadows.",|cFFFFD200Achievement: |rFamily Battler|n|cFFFFD200Category: |rBattle
2537,"The raptors of Zandalar have their feathers at a very young age, making them seem like easy prey to an unsuspecting predator. In reality, these little terrors eat everything they want to and are prey to almost no other species.",|cFFFFD200Pet Battle: |rZuldazar
2538,"Like many other species, you can get a rough guess of how large the raptor will be as a fully grown adult by the size of its largest claw.",|cFFFFD200Drop: |rN'chala the Egg Thief|n|cFFFFD200Zone: |rZuldazar
2539,"One of the earliest recorded victories in a large battle on Zandalar depicted mighty warriors riding into battle on armored raptors. The legend has it that the warrior did not choose their raptor, but that the raptor would choose the warrior.",|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r100|Hcurrency:1717|h|TInterface\ICONS\INV_AllianceWarEffort.BLP:0|t|h
2540,"During certain times of the day, the sunlight can cause a reflection on the feathers of the red tinted raptors causing them to look more like flames than feathers.",|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r100|Hcurrency:1716|h|TInterface\ICONS\INV_HordeWarEffort.BLP:0|t|h
2541,This upper class parrot is only for the most distinguished of sailors.,
2544,The Sentinel Owls of Darkshore are forever protective of their homeland.,|cFFFFD200Drop:|r Burninator Mark V|n|cFFFFD200Zone:|r Darkshore|n|n|cFFFFD200Drop:|r Athil Dewfire|n|cFFFFD200Zone:|r Darkshore
2545,"When Cyclarus came to Darkshore, small cyclones appeared all over the place. Some of them dissipated over time, others found their way back to Cyclarus and were absorbed into the surrounding winds.",|cFFFFD200Drop: |rCyclarus|n|cFFFFD200Zone: |rDarkshore
2546,This is what happens when you try to one-up Pip Quickwit's tall tales of being stuck inside of dangerous creatures.,"|cFFFFD200Drop: |rConflagros
|cFFFFD200Zone: |rDarkshore"
2547,Hydrath Water Droplets are also an excellent skin moisturizer.,|cFFFFD200Drop: |rHydrath|n|cFFFFD200Zone: |rDarkshore
2548,A lone Ancient of Lore in Darnassus managed to save this Treant in its final actions with a magical aura to prevent the flames from burning it any further.,|cFFFFD200Drop:|r Zim'kaga|n|cFFFFD200Zone:|r Darkshore|n|n|cFFFFD200Drop:|r Onu|n|cFFFFD200Zone:|r Darkshore
2549,This Jelly has seen better days. Now it sees through fifty different eyes.,|cFFFFD200Drop: |rSoggoth the Slitherer|n|cFFFFD200Zone: |rDarkshore
2550,"Once a mighty warrior of the n'raqi, Zur'aj's power was stolen and absorbed by an unknown rival.",|cFFFFD200Drop: |rTwilight Prophet Graeme|n|cFFFFD200Zone: |rDarkshore
2551,The playful kicks of these baby moose are enough to knock an orc flat on his back.,|cFFFFD200Drop:|r Island Expeditions|n
2552,"We don't know much about this species, but we do know this: bats aren't bugs.",|cFFFFD200Drop:|r Island Expeditions|n
2553,Get it while it lasts.,|cFFFFD200Drop:|r Island Expeditions|n
2554,The needleback porcupines have survived life in island climates by evolving to be extra lucky.,|cFFFFD200Drop:|r Island Expeditions|n
2555,Albino ravens are incredibly rare and highly prized amongst the traders of the Great Sea.,|cFFFFD200Vendor: |rCaptain Klarisa|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r200|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCaptain Zen'taga|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r200|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h
2556,"Though barely a hatchling, its claws are already sharp enough to pierce the flesh of many smaller critters.",|cFFFFD200Drop:|r Island Expeditions|n
2557,"Firesting wasps are said to have one of the worst bites of any wasp species, causing a pain like a burning blaze.",|cFFFFD200Drop:|r Island Expeditions|n
2558,Lord Woofington was given his title after the rest of the denizens of Havenswood succumbed to madness.,|cFFFFD200Drop:|r Island Expeditions|n|n
2559,It has one solution to all of its problems: give em' a lashing.,|cFFFFD200Drop:|r Island Expeditions|n
2560,"Key activities include: rolling over, sunning self, whimpering for belly scratches, and enjoying belly scratches.",|cFFFFD200Drop:|r Island Expeditions|n|n
2561,These whelps are frequently captured by the denizens of Jorundall when still young and trainable.,|cFFFFD200Drop:|r Island Expeditions|n
2562,"The crimson species of octopode grows larger and hardier than others, and is capable of sustaining crushing pressure in the depths.",|cFFFFD200Vendor: |rCaptain Klarisa|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r100|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCaptain Zen'taga|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r100|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h
2563,It is an honor in the Sentinel Army to be entrusted with the care of an owl born from the boughs of the great tree Teldrassil.,|cFFFFD200Quest: |rA New Hope|n|cFFFFD200Zone: |rDarkshore|n|n|cFFFFD200Drop:|r Orwell Stevenson|n|cFFFFD200Zone:|r Darkshore|n|n|cFFFFD200Drop:|r Grimhorn|n|cFFFFD200Zone:|r Darkshore
2564,The convenient part of robots that fight each other is that you can just put them back together. Step two is to attach a giant laser cannon to ensure you win the next battle.,|cFFFFD200Drop:|r Dookthar the Destroyer|n|cFFFFD200Zone:|r Vol'dun|n
2565,Anyone serious about using a mechanical spider in battle knows that you need to buy replacement legs in bulk. Those things are fragile.,|cFFFFD200Drop:|r Arachni|n|cFFFFD200Zone:|r Vol'dun|n
2566,The Albatross is capable of flying further than any other species of bird on all of Azeroth.,|cFFFFD200Drop:|r Proudmoore Admiralty Supplies
2567,"Unlike most other bat species, the crimson bats are actually blind and rely entirely on echolocation to get around.",|cFFFFD200Drop:|r Talanji's Expedition Supplies
2568,"The feathers of the cobalt raven glow eerily in the moonlight, making them easy to spot during the night.",|cFFFFD200Drop:|r Order of Embers Supplies|n
2569,The Abyssal Eels are able to swallow and digest something up to twice the width of their body.,|cFFFFD200Drop:|r Storm's Wake Supplies|n
2575,Mr. Crabs was victorious in a lengthy brawl amongst nearly a dozen other hermit crabs to claim his current shell.,|cFFFFD200World Event:|r Children's Week
2576,Beakbert's favorite food is a ravenberry.,|cFFFFD200World Event:|r Children's Week
2577,"The skin of a teal frog sometimes shimmers just right in the sunlight, providing excellent camouflage when on the surface of the water.",|cFFFFD200World Event:|r Children's Week
2578,Saurolisk scales are a surprisingly flexible but durable material that are often used to reinforce or mend things that are broken or worn through.,|cFFFFD200World Event:|r Children's Week
2579,Quilen were the favored companions of the ancient Mogu race due to their loyal nature.,|cFFFFD200Drop: |rThe Stone Guard|n|cFFFFD200Zone: |rMogu'shan Vaults
2580,Crossing into the spirit world too often can be dangerous for your health.,|cFFFFD200Drop: |rGara'jal the Spiritbinder|n|cFFFFD200Zone: |rMogu'shan Vaults
2581,"The Engine of Nalak'sha is defended by many mighty beings, and many tiny beings.",|cFFFFD200Drop: |rElegon|n|cFFFFD200Zone: |rMogu'shan Vaults
2582,"For being an inanimate object for many centuries, this statue sure moves around really well.",|cFFFFD200Drop: |rQin-xi|n|cFFFFD200Zone: |rMogu'shan Vaults
2583,This little cloud serpent's favorite activity is chasing its own tail.,|cFFFFD200Drop: |rTsulong|n|cFFFFD200Zone: |rTerrace of Endless Spring
2584,The elemental spirits of Pandaria have been known to plan tricks to play on unsuspecting visitors years in advance.,|cFFFFD200Drop: |rLei Shi|n|cFFFFD200Zone: |rTerrace of Endless Spring
2585,"Don't let these eat after midnight, legend has it that it's very dangerous.",|cFFFFD200Drop: |rImperial Vizier Zor'lok|n|cFFFFD200Zone: |rHeart of Fear
2586,The glow eminating from these is both calming and eerie at the same time when in total darkness.,|cFFFFD200Drop: |rBlade Lord Ta'yak|n|cFFFFD200Zone: |rHeart of Fear
2587,"The kunchong are extremely aggressive and will eat just about anything they can as soon as they are able to walk. If they can't eat it, they will smash it instead.",|cFFFFD200Drop: |rGaralon|n|cFFFFD200Zone: |rHeart of Fear
2589,"The mantid are extremely reliant upon amber for many things, and even use it in some of their magic.",|cFFFFD200Drop: |rAmber-Shaper Un'sok|n|cFFFFD200Zone: |rHeart of Fear
2590,"As a spawn of the most dangerous sha, this little monster has some big plans, but needs to wait a few thousand years first.",|cFFFFD200Drop: |rGrand Empress Shek'zeer|n|cFFFFD200Zone: |rHeart of Fear
2591,This thing is equally as evil as it is adorable.,|cFFFFD200Achievement: |rRaiding with Leashes VI: Pets of Pandaria|n|cFFFFD200Category: |rCollect
2592,,
2593,,
2594,,
2595,,
2596,,
2597,,
2598,,
2599,,
2600,,
2601,,
2602,,
2603,,
2605,,
2606,,
2607,,
2608,,
2609,,
2611,,
2612,,
2613,,
2621,"This pocket-sized Lord of Blackrock is too small to call out any classes, but he can still dish up a good insult.",|cFFFFD200WoW's 15th Anniversary|r|n
2622,These dazzling hatchlings have a distinctive coat color that has been highly sought after by leatherworkers for generations.,|cFFFFD200World Event:|r Feast of Winter Veil |n
2623,"Don't be fooled by Dottie's soft coat and big eyes, her tiny, sharp teeth are for more than just munching on grass.",|cFFFFD200In-Game Shop|r
2638,"Some argue that the beard is what grants a spell caster their power, but they're wrong. The hat is where the magic is really from.",|cFFFFD200Achievement: |rPet Battle Challenge: Stratholme|n|cFFFFD200Category: |rPet Battles
2645,The crabs of Nazjatar seem relatively unfazed by the sudden absence of the water.,|cFFFFD200Pet Battle: |rNazjatar
2646,"The bright shells on these crabs makes them easy prey for predators, so they mostly stay to the shadows.",|cFFFFD200Pet Battle: |rNazjatar
2647,The bright shells of the hermit crabs of Nazjatar have the jewelry crafters of Azeroth buzzing with excitement.,|cFFFFD200Pet Battle: |rNazjatar
2648,The chitterspine make a distinctive clicking noise when they see prey in the open.,|cFFFFD200Pet Battle: |rNazjatar
2649,"The ""hissing"" of this crab can be heard underwater, and is actually it rapidly clicking its smaller claws.",|cFFFFD200Pet Battle: |rNazjatar
2650,"These albatrosses are slightly smaller than those found inland, and they can travel great distances over the sea.",|cFFFFD200Pet Battle: |rNazjatar
2651,The deep sea frenzies of Nazjatar have long been a staple food of the naga.,|cFFFFD200Pet Battle: |rNazjatar
2652,"Some frenzies have been touched by whispers in the deep, and seek to turn the tides red with blood.",|cFFFFD200Pet Battle: |rNazjatar
2653,The pressure of the crushing depths at which these snails exist help to form its distinctive shell.,|cFFFFD200Pet Battle: |rNazjatar
2657,"In the lightless trenches and chasms of the Great Sea, life still exists.",|cFFFFD200Pet Battle: |rThe Eternal Palace
2658,"Of the many frightening things that lurk in the deeps, a chitterspine nest is really up there.",|cFFFFD200Pet Battle: |rThe Eternal Palace|n
2659,"If you are diving into the deeps and one of these attaches itself to your leg, don't panic -- they're relatively harmless.",|cFFFFD200Pet Battle: |rThe Eternal Palace
2660,What else is there to say? Slugs love muck.,|cFFFFD200Pet Battle: |rNazjatar
2661,Snooters have a very good sense of smell and can easily find grass and seeds buried under snow or scrap.,|cFFFFD200Pet Battle: |rMechagon
2662,The dark fur of the duskytooth allows them to more easily hide in the junkheaps of Mechagon Island.,|cFFFFD200Pet Battle: |rMechagon
2663,"Of all of the creatures in Mechagon, the roaches seem the most unaffected by all of the changes.",|cFFFFD200Pet Battle: |rMechagon
2664,Experiments on this roach have grown it to an enormous size. Who would want that?,|cFFFFD200Pet Battle: |rMechagon
2665,The frogs of Mechagon had two choices when faced with mechanization: hide or breed. This species chose the latter.,|cFFFFD200Pet Battle: |rMechagon
2666,The frogs of Mechagon had two choices when faced with mechanization: hide or breed. This species chose the former.,|cFFFFD200Pet Battle: |rMechagon
2667,"The mechanical frogs of Mechagon Island have evolved to eat various mechanical insects, somehow.",|cFFFFD200Pet Battle: |rMechagon
2668,The results of King Mechagon's experiments can be seen throughout the city and island.,|cFFFFD200Pet Battle: |rOperation: Mechagon
2669,"Some of the few remaining fleshy creatures on Mechagon, they provide food and even companionship for the citizens of Rustbolt.",|cFFFFD200Pet Battle: |rMechagon
2670,Experiments in mechanization have driven the few remaining critters in Mechagon to hide or flee.,|cFFFFD200Pet Battle: |rMechagon
2671,"Specimen 97 escaped from his cage before being fully mechanized. Now, he seeks revenge.",|cFFFFD200Pet Battle: |rMechagon
2672,"Though not real rats, they have taken over the back alleys of Mechagon City and carry diseased programs, earning them the name.",|cFFFFD200Pet Battle: |rOperation: Mechagon
2673,"Natural burrowing tendencies were programmed into these critters, and now they perform vital functions breaking down the great piles of scrap.",|cFFFFD200Pet Battle: |rMechagon
2674,"When you need a hand, you know who to call.",|cFFFFD200Pet Battle: |rOperation: Mechagon
2675,"The machinists of Mechagon may automate many of the tasks of the city, but they also spend a lot of time repairing and maintaining their inventions.",|cFFFFD200Pet Battle: |rOperation: Mechagon
2676,"Doesn't remember what it was originally programmed to do, just wants to battle other pets.",|cFFFFD200Pet Battle: |rMechagon
2677,A re-emergence of whelps outside of Grim Batol has the red dragonflight worried -- something is happening in the lost city.,|cFFFFD200Pet Battle: |rTwilight Highlands
2678,The eels that inhabit the trenches and chasms of Nazjatar are a favored food of many creatures that inhabit the area.,|cFFFFD200Pet Battle: |rNazjatar
2680,"Master of poking, stabbing, thrusting, jabbing, and gouging.",|cFFFFD200Treasure: |rAzshara Chest|n|cFFFFD200Zone: |rThe Eternal Palace
2681,The murloc tribe that Murgle belongs to is one of few that have resisted the naga's enslavement.,|cFFFFD200Drop: |rKing Gakula|n|cFFFFD200Zone: |rNazjatar
2682,Legend has it that the Necrofin tribe found necromancy on a series of runed tablets at the bottom of the sea.,|cFFFFD200Drop: |rBlindlight|n|cFFFFD200Zone: |rNazjatar
2683,"Don't let the cuteness fool you, this little monster will jab your ankles the second you're not looking.",|cFFFFD200Achievement: |rTeam Aquashock|n|cFFFFD200Category: |rPet Battles
2684,"A rare species of crab found mostly in Nazjatar, it hides easily amongst the ample kelp and coral of the area.",|cFFFFD200Drop: |rSandclaw Stoneshell|n|cFFFFD200Zone: |rNazjatar
2685,"Anything can be a nest, if you try hard enough.",|cFFFFD200Treasure:|r Glimmering Chest|n|cFFFFD200Zone:|r Nazjatar|n
2686,"When the sun shines on its shell just right, the light scatters in a thousand different directions.",|cFFFFD200Vendor: |rArtisan Okata|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Cost: |r150|Hcurrency:1721|h|TInterface\ICONS\inv_misc_enchantedpearlF.blp:0|t|h|n|n|cFFFFD200Vendor: |rFinder Pruc|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Cost: |r150|Hcurrency:1721|h|TInterface\ICONS\inv_misc_enchantedpearlF.blp:0|t|h|n|n|cFFFFD200Drop: |rIridescent Glimmershell|n|cFFFFD200Zone: |rNazjatar
2687,"A gift, found one day and saved for a meaningful occasion, should things ever turn around.",|cFFFFD200Quest:|r Glittering Shell|n
2688,"A gift, found one day and saved for a meaningful occasion, should things ever turn around.",|cFFFFD200Quest:|r Beauty in the Deeps|n
2689,"A rare evolution of chitterspine, with elongated spines to pierce soft flesh and eyes.",|cFFFFD200Drop: |rNeedlespine|n|cFFFFD200Zone: |rNazjatar
2690,"As if a dark, underwater cave wasn't nightmarish enough, these things exist -- and they love it there.",|cFFFFD200Drop: |rCaverndark Terror|n|cFFFFD200Zone: |rNazjatar
2691,These gruesome crabs are attracted to the scent of blood and seem to revel in combat.,|cFFFFD200Vendor: |rCrafticus Mindbender|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Cost: |r30|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDazzerian|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Cost: |r30|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h
2692,"In the lightless caverns, a bright shell color doesn't make you any worse at ambushing.",|cFFFFD200Drop: |rLady Ashvane|n|cFFFFD200Zone: |rThe Eternal Palace
2693,"In a dark place unknown to all, the seabed writhes with the children of Nalaada, a carpet of life and death.",|cFFFFD200Drop: |rElderspawn Nalaada|n|cFFFFD200Zone: |rNazjatar
2694,"In the fathomless depths beyond the Eternal Palace, minds are lost in the blackness.",|cFFFFD200Drop: |rBlackwater Behemoth|n|cFFFFD200Zone: |rThe Eternal Palace
2695,Frenzies in Nazjatar have learned to operate in large schools or face consumption by the many predators of the deeps.,|cFFFFD200Drop: |rDaggertooth Terror|n|cFFFFD200Zone: |rNazjatar
2696,"The influence of the old gods on the aquatic life of Nazjatar is unmistakable, as many simply wander as mindless eyes of N'zoth.",|cFFFFD200Drop: |rZa'qul|n|cFFFFD200Zone: |rThe Eternal Palace
2697,Spireshells produce a softer shell when young which will be grown out of quickly.,|cFFFFD200Drop: |rAmethyst Spireshell|n|cFFFFD200Zone: |rNazjatar
2698,"Even with its softer juvenile shell, a young prismatic spireshell still glitters like a diamond.",|cFFFFD200Vendor: |rSpeaker Utia|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Faction: |rAnkoan - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
2699,"The bright coloration of this deep water slug seems to give off a soft, warm glow.",|cFFFFD200Vendor: |rAtolia Seapearl|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Faction: |rUnshackled - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
2700,Watch your ears.,|cFFFFD200Drop: |rMirecrawler|n|cFFFFD200Zone: |rNazjatar
2701,"The elements clash and battle for relics constantly, but few moreso than the Tidestone.",|cFFFFD200Drop: |rPrince Typhonus|n|cFFFFD200Zone: |rNazjatar
2702,"The Tidestone would empower minions of both the storm and the sea, and is sought after by both parties.",|cFFFFD200Drop: |rPrince Vortran|n|cFFFFD200Zone: |rNazjatar
