ID,SourceText_lang
9434,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9435,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9436,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9437,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9438,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9439,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9440,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9441,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9442,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9443,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9444,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9445,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9446,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9447,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9448,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9449,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9450,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9451,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9452,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9453,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9454,|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NPC:|r Nomi|n|cFFFFD200Discovery:|r Nomi's Test Kitchen
9457,|cFFFFD200Profession Trainer: |rFirst Aid (1)|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9458,|cFFFFD200Profession Trainer: |rLegion Tailoring (60)|n|cFFFFD200Cost: |r17|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9463,|cFFFFD200Profession Trainer: |rFirst Aid (1)|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9471,|cFFFFD200Profession Trainer: |rEnchanting (275)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t
9472,|cFFFFD200Profession Trainer: |rOutland Enchanting (50)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9473,|cFFFFD200Profession Trainer: |rNorthrend Enchanting (50)|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9474,|cFFFFD200Profession Trainer: |rCataslycm Enchanting (50)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9475,|cFFFFD200Profession: |rPandaria Enchanting (50)|n|cFFFFD200Trainer: |rLai the Spellpaw|n|cFFFFD200Zone: |rThe Jade Forest|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9476,|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Revered|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9480,|cFFFFD200Quest: |rControlling the Elements|n|cFFFFD200Zone: |rDeepholm
9503,|cFFFFD200Drop:|r Tichondrius|n|cFFFFD200Zone:|r The Nighthold (Normal)|n
9504,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9505,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9506,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9507,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9508,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9509,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9510,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9511,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9512,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9513,|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h
9514,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9515,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9516,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9517,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9518,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9519,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9520,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9521,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9522,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9523,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9524,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9525,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9526,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9527,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
9528,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9529,|cFFFFD200Vendor: |rKatherine Joplin|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9530,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9531,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9532,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9533,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9534,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9535,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9536,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9537,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9538,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9539,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9540,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9541,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9542,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9543,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9544,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9545,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9546,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9547,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9548,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9549,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9550,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9551,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9552,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9553,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9554,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9555,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9556,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9557,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9558,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9559,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9560,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9561,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9562,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9563,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9564,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9565,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9566,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9567,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9568,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9569,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9570,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9571,|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9572,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9573,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9574,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9575,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9576,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9577,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9578,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9579,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9580,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9581,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9582,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9583,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9584,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9585,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9586,|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h
9588,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9590,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9591,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9592,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9593,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9594,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9595,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9596,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9597,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9598,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9599,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9600,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9601,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9602,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9603,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9604,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9605,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9606,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r3|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9607,|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r3|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h
9608,|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h
9609,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
9610,|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h
