ID,QuestTitle_lang,BulletText_lang
51769,What a Gull Wants,
51774,Ragna,
51776,Galestorm,
51777,Dagrus the Scorned,
51778,Deepfang,
51779,Grimscowl the Hairbrained,
51780,Dinner for Dolly and Dot,
51781,Foreman Scripps,
51782,Captain Razorspine,
51783,Zem'lan Rescue,
51791,Bubbling Totem Testing,
51792,Erupting Totem Testing,
51793,Bubbling Totem Testing,
51794,Erupting Totem Testing,
51804,Running Interference,
51806,Pest Remover Mk. II,
51811,Trapped Tortollans,
51814,Ravoracious,
51815,Eggstermination,
51816,Pterrible Ingredients,
51817,Trapped Tortollans,
51820,Oily Mess,
51821,Quelling the Cove,
51822,Scrolls and Scales,
51824,You're Grounded,
51827,They Came From Behind!,
51828,Burning the Legion,
51831,Swift Strike,
51832,Beat Around The Bush,
51834,No Negotiations,
51836,Sourcing Resources,
51839,Squirgle of the Depths,
51840,Oily Mess,
51841,Blackthorne,
51842,Carla Smirk,
51843,P4-N73R4,
51844,Gulliver,
51847,Tort Jaw,
51848,Captain Wintersail,
51849,Tempestria,
51850,Preserve the Oasis,
51853,Preserve the Oasis,
51854,I Am the Shark,
51855,A Pirate's Life For Me,
51856,The Underrot: Rotmaw,
51874,Gorged Boar,
51884,Haywire Golem,
51886,Pinku'shon,
51887,Fungi Trio,
51890,Ranja the Last Chillpaw,
51891,Sythian the Swift,
51892,Shiverscale the Toxic,
51893,Sawtooth,
51894,Tentulos the Drifter,
51895,Maison the Portable,
51897,Rimestone,
51900,Faithless Follow-Through,
51901,Crushtacean,
51905,Reinforced Hullbreaker,
51906,Sister Martha,
51908,Nevermore,
51909,Grozgore,
51917,Beshol,
51919,Emily Mayville,
51920,Cottontail Matron,
51921,Slickspill,
51924,Faithless Follow-Through,
51925,Instructions Not Included,
51928,Instructions Not Included,
51931,Instructions Not Included,
51933,Instructions Not Included,
51947,Sabertron,
51948,Providing Protection,
51957,The Wrath of Vorrik,
51963,The Wrath of Vorrik,
51970,The Caterer,
51972,Lost Goat,
51974,Sabertron,
51976,Sabertron,
51977,Sabertron,
51978,Sabertron,
51981,Earthcaller's Abode,
51983,Vorrik's Vengeance,
51988,"Whitney ""Steelclaw"" Ramsay",
51989,Braedan Whitewall,
51995,Vorrik's Vengeance,
51996,Earthcaller's Abode,
51997,Thar She Sinks,
52004,Counter Intelligence,
52006,Preemptive Assault,
52007,Engines of War,
52009,Crab People,
52010,The Tendrils of Fate,
52011,Fiendish Fields,
52045,Boarder Patrol,
52047,Against the Storm,
52054,Too Much To Bear,
52056,The Tendrils of Fate,
52057,Against the Storm,
52059,Thar She Sinks,
52063,Boarder Patrol,
52064,Fiendish Fields,
52071,Briarback Mountain,
52115,In the Shadow of the Kraken,
52117,Briarback Mountain,
52119,Goblin Azerite Extraction,
52120,Gnomish Azerite Extraction,
52124,Losers Weepers,
52126,This Little Piggy Has Sharp Tusks,
52133,Good Boy!,
52140,A Thorny Problem,
52142,Restocking,
52143,Smaller Haulers,
52144,Foundry Meltdown,
52145,Heave-Ho!,
52155,Treasure in the Tides,
52157,A Chilling Encounter,
52159,Swab This!,
52160,Restocking,
52162,Tracking Quest,
52163,The Winged Typhoon,
52164,Rum- Paaaage!,
52165,Automated Chaos,
52166,The Faceless Herald,
52167,Hardcore Raiders,
52168,It's Lit,
52169,The Matriarch,
52174,Snakes in the Shallows,
52179,Fortified Resistance,
52180,A Brennadam Shame,
52181,Smoke and Shadow,
52182,The Azerite Stuff,
52196,Sandswept Bones,
52198,Tank and Spank,
52199,Rum- Paaaage!,
52200,Turtle Tactics,
52207,The Azerite Stuff,
52209,Turtle Tactics,
52211,Red Sunrise,
52218,Night Horrors,
52229,Too Much To Bear,
52230,Loose Change,
52236,A Thorny Problem,
52237,The Underrot: Restless Horror,
52238,The Underrot: Mysterious Spores,
52239,Loose Change,
52243,Fuel for the Demolishers,
52244,Stop the Drilling,
52248,The Shores of Xibala,
52249,The Shores of Xibala,
52250,Saving Xibala,
52251,Compromised Reconnaissance,
52271,Sea Salt Flavored,
52278,Rogue Azerite,
52280,Sea Salt Flavored,
52295,The MOTHERLODE!!: Elementals on the Payroll,
52297,What's the Buzz?,
52298,The MOTHERLODE!!: The Smarts Are In His Horn!,
52299,Whiplash,
52300,Wagga Snarltusk,
52301,Vinespeaker Ratha,
52302,The MOTHERLODE!!: He's Got Really Big Bombs,
52306,Croaker,
52307,Spiritual Aid,
52309,SandFang,
52310,Corrupted Tideskipper,
52312,Extinguish the Lights,
52315,Severus the Outcast,
52316,Sea Creatures Are Weird,
52321,Kickers,
52322,Taja the Tidehowler,
52325,Captured Evil,
52328,Ice Sickle,
52330,Beehemoth,
52331,Work Order: Demitri's Draught of Deception,
52332,Work Order: Lightfoot Potion,
52333,Work Order: Sea Mist Potion,
52334,Work Order: Potion of Concealment,
52335,Work Order: Demitri's Draught of Deception,
52336,Work Order: Lightfoot Potion,
52337,Work Order: Sea Mist Potion,
52338,Work Order: Potion of Concealment,
52339,Work Order: Monel-Hardened Stirrups,
52340,Work Order: Monel-Hardened Hoofplates,
52341,Work Order: Monel-Hardened Stirrups,
52342,Work Order: Monel-Hardened Hoofplates,
52343,They Eat Like Orcs,
52344,Work Order: Kul Tiramisu,
52345,Work Order: Ravenberry Tarts,
52346,Work Order: Sailor's Pie,
52347,Work Order: Honey-Glazed Haunches,
52348,Work Order: Mon'Dazi,
52349,Work Order: Loa Loaf,
52350,Work Order: Swamp Fish 'n Chips,
52351,Work Order: Spiced Snapper,
52352,Zeritarj,
52353,Work Order: Enchant Ring - Seal of Haste,
52354,Work Order: Enchant Ring - Seal of Mastery,
52355,Work Order: Enchant Weapon - Coastal Surge,
52356,Work Order: Enchant Weapon - Torrent of Elements,
52357,Work Order: Enchant Weapon - Quick Navigation,
52358,Work Order: Enchant Ring - Seal of Haste,
52359,Work Order: Enchant Ring - Seal of Mastery,
52360,Work Order: Enchant Weapon - Coastal Surge,
52361,Work Order: Enchant Weapon - Torrent of Elements,
52362,Work Order: Enchant Weapon - Quick Navigation,
52363,Work Order: Incendiary Ammunition,
52364,Work Order: Thermo-Accelerated Plague Spreader,
52365,Work Order: F.R.I.E.D.,
52366,Work Order: XA-1000 Surface Skimmer,
52367,Work Order: Electroshock Mount Motivator,
52368,Work Order: Crow's Nest Scope,
52369,Work Order: Incendiary Ammunition,
52370,Work Order: Thermo-Accelerated Plague Spreader,
52371,Work Order: F.R.I.E.D.,
52372,Work Order: XA-1000 Surface Skimmer,
52373,Work Order: Electroshock Mount Motivator,
52374,Work Order: Crow's Nest Scope,
52375,Supplies Needed: Great Sea Catfish,
52376,Supplies Needed: Sand Shifter,
52377,Supplies Needed: Tiragarde Perch,
52378,Supplies Needed: Slimy Mackerel,
52379,Supplies Needed: Redtail Loach,
52380,Supplies Needed: Frenzied Fangtooth,
52381,Supplies Needed: Lane Snapper,
52382,Supplies Needed: Great Sea Catfish,
52383,Supplies Needed: Sand Shifter,
52384,Supplies Needed: Tiragarde Perch,
52385,Supplies Needed: Slimy Mackerel,
52386,Supplies Needed: Redtail Loach,
52387,Supplies Needed: Frenzied Fangtooth,
52388,Supplies Needed: Lane Snapper,
52389,Work Order: Contract: Proudmoore Admiralty,
52390,Work Order: Contract: Order of Embers,
52391,Work Order: Contract: Storm's Wake,
52392,Work Order: Ultramarine Pigment,
52393,Work Order: Contract: Tortollan Seekers,
52394,Work Order: Contract: Champions of Azeroth,
52395,Work Order: Contract: Zandalari Empire,
52396,Work Order: Contract: Talanji's Expedition,
52397,Work Order: Contract: Voldunai,
52398,Work Order: Ultramarine Pigment,
52400,Work Order: Kyanite,
52402,Work Order: Viridium,
52404,Work Order: Solstone,
52405,Work Order: Kubiline,
52406,Work Order: Rubellite,
52407,Work Order: Golden Beryl,
52408,Work Order: Kyanite,
52409,Work Order: Viridium,
52410,Work Order: Solstone,
52411,Work Order: Kubiline,
52412,Work Order: Rubellite,
52413,Work Order: Golden Beryl,
52414,Work Order: Drums of the Maelstrom,
52415,Work Order: Coarse Leather Barding,
52416,Work Order: Shimmerscale Diving Suit,
52417,Work Order: Shimmerscale Diving Helmet,
52418,Work Order: Drums of the Maelstrom,
52419,Work Order: Coarse Leather Barding,
52420,Work Order: Shimmerscale Diving Suit,
52421,Work Order: Shimmerscale Diving Helmet,
52422,Work Order: Battle Flag: Spirit of Freedom,
52423,Work Order: Battle Flag: Phalanx Defense,
52424,Work Order: Battle Flag: Rallying Swiftness,
52425,Work Order: Battle Flag: Spirit of Freedom,
52426,Work Order: Battle Flag: Phalanx Defense,
52427,Work Order: Battle Flag: Rallying Swiftness,
52430,Not So Bad Down Here,
52432,Squall,
52446,Sister Absinthe,
52452,Song Mistress Dadalea,
52454,Freehold: Dread Captain Vandegrim,
52455,Unbreakable,
52456,Freehold: Veteran Man O' War,
52458,Freehold: Pieces of Eight,
52459,Whirlwing,
52463,Haegol the Hammer,
52464,Osca the Bloodied,
52471,That's a Big Carcass,
52474,Poacher Zane,
52475,Where Eagles Prey,
52476,The Lichen King,
52504,So We Meat Again,
52505,Pruning the Thorns,
52506,Blunt the Spikes,
52507,Sticky Mess,
52747,Adherent of the Abyss,
52751,Strange Looking Dogs,
52752,Vigilant Lookouts,
52754,Marshdwellers,
52755,Bringing the Heat,
52756,Snow Way Out,
52757,Grimestone Crimes,
52760,Like Fish in a Barrel,
52761,Siege of Boralus: Blood Money,
52763,Siege of Boralus: Breaking Their Ranks,
52771,Siege of Boralus: Breaking Irons,
52775,Siege of Boralus: What's Yours is Mine,
52778,Siege of Boralus: Crushing the Horde,
52779,Crawg in the Bog,
52780,Siege of Boralus: Breaking the Alliance,
52785,Smashing Zalamar,
52794,Lizards and Ledgers,
52798,A Few More Charges,
52799,Pack Leader,
52803,Accidental Dread,
52804,Something Stirs in the Depths,
52805,Like Pulling Teeth,
52832,Azerite Empowerment,
52847,Doom's Howl,
52848,The Lion's Roar,
52849,Azerite Empowerment,
52850,Keeyo's Champions of Vol'dun,
52856,Snakes on a Terrace,
52858,Azerite Empowerment,
52862,Azerite Empowerment,
52864,"What Do You Mean, Mind Controlling Plants?",
52865,Blockade Runner,
52869,Azerite Empowerment,
52871,Azerite Empowerment,
52872,Azerite Mining,
52873,Azerite Mining,
52874,Azerite Mining,
52875,Azerite Mining,
52877,Azerite Mining,
52878,Desert Survivors,
52879,Stiff Policy,
52880,Milden Mud Snout,
52882,Controlled Burn,
52883,Breakthru,
52884,Azerite Wounds,
52885,Fey There,
52889,Sandscour,
52890,It's a Kind of Magic,
52891,Wendigo to Sleep,
52892,"Critters are Friends, Not Food",
52893,One Vision,
52894,Don't Stop Me Now,
52895,Arboria,
52896,Under Pressure,
52897,"We Will ""Rock"" You",
52923,Add More to the Collection,
52924,Mead Some Help?,
52935,A New Era,
52936,Plagued Earth Policy,
52937,You've Never Seen Jammer Upset,
52938,Small Beginnings,
52939,Ordnance Orders,
52940,Arms Deal,
52941,Light in the Darkness,
52947,Ettin Outta Here,
52964,Pest Problem,
52968,Time for a Little Blood,
52972,Favored Grandchild,
52979,Ritual Cleansing,
52982,Mine or Trouble,
52983,I Want It All,
52984,I Want It All,
52986,A Wicked Vessel,
52987,Let's Burn!,
52988,House Cleaning,
53008,Sage Wisdom,
53009,Hang On In There,
53010,No Turning Back,
53012,Put Away Your Toys,
53025,The Culling,
53027,Edge of Glory,
53040,Squall Squelching,
53042,Stormcaller,
53076,Foundry Meltdown,
53078,Treasure in the Tides,
53106,Censership,
53107,Plunder and Provisions,
53108,Iconoclasm,
53111,Tracking Quest,
53165,Stopping Antiquities Theft,
53188,Frozen Freestyle,
53189,Slippery Slopes,
53196,Swab This!,
53200,Tracking Quest,
53201,Tracking Quest,
53202,Tracking Quest,
53203,Tracking Quest,
53204,Tracking Quest,
53214,Tracking Quest,
53215,Tracking Quest,
53266,Flourishing Sea Stalks,
53270,Flourishing Riverbud,
53271,Blooming Star Moss,
53272,Blooming Siren's Sting,
53273,Winter's Kiss Cluster,
53274,Overgrown Anchor Weed,
53277,Flourishing Sea Stalks,
53278,Flourishing Riverbud,
53279,Blooming Star Moss,
53280,Blooming Siren's Sting,
53281,Winter's Kiss Cluster,
53282,Overgrown Anchor Weed,
53283,Flourishing Sea Stalks,
53284,Flourishing Riverbud,
53285,Blooming Star Moss,
53286,Blooming Siren's Sting,
53287,Winter's Kiss Cluster,
53288,Overgrown Anchor Weed,
53289,Flourishing Sea Stalks,
53290,Flourishing Riverbud,
53291,Blooming Star Moss,
53292,Blooming Siren's Sting,
53293,Overgrown Anchor Weed,
53294,Akunda's Bite Cluster,
53296,Flourishing Sea Stalks,
53297,Flourishing Riverbud,
53298,Blooming Star Moss,
53299,Blooming Siren's Sting,
53300,Overgrown Anchor Weed,
53301,Flourishing Sea Stalks,
53302,Flourishing Riverbud,
53303,Blooming Star Moss,
53304,Blooming Siren's Sting,
53305,Overgrown Anchor Weed,
53308,Luminous Monelite,
53311,Gleaming Storm Silver,
53312,Burnished Platinum,
53313,Rough Monelite,
53314,Coarse Storm Silver,
53315,Smooth Platinum,
53316,Hardened Monelite,
53317,Dense Storm Silver,
53318,Ductile Platinum,
53319,Our Sacred Forest,
53320,Ours For the Taking,
53321,Luminous Monelite,
53322,Gleaming Storm Silver,
53323,Burnished Platinum,
53324,Rough Monelite,
53325,Coarse Storm Silver,
53326,Smooth Platinum,
53327,Hardened Monelite,
53328,Dense Storm Silver,
53329,Ductile Platinum,
53331,Show-Off,
53343,Censership,
53344,Iconoclasm,
53345,Plunder and Provisions,
53346,Trogg Tromping,
53435,Azerite for the Horde,
53436,Azerite for the Alliance,
53497,Break Free,
53498,Staying Power,
53520,Detonate!,
53549,Bounty Bag,
53552,Wicked Kegger,
53564,Tracking Quest,
53584,Tracking Quest,
53585,Tracking Quest,
53586,Tracking Quest,
53587,Tracking Quest,
53588,Tracking Quest,
53589,Tracking Quest,
53590,Tracking Quest,
53591,Tracking Quest,
53592,Tracking Quest,
53593,Tracking Quest,
53594,Tracking Quest,
53595,Tracking Quest,
53596,Tracking Quest,
53597,Tracking Quest,
53598,Tracking Quest,
53599,Tracking Quest,
53600,Tracking Quest,
53601,Tracking Quest,
53699,Gate Crashers,
53704,Not Too Sober Citizens Brigade,
53706,Salvage the Supplies,
53707,Smoke the Supplies,
53712,Unfriendly Skies,
53713,Wet Work: Bridgeport,
53714,Apothecary Jerrod,
53715,Firewarden Viton Darkflare,
53716,Eastpoint Emergency,
53717,Hold the Highland,
53724,Shadow Hunter Mutumba,
53726,Mechinations,
53752,Shell Outs,
53753,Shell Outs,
53755,Blight and Sound,
53759,Look Out Below!,
53768,Furious Fracas,
53769,Furious Fracas,
53770,TBD - OLD PORTAL QUEST (NOT USED),
53771,Gurin Stonebinder,
53772,Zagg Brokeneye,
53773,Naga Attack!,
53784,Siege Engineer Krackleboom,
53803,Fist of Orgrimmar - TBD OLD PORTAL QUEST,
53804,Dinomancer Zakuru,
53808,Crawl To Victory,
53812,A Carefully Laid Trap,
53814,First Sergeant Steelfang,
53832,Counter-Sabotage,
53857,Cap'n Gorok,
53860,Azerite Transport (NOT USED),
53867,Engineer Bolthold,
53874,End Their Vigil,
53875,Fogsail for a Day,
53877,Eastpoint Encounter,
53878,Emergency Extrication,
53886,Self Guided Tour,
53945,Naga Attack!,
53950,Explosive Relief,
53951,Explosive Relief,
53963,Naga Attack!,
53979,Naga Attack!,
53983,Wet Work: Fort Knight,
53994,Naga Attack!,
54011,Wet Work: Arom's Stand,
54014,Wet Work: Blood in the Sand,
54016,Azerite Transport,
54017,Wet Work: Warbeast Kraal,
54020,Wet Work: Gloomwater Span,
54051,Naga Attack!,
54060,Naga Attack!,
54089,Omgar Doombow,
54091,Strong Arm John,
54112,Mistweaver Nian,
54119,Hartford Sternbach,
54127,Rocket Hop,
54129,First Mate Malone,
54143,Bird's-Eye View,
54154,The Hills Have Spies,
54162,Hard Landing,
54166,Set Sail,
54167,Set Sail,
54170,Ormin Rocketbop,
54182,Bilgewater Bash Brothers,
54187,Tea for Two,
54188,Scrambled Bots,
54189,Desert Crawl,
54190,Tea for Two,
54236,Naga Attack!,
54237,Togoth Cruelarm,
54243,Gobliteration,
54245,Azerite Altercation,
54246,Azerite Altercation,
54251,The Ambassador,
54253,Bombs Away,
54254,Bombs Away,
54257,Captain Greensails,
54266,Mortar Master Zapfritz,
54267,Naga Attack!,
54268,Impulsive Propulsion,
54272,Battle Bots,
54273,Battle Bots,
54281,Bombing Ballistae,
54287,Naga Attack!,
54295,Artillery Master Goodwin,
54298,Gravity Matters,
54308,Mine Your Business,
54313,Tracking Quest,
54314,Tracking Quest,
54315,Tracking Quest,
54316,Tracking Quest,
54317,Tracking Quest,
54318,Tracking Quest,
54319,Tracking Quest,
54322,Tracking Quest,
54323,Tracking Quest,
54324,Tracking Quest,
54325,Tracking Quest,
54326,Tracking Quest,
54328,Knight-Captain Joesiph,
54399,Tracking Quest,
54400,Tracking Quest,
54401,Tracking Quest,
54403,Tidesage Clarissa,
54414,Gale's Unrest,
54415,Vulpera for a Day,
54434,Voidmaster Evenshade,
54437,Owynn Graddock,
54442,Beast Tamer Watkins,
54448,Elemental Azerite,
54449,Elemental Azerite,
54467,Legacy in Ruins,
54468,Nalaess Featherseeker,
54471,Tend the Wounded,
54472,Plowing the Field,
54488,Zul'aki the Headhunter,
54496,Scurvy Dogs!,
54497,A Dangerous Combination,
54498,Stack On The Tank,
54499,Rituals of Twilight,
54500,Untapped Potential,
54502,It's Raining Mana,
54503,This Gang of Mine,
54504,Scout Captain Grizzleknob,
54505,Get On The Payload,
54506,Fungal Infestation,
54507,Fungal Infestation,
54508,No Bridge Too Dire,
54509,Tip of the Trident,
54511,Down with the Death Captains!,
54512,Cleansing Tide,
54513,Dino Time!,
54514,Prisoners of the Darkscale,
54515,Tidebinder Maka,
54516,Crate n' Barrel,
54520,Singed Saplings,
54521,Stolen Sorcery,
54522,Short for an Orc,
54523,Blinky Gizmospark,
54524,Crate n' Barrel,
54525,Tracking Quest,
54526,Tracking Quest,
54527,Dinohunter Wildbeard,
54528,Back to the Depths,
54531,Anything We Can Salvage,
54532,Receding Treeline,
54533,Barreling Through,
54534,The Blightest Touch,
54535,Portal Keeper Romiir,
54536,Fueling the Flames,
54537,Bilestomper,
54538,Skirmish at the Span,
54539,Skirmish at the Span,
54540,Doomrider Helgrim,
54541,Knight-Captain Aldrin,
54542,Horrific Apparition,
54543,Man-Hunter Rog,
54544,Beastrider Kama,
54545,Nimar the Slayer,
54546,Singer,
54547,Darbel Montrose,
54548,Foulbelly,
54549,Kovork,
54550,Ruul Onestone,
54551,Zalas Witherbark,
54552,Geomancer Flintdagger,
54553,Kor'gresh Coldrage,
54554,Wolfleader Skraug,
54555,Siege O' Matic 9000,
54561,Zalas Witherbark,
54562,Singer,
54563,Ruul Onestone,
54564,Nimar the Slayer,
54565,Man-Hunter Rog,
54566,Kovork,
54567,Kor'gresh Coldrage,
54568,Branchlord Aldrus,
54569,Horrific Apparition,
54570,Geomancer Flintdagger,
54571,Foulbelly,
54572,Darbel Montrose,
54573,Beastrider Kama,
54574,Jin'tago,
54578,Branchlord Aldrus,
54583,Burning Goliath,
54584,Cresting Goliath,
54585,Echo of Myzrael,
54586,Fozruk,
54587,Molok the Crusher,
54588,Overseer Krix,
54589,Plaguefeather,
54590,Ragebeak,
54591,Rumbling Goliath,
54592,Skullripper,
54593,Thundering Goliath,
54594,Venomarus,
54595,Yogursa,
54596,Yogursa,
54597,Venomarus,
54598,Thundering Goliath,
54599,Skullripper,
54600,Rumbling Goliath,
54601,Ragebeak,
54602,Plaguefeather,
54603,Overseer Krix,
54604,Molok the Crusher,
54605,Fozruk,
54606,Echo of Myzrael,
54607,Cresting Goliath,
54608,Burning Goliath,
54609,Beastlord Drakara,
54612,Blood and Ashes,
54613,Twice-Exiled,
54614,Executing Exorcisms,
54615,The League Will Lose,
54616,Boulderfist Beatdown,
54617,Sins of the Syndicate,
54619,Wiping Out the Witherbark,
54620,Death to The Defilers,
54621,Twice-Exiled,
54622,Executing Exorcisms,
54623,Boulderfist Beatdown,
54624,Sins of the Syndicate,
54625,Wiping Out the Witherbark,
54636,Sandbinder Sodir,
54638,Beat Up the Drums,
54643,Evezon the Eternal,
54644,Azerite Transport,
54645,Fury of the Earth,
54646,Grand Marshal Fury,
54647,Ale Intent,
54648,Kaldorei Resurgence,
54649,Flames of War,
54650,Muk'luk,
54662,Brought to Light,
54663,Shadow Hunter Vol'tris,
54664,Azerite Transport,
54665,Duchess Fallensong,
54666,Packmaster Swiftarrow,
54667,Legacy in Ruins,
54668,Out of Their Mine,
54669,A Dangerous Combination,
54671,Overgrown Ancient,
54672,Rituals of Twilight,
54673,Tip of the Trident,
54674,Prisoners of the Darkscale,
54675,Hunting Season,
54676,Shards of Narassin,
54677,Back to the Depths,
54678,Anything We Can Salvage,
54679,Fueling the Flames,
54680,Plague Master Herbert,
54681,Azerite Caravan,
54684,Arcanist Quintril,
54685,They Love Iron,
54686,Medical Emergency,
54688,Inquisitor Erik,
54689,Lights Out,
54690,Maddok the Sniper,
54691,Brewmaster Lin,
54692,Magister Crystalynn,
54693,Pterror of the Horde,
54694,Stormcaller Morka,
54697,Lightforged Warframe,
54698,Shattering Spears,
54699,Classic Gnomish Engineering,
54700,Thomas Vandergrief,
54701,Wrath of the Ravasaur,
54707,Siegeotron,
54711,Zillie Wunderwrench and Grizzwald,
54712,Spell Components,
54714,Tracking Quest,
54715,Tracking Quest,
54716,Tracking Quest,
54717,Tracking Quest,
54718,Tracking Quest,
54719,Worgen in the Ore Mine,
54720,Tracking Quest,
54722,Turning the Tides,
54724,Ending the Blackwood,
54769,Tracking Quest,
54771,Tracking Quest,
54772,Tracking Quest,
54773,Tracking Quest,
54774,Tracking Quest,
54775,Tracking Quest,
54776,Tracking Quest,
54777,Tracking Quest,
54778,Tracking Quest,
54779,Tracking Quest,
54780,Tracking Quest,
54782,Tracking Quest,
54784,Blackwood Liberation,
54786,Stop the Shipments,
54788,Hydrath,
54789,Cyclarus,
54790,Conflagros,
54791,Granokk,
54792,Onu,
54793,Athrikus Narassin,
54794,Soggoth the Slitherer,
54795,Aman,
54796,Shattershard,
54797,Alash'anir,
54798,Madfeather,
54799,Gren Tornfur,
54800,Twilight Prophet Graeme,
54801,Stonebinder Ssra'vess,
54802,Mrggr'marr,
54803,Glimmerspine,
54804,Glrglrr,
54805,Scalefiend,
54806,Commander Ral'esh,
54807,Sapper Odette,
54808,Thelar Moonstrike,
54809,Athil Dewfire,
54810,Grimhorn,
54811,Blackpaw,
54812,Shadowclaw,
54816,Hydrath,
54817,Cyclarus,
54818,Conflagros,
54819,Granokk,
54820,Zim'kaga,
54821,Athrikus Narassin,
54822,Soggoth the Slitherer,
54823,Aman,
54824,Shattershard,
54825,Alash'anir,
54826,Madfeather,
54827,Gren Tornfur,
54828,Twilight Prophet Graeme,
54829,Stonebinder Ssra'vess,
54830,Mrggr'marr,
54831,Glimmerspine,
54832,Glrglrr,
54833,Scalefiend,
54834,Commander Ral'esh,
54835,Moxo the Beheader,
54836,Commander Drald,
54837,Burninator Mark V,
54838,Croz Bloodrage,
54839,Rightfully Ours,
54840,Agathe Wyrmwood,
54841,Orwell Stevenson,
54856,Bilgewater Bandits,
54857,Turning the Tides,
54858,Glaive Consequences,
54895,Ivus the Decayed,
54896,Ivus the Forest Lord,
54949,More Mouths To Feed,
54965,Chopped Bots,
55032,Unchained Resistance,
55215,The Cycle of Life,
55264,Calligraphy,
55300,The Cycle of Life,
55301,The Cycle of Life,
55302,The Cycle of Life,
55303,The Cycle of Life,
55304,The Cycle of Life,
55340,Calligraphy,
55341,Calligraphy,
55342,Calligraphy,
55343,Calligraphy,
55344,Calligraphy,
55350,Assault: Amathet Advance,Return to High Commander Kamses in Ramkahen.
55354,The Vir'nall Front,
55355,Lightblade Training Grounds,
55356,Beacon of the Sun King,
55357,Beacon of the Sun King,
55358,Beacon of the Sun King,
55359,Ritual of Ascendancy,
55360,The Unsealed Tomb,
55361,The Lost Shaman,
55362,Elemental Fury,
55363,Rescue The Farseer,
55466,Vuk'laz the Earthbreaker,
55625,Pearls of Unimaginable Power,
55629,Vignette - Kaneb-ti,
55633,The Sunken Chest,
55636,A Life's Work,
55637,"Poor, Unfortunate Souls",
55638,Making Kelpberry Wine,
55640,Vision of Stormwind,
55659,Relics of the Sundering,
55661,Fighting Venomous With Venom,
55662,Arcane Cache,
55663,Broken Controller,
55664,A Blow to Morale,
55665,The Dark Garden,
55670,Amathet Raiding Fleet,
55681,Crab Marks The Spot,
55683,Forgotten Memories,
55695,That New Mount Smell,
55701,Snapdragon Claws,
55714,Void Cache,
55715,Feed Them All,
55716,Vignette - Uat-ka the Sun's Wrath,
55728,Reinforced Cache,
55750,WANTED: Lady Naz'jess,
55751,The Heart of the Water,
55766,She Sells These Shells,
55767,Misdirection,
55768,Emergent Sea Weeds,
55770,WANTED: Commander Sarj'eth,
55771,WANTED: Lord Ha'kass,
55772,WANTED: Lady Narjiss,
55773,WANTED: Gler'thogg,
55774,WANTED: Inquisitor Ithriza,
55775,WANTED: Haggronar,
55776,WANTED: Emorneth,
55777,WANTED: Braxicus,
55813,Aim High,
55845,Plans of Attack,
55846,Forbidden Rituals,
55871,Gather Friends,
55872,Where They Hide,
55873,Kill the Kritch,
55874,Plug the Geysers,
55875,Plug the Geysers,
55876,Plug the Geysers,
55877,Plug the Geysers,
55878,Plug the Geysers,
55883,To Soar Like a Ray,
55884,Infestation of Madness,
55886,The Zanj'ir Brutalizer,
55887,"Champion Alzana, Arrow of Thunder",
55888,"Champion Qalina, Spear of Ice",
55889,Champion Kyx'zhul the Deepspeaker,
55890,Champion Vyz'olgo the Mind-Taker,
55891,"Champion Aldrantiss, Defender of Her Kingdom",
55892,"Champion Eldanar, Shield of Her Glory",
55893,"Azanz, the Slitherblade",
55894,"Zoko, Her Iron Defender",
55895,Frozen Winds of Zhiela,
55896,"Undana, Chilling Assassin",
55897,"Szun, Breaker of Slaves",
55898,Tempest-Speaker Shalan'ali,
55899,Starseeker of the Shirakess,
55900,"Kassar, Wielder of Dark Blades",
55901,Rustbolt Rebellion,
55970,Attrition,
55973,Deepcoil Experiments,
55980,Turn the Scale,
55982,The Lords of Water,
55984,A Good Offense,
55985,Extra Shiny,
55986,Break a Few Eggs,
55993,A Little Edge,
55994,Do Not Drink,
55997,Hungry Hungry Hydras,
56000,We've Got Crabs!,
56001,Drunk Angry Murlocs,
56002,Mgglurky's Mugglrgl,
56003,Runelocked Chest,
56006,Runelocked Chest,
56007,Runelocked Chest,
56008,Runelocked Chest,
56009,Runelocked Chest,
56010,Runelocked Chest,
56011,Runelocked Chest,
56012,Runelocked Chest,
56013,Runelocked Chest,
56014,Runelocked Chest,
56015,Runelocked Chest,
56016,Runelocked Chest,
56017,Runelocked Chest,
56018,Runelocked Chest,
56019,Runelocked Chest,
56020,Runelocked Chest,
56021,Runelocked Chest,
56022,Runelocked Chest,
56023,Leylocked Chest,
56024,Leylocked Chest,
56025,Leylocked Chest,
56032,Dirty Dozen,
56035,Most Delicious Clams,
56036,A Steamy Situation,
56041,Give 'Em Shell,
56048,The Drowned Oracles,
56050,PvP Event: Battle for Nazjatar,
56056,Terror of the Depths,
56057,The Soulbinder,
56064,Assault: The Black Empire,Return to Lorewalker Cho at the Seat of Knowledge.
56074,Void Conduit,
56075,Stolen Power,
56076,Abyssal Ritual,
56078,Time to Krill,
56082,Bot Rampage,
56083,Unsafe Work Conditions,
56090,Stormstout Holdout,
56099,Font of Corruption,
56121,Jumping Jellies,
56131,Security First,
56139,Junkyard Treasures,
56141,Security First,
56146,Making Kelpberry Wine,
56149,Feed Them All,
56150,Kill the Kritch,
56151,Poen's Favorite Dish,
56152,Turn the Scale,
