ID,Name_lang,Description_lang,ToastDescription_lang
683,Jeweled Whelpling Treasure Maps,You may acquire special Treasure Maps from Boss Magor at the Dragonscale Basecamp. These maps lead to Jeweled Whelpling materials and jewelcrafting patterns.,Treasure Map Unlocked
684,Advanced Expedition Tools,"You may acquire the cosmetic weapon appearances Expedition Excavator, Trusty Sweeper, and Researcher's Magnifier from Rae'ana at the Dragonscale Basecamp.",Expedition Tool Appearances Unlocked
685,Expedition Equipment II,You may acquire a pair of useful leg armor (item level 389) from Pathfinder Jeb at the Dragonscale Basecamp.,Pant Armor Unlocked
686,Ancient Waygates I,Speak with Thaelin Darkanvil at the Rubyscale Outpost up the hill from the Dragonscale Basecamp to unlock a pair of Ancient Waygates that can be used to transport between the Rubyscale Outpost and the Cobalt Assembly.,Ancient Waygates Unlocked
694,The Iskaara Tuskarr,You have begun to build a relationship with the Iskaara Tuskarr.,Iskaara Tuskarr Renown Unlocked
695,Sacred Tuskarr Totems,You may speak with Elder Poa to learn to identify and recover stolen Sacred Tuskarr Totems.,Tuskarr Treasure Drops Unlocked
696,Community Feasts,"You may join in preparing tuskarr Community Feasts, earning acclaim among the Iskaara and (when eaten) a food buff. Speak to Big Kinook in Iskaara to learn more.",Community Feasts Unlocked
697,Cooking Supplies,"You may acquire the toys Tuskarr Traveling Soup Pot and Whale Bone Tea Set and the cosmetic appearances Tuskarr Clobbering Board, and Tuskarr Ulu Knife from Lil Ki in Iskaara.",Cooking Toys and Tool Appearances Unlocked
698,Highlands Fishing,You may craft a tool to help you find fishing nodes in the highest pools and lakes of the Dragon Isles. Visit Tavio in Iskaara to learn this most high tuskarr secret.,Highlands Fishing Unlocked
699,Fishing Nets I,You may speak with Tavio in Iskaara to get help creating a fishing net. Tuskarr fishing nets can be set up to catch fish automatically over time.,Fishing Content Unlocked
700,Fishing Harpoon I,You may craft an Iskaaran harpoon to fish up large sea creatures of the Dragon Isles. Visit Tavio in Iskaara to learn more.,Fishing Content Unlocked
701,Ice Fishing,You may craft a tool to help you find new fishing nodes in the ice of the Dragon Isles. Visit Tavio in Iskaara to learn this chilling tuskarr secret.,Ice Fishing Unlocked
702,Fishing Nets II,You may upgrade your fishing nets to catch more fish and/or catch fish faster. Visit Tavio in Iskaara to learn more.,Fishing Upgrade Unlocked
703,Lava Fishing,You may craft a tool to help you find new fishing nodes in the lava of the Dragon Isles. Visit Tavio in Iskaara to learn this sweltering tuskarr secret.,Lava Fishing Unlocked
704,Fishing Harpoon II,You may build upgrades for your Iskaaran fishing harpoon. Visit Tavio in Iskaara to learn more.,Fishing Upgrade Unlocked
706,Tuskarr Tackleboxes,You may recover stolen tuskarr tackleboxes along the shores of the Dragon Isles waterways and coasts. Visit Tavio in Iskaara to learn more.,Fishing Treasures Unlocked
708,Drakewatcher Manuscripts I,"You may acquire four new Drakewatcher Manuscripts for your Highland Drake (Spiked Cheek, Multi-Horned Head, Bushy Brow, Finned Neck) from Norukk in Iskaara.",New Drakewatcher Manuscripts Unlocked
709,Drakewatcher Manuscripts II,"You may acquire three new Drakewatcher Manuscripts for your Highland Drake (Bladed Tail, Large Spotted Pattern, Thorn Horns) from Norukk in Iskaara.",New Drakewatcher Manuscripts Unlocked
710,Drakewatcher Manuscripts III,"You may acquire three new Drakewatcher Manuscripts to provide Blue Scales to your Windborne Velocidrake, Renewed Proto-Drake, and/or Cliffside Wylderdrake from Norukk in Iskaara.",New Drakewatcher Manuscripts Unlocked
711,Tuskarr Headwear,You may acquire eight warm cosmetic headwear appearances from Omapurita in Iskaara.,Helm Appearances Unlocked
712,Tuskarr Backpacks,You may acquire twelve hearty cosmetic backpacks appearances from Tikukk in Iskaara.,Backpack Appearances Unlocked
713,Tuskarr Shoulderpads,You may acquire twelve cosmetic shoulder appearances of the Iskaara tuskarr from Lontupit in Iskaara.,Shoulder Appearances Unlocked
714,Tuskarr Weaponry,You may acquire cosmetic appearances of tuskarr weapons from Hanu in Iskaara.,Weapon Appearances Unlocked
715,Gnoll Backpacks,You may acquire five cosmetic gnoll backpack cloak appearances from Scaps in Iskaara.,Backpack Appearances Unlocked
716,Stablemaster-in-Training,"You may acquire two new battle pets (Whiskuk, Backswimmer Timbertooth) from Jiq in Iskaara.",Pets Unlocked
717,Tuskarr Trader's Gear,You may aquire the cosmetic Tuskarr Trader's Cloak appearance and the cosmetic leather Trader's Ensemble from Lontupit in Iskaara.,Leather Ensemble Unlocked
718,Snow Fun,You may acquire two sled toys from Kiopo on an island southeast of Iskaara.,Sled Toys Unlocked
719,Blue Comfort,You may acquire a Blue-Covered Beanbag toy from Lontupit in Iskaara.,Toy Unlocked
720,Fisherman's Fancy,You may acquire two fish-themed toys from Nunvuq in Iskaara.,Fish Toys Unlocked
721,Tuskarr Tabard,You may acquire an Iskaara Tuskarr Tabard from Murik in Iskaara.,Tabard Appearance Unlocked
723,Tuskarr Equipment II,You may acquire a pair of useful shoulder armor (item level 389) from Arvik in Iskaara.,Shoulder Armor Unlocked
724,Tuskarr Equipment I,You may acquire useful bracers (item level 376) from Arvik in Iskaara.,Wrist Armor Unlocked
725,Scouting Ottuks,"You may acquire two ottuk mounts (Yellow Scouting Ottuk, Brown Scouting Ottuk) from Tatto in Iskaara.",Ottuk Mounts Unlocked
726,Intrepid Explorer,"You may now use the well-earned title ""Intrepid Explorer"".",Title Unlocked
727,Part of the Community,"You may use the title ""of Iskaara"" to reflect your friendship with the tuskarr of the Dragon Isles.",Title Unlocked
728,Worldly Story Scrolls,You may now find an uncommon tuskarr story scroll each week in your adventures in the outdoor world of Dragonflight zones. These scrolls can be turned in to Elder Poa for a reward.,Uncommon Story Scrolls Unlocked
729,Dungeon-Delver's Story Scrolls,You may now find a rare tuskarr story scroll each week in your adventures in the dungeons of Dragonflight. These scrolls can be turned in to Elder Poa for a reward.,Rare Story Scrolls Unlocked
733,Bonus Supplies II,"You gain an additional +25% chance to get additional Dragon Isles Supplies from floral and other plant-based treasures, for a total of +50%.",Extra Supplies Unlocked
734,Bonus Supplies I,You gain a 25% chance to get additional Dragon Isles Supplies from floral and other plant-based treasures.,Extra Supplies Unlocked
741,Tuskarr Leatherworking I,You may acquire Pattern: Allied Heartwarming Fur Coat and Pattern: Snowball Makers from Rokkutuk in Iskaara.,Leatherworking Recipes Unlocked
742,Tuskarr Inscription I,You may acquire Technique: Highland Drake: Black Hair from Norukk in Iskaara.,Inscription Recipe Unlocked
743,Tuskarr Leatherworking II,"You may acquire Pattern: Shockproof Gloves, Pattern: Lavish Floral Pack, Pattern: Resplendent Cover, and Pattern: Expert Skinner's Cap from Rokkutuk in Iskaara.",Leatherworking Recipes Unlocked
744,Tuskarr Leatherworking IV,You may acquire Pattern: Finished Prototype Regal Barding from Rokkutuk in Iskaara.,Leatherworking Recipe Unlocked
745,Tuskarr Inscription II,You may acquire Technique: Iskaara Tuskarr Contract from Rokkutuk in Iskaara.,Inscription Recipe Unlocked
746,Tuskarr Leatherworking III,You may acquire Pattern: Tuskarr Beanbag from Rokkutuk in Iskaara.,Leatherworking Recipe Unlocked
748,The Valdrakken Accord,You have begun to gain renown with the Valdrakken Accord.,Valdrakken Accord Renown Unlocked
749,Titan Relics,"You may find Titan Relics from titan, dragon and primalist treasures to increase your standing with the Valdrakken Accord. Bring them to Sorotis on the outer edge of the Obsidian Enclave in Valdrakken.",Titan Relic Treasure Drops Unlocked
750,Dragon Cooking,You may acquire a tea set toy and six cosmetic dinner items from Erugosa in the Roasted Ram in Valdrakken.,Cooking Toy and Tool Appearances Unlocked
751,Crafter's Knowledge I,You will receive draconic crafter's knowledge from Dothenos in Valdrakken.,Profession Specialization Points Unlocked
753,Dragon Banners,You may acquire five dragon banner toys from Unatos within the Seat of the Aspects in Valdrakken.,Banner Toys Unlocked
754,Gardening Tools,You may acquire five cosmetic gardening tool weapon appearances from Gryrmpech in the Gardens of Unity outside Valdrakken.,Garden Tool Appearances Unlocked
755,Basic Dragonspawn Shoulders,You may acquire basic cosmetic shoulder armor appearances of the five flights from Armorsmith Terisk within the Obsidian Enclave in Valdrakken.,Shoulder Appearances Unlocked
756,"Torch, Tomes and Bottles",You may acquire various cosmetic weapon appearances themed after civilian items from Giera in the Artisan's Market of Valdrakken.,Weapon and Offhand Appearances Unlocked
757,Elaborate Dragon Shoulders,You may acquire elaborate cosmetic shoulder armor appearances from Armorsmith Terisk within the Obsidian Enclave in Valdrakken.,Shoulder Appearances Unlocked
758,Drakonid Helms,You may acquire five cosmetic drakonid-themed helm appearances from Armorsmith Terisk within the Obsidian Enclave in Valdrakken.,Helm Appearances Unlocked
759,Titan Weaponry,You may acquire cosmetic appearances of titan-themed weaponry from Sorotis on the outer edge of the Obsidian Enclave in Valdrakken.,Weapon Appearances Unlocked
760,Dragon Weaponry,You may acquire cosmetic dragon-themed weapon appearances from Weaponsmith Koref within the Obsidian Enclave in Valdrakken.,Weapon Appearances Unlocked
761,Valdrakken Accord Tabard,You may acquire a Valdrakken Accord tabard from Unatos within the Seat of the Aspects in Valdrakken.,Tabard Unlocked
762,Valdrakken Fashion,You may acquire cosmetic ensembles for Valdrakken civilian clothes from Giera in the Artisan's Market of Valdrakken.,Civilian Ensembles Unlocked
763,Part of the Accord,"You may show off your relationship with the Valdrakken Accord with the title ""Ally of Dragons"".",Title Unlocked
764,Drakewatcher Manuscripts I,"You may acquire four new Drakewatcher Manuscripts for your Cliffside Wylderdrake (Plated Brow, Split Head Horns, Spiked Cheek, Dark Skin Pattern) from Kaestrasz near the Cascades Edge in Valdrakken.",New Drakewatcher Manuscripts Unlocked
765,Drakewatcher Manuscripts II,"You may acquire six new Drakewatcher Manuscripts for your Cliffside Wylderdrake (Hook Horns, Scaled Pattern, Spear Tail, White Hair, Four-Horned Chin, Spiked Legs) from Kaestrasz near the Cascades Edge in Valdrakken.",New Drakewatcher Manuscripts Unlocked
766,Drakewatcher Manuscripts III,"You may acquire three new Drakewatcher Manuscripts to provide Bronze Scales to your Windborne Velocidrake, Renewed Proto-Drake, and/or Highland Drake from Kaestrasz near the Cascades Edge in Valdrakken.",New Drakewatcher Manuscripts Unlocked
767,Drakewatcher Manuscripts IV,"You may apply armor to your Dragon Isles drakes. Each color of armor must be unlocked separately. You may also acquire four new Drakewatcher Manuscripts to provide Silver and Purple Armor to your Windborne Velocidrake, Renewed Proto-Drake, Highland Drake, and/or Cliffside Wylderdrake from Kaestrasz near the Cascades Edge in Valdrakken.",New Drakewatcher Manuscripts Unlocked
770,Valdrakken Equipment I,You may acquire a useful combat belt (item level 376) from Provisioner Thom within the Obsidian Enclave in Valdrakken.,Belt Armor Unlocked
771,Valdrakken Equipment II,You may acquire useful combat helms (item level 389) from Provisioner Thom within the Obsidian Enclave in Valdrakken.,Helm Armor Unlocked
772,Siege on Dragonbane Keep,You may now help defeat the djaradin in the Siege on Dragonbane Keep world event in the Waking Shores.,Siege on Dragonbane Keep Event Unlocked
773,Aerial Challenges,You may now complete Dragonriding World Quests around the Dragon Isles. (Requires World Quests Unlocked),Dragonriding World Quests Unlocked
774,Bonus Supplies I,You gain a 25% chance to get additional Dragon Isles Supplies from Supply-Laden humanoids.,Extra Supplies Unlocked
775,Bonus Supplies II,"You gain an additional +25% chance to get additional Dragon Isles Supplies from Supply-Laden humanoids, for a total of +50%.",Extra Supplies Unlocked
779,Dragon Isles Supplies,Seek out Unatos in Valdrakken to receive a Valdrakken Accord Supply Pack.,Dragon Isles Supplies
780,Dragon Isles Supplies,Seek out Unatos in Valdrakken to receive a Valdrakken Accord Supply Pack.,Dragon Isles Supplies
781,Dragon Isles Supplies,Seek out Unatos in Valdrakken to receive a Valdrakken Accord Supply Pack.,Dragon Isles Supplies
785,Whelp Rescue,You may acquire the Crimson Proto-Whelp and Magic Nibbler battle pets from Groundskeeper Kama within the Emerald Enclave of Valdrakken.,Battle Pets Unlocked
786,Draconic Engineering I,You may acquire Schematic: Tinker: Grounded Circuitry from Dothenos in Valdrakken.,Engineering Recipe Unlocked
787,Tuskarr Jewelcrafting I,"You may acquire Design: Kalu'ak Figurine, Design: Sensei's Alexstraszite, Design: Keen Ysemerald, Design: Radiant Alexstraszite, and Design: Energized Ysemerald from Rokkutuk in Iskaara.",Jewelcrafting Recipes Unlocked
790,Expedition Enchanting I,You may acquire Formula: Enchant Cloak - Graceful Avoidance and Formula: Enchant Boots - Rider's Reassurance from Boss Magor at the Dragonscale Basecamp.,Enchanting Recipes Unlocked
791,Expedition Cooking,You may acquire Recipe: Salad on the Side from Boss Magor at the Dragonscale Basecamp.,Cooking Recipe Unlocked
792,Call of the Hunt I,Join the hunt alongside the Shikaar centaurs!,Centaur Hunts Unlocked
793,Centaur Armaments I,You may acquire twelve cosmetic helm appearances from Farrier Rondare in Maruukai.,Cosmetic Helm Appearances Unlocked
794,Centaur Enchanting,You may acquire Formula: Enchant Boots - Plainsrunner's Breeze and Formula: Enchant Chest - Sustained Strength from Quartermaster Huseng in Maruukai.,New Recipes Unlocked
795,Drakewatcher Manuscripts I,"You may acquire four new Drakewatcher Manuscripts for your Windborne Velocidrake (Horned Jaw, Yellow Horns, Feathered Neck, Ox Horns) from Quartermaster Huseng in Maruukai.",New Drakewatcher Manuscripts Unlocked
796,Replacement Hooves,"You may return to Radiya in the Ohn'iri Springs and help raise a thunder lizard to earn its loyalty (and eventually to use as a mount).|n|nYou must first complete the quest chain beginning with ""A Disgruntled Initiate"", acquired from Windsage Ordven in Maruukai.",Thunderspine Tramper Questline Unlocked
797,Hunting Efficiency I,You gain a 25% chance to get additional Dragon Isles Supplies from defeated beasts.,Extra Supplies Unlocked
798,Aylaag Windstones,You may acquire Aylaag Windstone Fragments from Quartermaster Huseng in Maruukai. These return you to the current location of the Aylaag camp.,Aylaag Windstone Fragments Unlocked
799,Friendly Farrier,You may acquire useful combat boots (item level 376) from Quartermaster Huseng in Maruukai.,Feet Armor Unlocked
803,Centaur Armaments II,You may acquire twelve cosmetic shoulder appearances of the Maruuk from Farrier Rondare in Maruukai.,Shoulder Appearances Unlocked
804,Centaur Alchemy I,You may acquire Recipe: Alacritous Alchemist Stone from Quartermaster Huseng in Maruukai.,Alchemy Recipe Unlocked
805,Draconic Enchanting,You may acquire Formula: Enchant Cloak - Homebound Speed and Formula: Enchant Boots - Watcher's Loam from Dothenos in Valdrakken.,Enchanting Recipes Unlocked
806,Draconic Alchemy,You may acquire Formula: Sustaining Alchemist Stone from Dothenos in Valdrakken.,Alchemy Recipe Unlocked
807,Draconic Blacksmithing I,You may acquire Plans: Obsidian Seared Claymore and Plans: Obsidian Seared Invoker from Dothenos in Valdrakken.,Blacksmithing Recipes Unlocked
808,Draconic Tailoring I,You may acquire Pattern: Azureweave Slippers and Pattern: Chronocloth Sash from Dothenos in Valdrakken.,Tailoring Recipes Unlocked
809,Draconic Blacksmithing II,"You may acquire Plans: Khaz'gorite Sickle, Plans: Khaz'gorite Needle Set, and Plans: Khaz'gorite Leatherworker's Toolset from Dothenos in Valdrakken.",Blacksmithing Recipes Unlocked
810,Draconic Engineering II,You may acquire Schematic: Khaz'gorite Delver's Helmet and Schematic: Lapidary's Khaz'gorite Clamps from Dothenos in Valdrakken.,Engineering Recipes Unlocked
811,Draconic Tailoring II,"You may acquire Pattern: Master's Wildercloth Gardening Hat, Pattern: Master's Wildercloth Enchanter's Hat, and Pattern: Master's Wildercloth Alchemist's Robe from Dothenos in Valdrakken.",Tailoring Recipes Unlocked
812,Draconic Tailoring III,You may acquire the Pattern: Chronocloth Reagent Bag from Dothenos in Valdrakken.,Tailoring Recipe Unlocked
813,Draconic Tailoring IV,You may acquire Pattern: Cushion of Time Travel from Dothenos in Valdrakken.,Tailoring Recipe Unlocked
814,Draconic Inscription I,You may acquire Technique: Cliffside Wylderdrake: Red Hair from Dothenos in Valdrakken.,Inscription Recipe Unlocked
815,Draconic Inscription II,You may acquire Technique: Contract: Valdrakken Accord from Dothenos in Valdrakken.,Inscription Recipe Unlocked
816,Draconic Inscription III,You may acquire Technique: Illusion Parchment: Whirling Breeze from Dothenos in Valdrakken.,Inscription Recipe Unlocked
817,Tuskarr Enchanting,You may acquire the Formula: Enchant Cloak - Regenerative Leech and Formula: Enchant Chest - Accelerated Agility from Rokkutuk in Iskaara.,Enchanting Recipes Unlocked
818,Tuskarr Jewelcrafting II,You may acquire Design: Idol of the Dreamer and Design: Idol of the Spell-Weaver from Rokkutuk in Iskaara.,Jewelcrafting Recipes Unlocked
819,Tuskarr Jewelcrafting III,You may acquire Design: Fine-Print Trifocals and Design: Resonant Focus from Rokkutuk in Iskaara.,Jewelcrafting Recipes Unlocked
820,Tuskarr Cooking,You may acquire Recipe: Impossibly Sharp Cutting Knife from Rokkutuk in Iskaara.,Cooking Recipe Unlocked
821,Dragonscale Expedition Cloaks,You may acquire cosmetic Dragonscale Expedition Cloaks from Pathfinder Jeb at the Dragonscale Basecamp.,Cloak Appearances Unlocked
822,Centaur Blacksmithing I,"You may acquire Plans: Obsidian Seared Halberd, Plans: Obsidian Seared Runeaxe, and Plans: Obsidian Seared Facesmasher from Quartermaster Huseng in Maruukai.",Blacksmithing Recipes Unlocked
823,Centaur Leatherworking I,You may acquire Pattern: Ancestor's Dew Drippers and Pattern: Allied Legguards of Sansok Khan from Quartermaster Huseng in Maruukai.,Leatherworking Recipes Unlocked
824,A Centaur's Companion,You may acquire a Hoofhelper battle pet from Quartermaster Huseng in Maruukai.,Hoofhelper Unlocked
825,Drakewatcher Manuscripts II,"You may acquire four new Drakewatcher Manuscripts for your Windborne Velocidrake (Spiked Tail, Long Snout, Hairy Head, Feathered Back) from Quartermaster Huseng in Maruukai.",New Drakewatcher Manuscripts Unlocked
826,Centaur Inscription I,You may acquire Technique: Windborne Velocidrake: Black Fur from Quartermaster Huseng in Maruukai.,Inscription Recipe Unlocked
827,Call of the Hunt III,"You may select a hunter's blessing while hunting alongside the Maruuk Centaurs, chosen at Trainer Frodrum in Maruukai.",Hunt Blessing Unlocked
828,Fishing Holes,You may find rare fish pools with unique activities in fishing holes around the Dragon Isles.,Fishing Holes Unlocked
829,Call of the Hunt IV,"Your hunting companion may gain your choice of a new ability, chosen at Trainer Frodrum in Maruukai.",Hunting Companion Ability Unlocked
830,Ohn'ahran Friendship,Gain access to the Maruuk's eagle mail network with the help of Quartermaster Huseng in Maruukai.,Mail Eagle Unlocked
831,Call of the Hunt V,You become stronger while hunting beside the Maruuk Centaurs.,Hunting Strength Enhanced
832,Centaur Armaments III,You may acquire cosmetic appearances of centaur weapons and shields from Weaponmaster Aloom in Maruukai.,Cosmetic Weapon Appearances Unlocked
834,Hunting Efficiency II,"You gain an additional +25% chance to get additional Dragon Isles Supplies from defeated beasts, for a total of +50%.",Extra Supplies Unlocked
835,Centaur Leatherworking II,"You may acquire Pattern: Expert Alchemist's Hat, Pattern: Flameproof Apron, Pattern: Masterwork Smock, and Pattern: Reinforced Pack from Quartermaster Huseng in Maruukai.",Leatherworking Recipes Unlocked
836,Centaur Blacksmithing II,You may acquire Plans: Khaz'gorite Leatherworker's Knife and Plans: Khaz'gorite Skinning Knife from Quartermaster Huseng in Maruukai.,Blacksmithing Recipes Unlocked
837,Drakewatcher Manuscripts III,"You may acquire two new Drakewatcher Manuscripts to provide Green Scales to your Renewed Proto-Drake, Highland Drake, and Cliffside Wylderdrake from Quartermaster Huseng in Maruukai.",New Drakewatcher Manuscripts Unlocked
838,Call of the Hunt VI,You become even stronger while hunting beside the Maruuk Centaurs.,Hunting Strength Enhanced
839,Call of the Hunt VII,You become yet stronger still while hunting beside the Maruuk Centaurs.,Hunting Strength Enhanced
840,Call of the Hunt VIII,You may acquire a Shikaar Hunting Horn from Quartermaster Huseng in Maruukai to use your Maruuk hunting abilities while adventuring in the outdoor Dragon Isles.,Hunting Strength Extended
841,The Wind's Recognition,You may bear a title fitting your alliance with the Maruuk centaurs after a visit with Khanam Matra Sarest in Maruukai.,New Title Unlocked
842,Pennants of the Maruuk,You may acquire pennants of several centaur clans from Farrier Rondare in Maruukai.,Centaur Pennants Unlocked
843,Centaur Inscription II,You may acquire Technique: Contract: Maruuk Centaur from Quartermaster Huseng in Maruukai.,Inscription Recipe Unlocked
844,Centaur Alchemy II,You may acquire Recipe: Exultant Incense from Quartermaster Huseng in Maruukai.,Alchemy Recipe Unlocked
845,Centaur Leatherworking III,You may acquire Pattern: Finished Prototype Explorer's Barding from Quartermaster Huseng in Maruukai.,Leatherworking Recipe Unlocked
846,Centaur Blacksmithing III,You may acquire Plans: Prototype Explorer's Barding Framework from Quartermaster Huseng in Maruukai.,Blacksmithing Recipe Unlocked
847,An Ally's Armor,You may acquire useful combat chest armor (item level 389) from Quartermaster Huseng in Maruukai.,Chest Armor Available
848,Expedition Supply Kit,You may seek out Pathfinder Jeb at the Dragonscale Basecamp to acquire your Expedition Supply Kit. This kit will assist you with Dragonscale Expedition activities.,Expedition Supply Kit Unlocked
849,War Ottuks,"You may acquire two armored ottuk mounts (Yellow War Ottuk, Brown War Ottuk) from Tatto in Iskaara.",Armored Ottuk Mounts Unlocked
850,Crafter's Knowledge II,You will receive additional draconic crafter's knowledge from Dothenos in Valdrakken.,Profession Specialization Points Unlocked
851,Crafter's Knowledge I,You will receive Iskaaran crafter's knowledge from Rokkutuk in Iskaara.,Profession Specialization Points Unlocked
852,Crafter's Knowledge II,You will receive additional Iskaaran crafter's knowledge from Rokkutuk in Iskaara.,Profession Specialization Points Unlocked
853,Crafter's Knowledge I,You will receive Dragonscale Expedition crafter's knowledge from Boss Magor at the Dragonscale Basecamp.,Profession Specialization Points Unlocked
854,Crafter's Knowledge II,You will receive additional Dragonscale Expedition crafter's knowledge from Boss Magor at the Dragonscale Basecamp.,Profession Specialization Points Unlocked
855,Taming the Dragon...kin,You may acquire the book How to Train a Dragonkin in Valdrakken from Kaestrasz. Reading it will allow a hunter to tame many types of dragonkin as pets.,Dragonkin Taming Book Unlock
856,Essence of Awakening,"You may acquire Essence of Awakening from Quartermaster Huseng in Maruukai, which allows you to see and interact with Maruuk ancestors.",Essence of Awakening Unlocked
857,Crafter's Knowledge I,You will receive Maruuk crafter's knowledge from Quartermaster Huseng in Maruukai.,Profession Specialization Points Unlocked
858,Crafter's Knowledge II,You will receive additional Maruuk crafter's knowledge from Quartermaster Huseng in Maruukai.,Profession Specialization Points Unlocked
869,A Heroic Reward,Speak to Unatos in Valdrakken to receive a Primal Infusion. This can be used as an optional reagent to increase a crafted item's level to 395 or higher.,Primal Infusion Available
870,A Heroic Reward,Speak to Murik in Iskaara to receive a Primal Infusion. This can be used as an optional reagent to increase a crafted item's level to 395 or higher.,Primal Infusion Available
871,A Heroic Reward,Speak to Cataloger Jakes in the Dragonscale Basecamp to receive a Primal Infusion. This can be used as an optional reagent to increase a crafted item's level to 395 or higher.,Primal Infusion Available
875,Dragon Isles Supplies,Seek out Cataloger Jakes in the Dragonscale Basecamp to receive a Small Dragonscale Expedition Supply Pack.,Dragon Isles Supplies
884,Dragon Isles Supplies,Seek out Cataloger Jakes in the Dragonscale Basecamp to receive a Dragonscale Expedition Supply Pack.,Dragon Isles Supplies
892,Dragon Isles Supplies,Seek out Unatos in Valdrakken to receive a Small Valdrakken Accord Supply Pack.,Dragon Isles Supplies
897,Dragon Isles Supplies,Seek out Unatos in Valdrakken to receive a Valdrakken Accord Supply Pack.,Dragon Isles Supplies
917,Dragon Isles Supplies,Seek out Murik in Iskaara to receive a Small Iskaaran Supply Pack.,Dragon Isles Supplies
934,A Heroic Reward,You will receive a Primal Infusion from the Maruuk for your service after a visit with Khanam Matra Sarest in Maruukai. This can be used as an optional reagent to increase a crafted item's level to 395 or higher.,Primal Infusion Available
968,Loamm Niffen,You have begun to gain renown with the Loamm Niffen.,Loamm Niffen Renown Unlocked
969,Ancient Waygate: The Forbidden Reach,"Complete the Forbidden Reach introductory campaign, and then seek out Thaelin Darkanvil at the Rubyscale Outpost up the hill from the Dragonscale Basecamp to pursue access to the Forbidden Reach's Ancient Waygate.",Additional Waygate Node Unlocked
970,Loamm Bartering,Seek out Newsy in Loamm to begin bartering. Speak to Ponzo in Loamm to trade.,Bartering Unlocked
971,Gold Bag,Speak to Mimuup in Loamm to receive a Bag of Gold. This can be used to increase an item's level up to 424.,Gold Bag Available
973,Hidden Treasures I,You may now sniff treasures hidden within Zaralek Cavern.,Hidden Treasures Unlocked
974,Drakewatcher Manuscripts I,"You may acquire three new Drakewatcher Manuscripts for your Winding Slitherdrake (Grand Chin Thorn, Large Finned Crest, Tan Horns) from Harlowe Marl in Loamm.",New Drakewatcher Manuscripts Unlocked
975,Niffen Diggin' Mitts,Speak to Newsy in Loamm to receive Niffen Diggin' Mitts. These can be used to dig your way back to Loamm from anywhere in Zaralek Cavern.,Niffen Diggin' Mitts Available
977,Snail Racing,You may participate in Snail Racing activities in Loamm.,Snail Racing Unlocked
979,Niffen Equipment I,You may acquire useful chest armor (item level 405) from Harlowe Marl in Loamm.,Chest Armor Unlocked
980,Myrrit Affinity,Myrrit will now help you find additional items while Sniffenseeking.,Myrrit Affinity Increased
982,Loamm Niffen Tabard,Speak to Mimuup in Loamm to receive the Loamm Niffen Tabard.,Tabard Unlocked
983,Sniffin' Salts,You may acquire Sniffin' Salts from Harlowe Marl in Loamm.,Sniffin' Salts Unlocked
984,Loamm Bartering Bettered,"You may now find Barter Boulders, which are more effective for bartering.",Loamm Bartering Bettered
985,Crafter's Knowledge,You may purchase crafting knowledge from Harlowe Marl in Loamm.,Niffen Crafting Knowledge Available
986,Drakewatcher Manuscripts II,"You may acquire three new Drakewatcher Manuscripts for your Winding Slitherdrake (Brown Hair, Curved Horns, Long Jaw Horns) from Harlowe Marl in Loamm.",New Drakewatcher Manuscripts Unlocked
987,Niffen Equipment II,You may acquire useful combat boots (item level 415) from Harlowe Marl in Loamm.,Feet Armor Unlocked
988,Meet the Beetles!,You may acquire Paulie and Rango battle pets from Harlowe Marl in Loamm.,Battle Pets Unlocked
989,Morsel Sniffer,You may acquire the Morsel Sniffer mount from Harlowe Marl in Loamm.,Mount Unlocked
991,Bartering Boulder Gift,Speak to Ponzo in Loamm to receive a very heavy gift.,Bartering Boulders Available
992,Black Dragon Cosmetics,You may acquire the Ornate Black Dragon Labwear Ensemble from Harlowe Marl in Loamm.,Black Dragon Appearances Unlocked
993,Drake Helms,Speak to Harlowe Marl in Loamm to unlock cosmetic helms for your dragonriding mounts.,Drake Helms Unlocked
995,Sniffin' with the Niffen,"You may show off your relationship with the Loamm Niffen with the title ""Smelly"".",Title Unlocked
996,Niffen Tools,You may acquire cosmetic niffen tools from Harlowe Marl in Loamm.,Niffen Tools Unlocked
997,A Heroic Reward,Speak to Mimuup in Loamm to receive an Enchanted Wyrm's Shadowflame Crest. This can be used as an optional reagent to increase a crafted item's level up to 437.,Enchanted Wyrm's Shadowflame Crest
998,Hidden Treasures II,You may now sniff bigger treasures hidden in Zaralek Cavern.,Hidden Treasures Upgraded
999,Drakewatcher Manuscripts IV,You may acquire a Drakewatcher Manuscript for your Highland Drake (Ornate Helm) from Harlowe Marl in Loamm.,New Drakewatcher Manuscript Unlocked
1000,Bartering Boulders,You may now purchase Bartering Boulders from Harlowe Marl in Loamm.,Bartering Boulders Purchaseable
1013,Drakewatcher Manuscripts III,"You may acquire three new Drakewatcher Manuscripts for your Winding Slitherdrake (Large Spiked Nose, Hairy Tail, Hairy Throat) from Harlowe Marl in Loamm.",New Drakewatcher Manuscripts Unlocked
1014,Standing With the Dream,You have begun to gain renown with the Dream Wardens.,Dream Wardens Renown Unlocked
1015,Small Dreamseeds,Speak to Sylvia Whisperbloom at the Wildling Garden to receive Small Dreamseeds. These can be used in the Emerald Bounty.,Small Dreamseeds Available
1016,Blooming Proficiency I,You may now have an additional Dreamfruit power during the Superbloom event.,Dreamfruit Capacity Increased
