ID,Description_lang,Title_lang,Reward_lang
14331,Defeat Oryphrion after activating and destroying all three Shattered Devastators in the Spires of Ascension on Mythic difficulty.,Goliath Offline,
14332,"Obtain 75 skill points in the ""Shadowlands"" category of cooking.",Shadowlands Cook,
14333,"Obtain 200 skill points in the ""Shadowlands"" category of fishing.",Shadowlands Fisherman,
14334,Complete the introduction to Shadowlands.,Into the Maw,
14335,Earn Exalted status with the Ascended.,The Ascended,
14336,Earn Exalted status with the Undying Army.,Undying Army,
14337,Earn Exalted status with the Wild Hunt.,The Wild Hunt,
14338,Earn Exalted status with the Court of Harvesters.,Court of Harvesters,
14339,Find all of the lost anima crystal shards in Bastion.,Shard Labor,
14340,Defeat a boss in the Path of Ascension.,The Path Towards Ascension 1,Character Unlock: Additional challenges within Path of Ascension
14342,Defeat three bosses in the Path of Ascension.,The Path Towards Ascension 3,Character Unlock: Additional challenges within Path of Ascension
14343,Defeat five bosses in the Path of Ascension.,The Path Towards Ascension 5,Character Unlock: Additional challenges within Path of Ascension
14344,Defeat seven bosses in the Path of Ascension.,The Path Towards Ascension 7,Character Unlock: Additional challenges within Path of Ascension
14345,Defeat 12 bosses in the Path of Ascension.,The Path Towards Ascension 12,Character Unlock: Additional challenges within Path of Ascension
14346,Defeat 16 bosses in the Path of Ascension.,The Path Towards Ascension 16,Character Unlock: Additional challenges within Path of Ascension
14347,Defeat Globgrog after feeding him a three course meal in Plaguefall on Mythic difficulty.,Full Gores Meal,
14348,Defeat 20 bosses in the Path of Ascension.,The Path Towards Ascension 20,Character Unlock: Additional challenges within Path of Ascension
14349,Defeat 24 bosses in the Path of Ascension.,The Path Towards Ascension 24,Character Unlock: Additional challenges within Path of Ascension
14351,Defeat 39 bosses in the Path of Ascension.,The Path Towards Ascension 39,Character Unlock: Additional challenges within Path of Ascension
14352,Defeat Lord Chamberlain with 3 Sinstone Statues in corners of the room in the Halls of Atonement on Mythic difficulty.,Nobody Puts Denathrius in a Corner,
14353,Participate in the following plays at the Star Lake Amphitheater:,Ardenweald's a Stage,
14354,"Defeat Hakkar, the Manastorms, Dealer Xy'exa, and Mueh'zala while at least one party member is afflicted with Corrupted Blood within a single visit to in De Other Side on Mythic difficulty.",Highly Communicable,
14355,Complete the Castle Nathria raid achievements listed below.,Glory of the Nathria Raider,Mount: Rampart Screecher
14356,Defeat Shriekwing in Castle Nathria on Mythic difficulty.,Mythic: Shriekwing,
14357,Defeat Huntsman Altimor in Castle Nathria on Mythic difficulty.,Mythic: Huntsman Altimor,
14358,Defeat the Hungering Destroyer in Castle Nathria on Mythic difficulty.,Mythic: Hungering Destroyer,
14359,Defeat Artificer Xy'mox in Castle Nathria on Mythic difficulty.,Mythic: Artificer Xy'mox,
14360,Defeat Sun King's Salvation in Castle Nathria on Mythic difficulty.,Mythic: Sun King's Salvation,
14361,Defeat Lady Inerva Darkvein in Castle Nathria on Mythic difficulty.,Mythic: Lady Inerva Darkvein,
14362,Defeat The Council of Blood in Castle Nathria on Mythic difficulty.,Mythic: The Council of Blood,
14363,Defeat Sludgefist in Castle Nathria on Mythic difficulty.,Mythic: Sludgefist,
14364,Defeat the Stone Legion Generals in Castle Nathria on Mythic difficulty.,Mythic: Stone Legion Generals,
14365,Defeat Sire Denathrius in Castle Nathria on Mythic difficulty.,Mythic: Sire Denathrius,Title: Sinbreaker
14366,Defeat Nalthor the Rimebinder in The Necrotic Wake.,The Necrotic Wake,
14367,Defeat Nalthor the Rimebinder in The Necrotic Wake on Heroic difficulty or higher.,Heroic: The Necrotic Wake,
14368,Defeat Nalthor the Rimebinder in The Necrotic Wake on Mythic or Mythic Keystone difficulty.,Mythic: The Necrotic Wake,
14369,Defeat Margrave Stradama in Plaguefall.,Plaguefall,
14370,Defeat Lord Chamberlain in the Halls of Atonement.,Halls of Atonement,
14371,Defeat Tred'ova in Mists of Tirna Scithe.,Mists of Tirna Scithe,
14372,"Defeat Mordretha, the Endless Empress in Theater of Pain.",Theater of Pain,
14373,Defeat Mueh'zala in De Other Side.,De Other Side,
14374,Cause Millhouse and Millificent to strike each other with each Shadowfury and Echo Finger Laser X-treme cast and defeat the Manastorms in De Other Side on Mythic difficulty.,Couple's Therapy,
14375,Defeat Tred'ova after defeating an Enlightened Spinemaw Gorger in the Mists of Tirna Scithe on Mythic difficulty.,Hunger for Knowledge,
14376,Defeat the Hungering Destroyer after draining all of the large anima canisters with Volatile Ejection in Castle Nathria on Normal difficulty or higher.,Feed the Beast,
14377,,<Hidden> 9.0 Prologue - Dailies Unlocked [DNT],
14379,Defeat Mueh'zala in De Other Side on Mythic difficulty while in a guild group.,Mythic: De Other Side Guild Run,
14380,Defeat the Lord Chamberlain in the Halls of Atonement on Mythic difficulty while in a guild group.,Mythic: Halls of Atonement Guild Run,
14381,Defeat Nalthor the Rimebinder in the Necrotic Wake on Mythic difficulty while in a guild group.,Mythic: The Necrotic Wake Guild Run,
14382,Defeat Tred'ova in the Mists of Tirna Scithe on Mythic difficulty while in a guild group.,Mythic: Mists of Tirna Scithe Guild Run,
14383,Defeat Margrave Stradama in Plaguefall on Mythic difficulty while in a guild group.,Mythic: Plaguefall Guild Run,
14384,"Defeat Devos, Paragon of Doubt, in the Spires of Ascension on Mythic difficulty while in a guild group.",Mythic: Spires of Ascension Guild Run,
14385,"Defeat Mordretha, the Endless Empress, in the Theater of Pain on Mythic difficulty while in a guild group.",Mythic: Theater of Pain Guild Run,
14387,,Muah'zala kills (Normal De Other Side),
14388,,Muah'zala kills (Heroic De Other Side),
14389,,Muah'zala kills (Mythic De Other Side),
14390,,Lord Chamberlain kills (Normal Halls of Atonement),
14391,,Lord Chamberlain kills (Heroic Halls of Atonement),
14392,,Lord Chamberlain kills (Mythic Halls of Atonement),
14393,,Tred'ova kills (Normal Mists of Tirna Scithe),
14394,,Tred'ova kills (Heroic Mists of Tirna Scithe),
14395,,Tred'ova kills (Mythic Mists of Tirna Scithe),
14396,,Margrave Stradama kills (Normal Plaguefall),
14397,,Margrave Stradama kills (Heroic Plaguefall),
14398,,Margrave Stradama kills (Mythic Plaguefall),
14399,,Devos kills (Normal Spires of Ascension),
14400,,Devos kills (Heroic Spires of Ascension),
14401,,Devos kills (Mythic Spires of Ascension),
14402,,Nalthor the Rimebinder kills (Normal The Necrotic Wake),
14403,,Nalthor the Rimebinder kills (Heroic The Necrotic Wake),
14404,,Nalthor the Rimebinder kills (Mythic The Necrotic Wake),
14405,,Mordretha kills (Normal Theater of Pain),
14406,,Mordretha kills (Heroic Theater of Pain),
14407,,Mordretha kills (Mythic Theater of Pain),
14408,Defeat Mueh'zala in De Other Side on Heroic difficulty or higher.,Heroic: De Other Side,
14409,Defeat Mueh'zala in De Other Side on Mythic or Mythic Keystone difficulty.,Mythic: De Other Side,
14410,Defeat the Lord Chamberlain in the Halls of Atonement on Heroic difficulty or higher.,Heroic: Halls of Atonement,
14411,Defeat the Lord Chamberlain in the Halls of Atonement on Mythic or Mythic Keystone difficulty.,Mythic: Halls of Atonement,
14412,Defeat Tred'ova in Mists of Tirna Scithe on Heroic difficulty or higher.,Heroic: Mists of Tirna Scithe,
14413,Defeat Tred'ova in Mists of Tirna Scithe on Mythic or Mythic Keystone difficulty.,Mythic: Mists of Tirna Scithe,
14414,Defeat Margrave Stradama in Plaguefall on Heroic difficulty or higher.,Heroic: Plaguefall,
14415,Defeat Margrave Stradama in Plaguefall on Mythic or Mythic Keystone difficulty.,Mythic: Plaguefall,
14416,"Defeat Mordretha, the Endless Empress in Theater of Pain on Heroic difficutly or higher.",Heroic: Theater of Pain,
14417,"Defeat Mordretha, the Endless Empress in Theater of Pain on Mythic or Mythic Keystone difficulty.",Mythic: Theater of Pain,
14418,Complete the Shadowlands Heroic dungeon achievements listed below.,Shadowlands Dungeon Hero,
14419,,Shriekwing Kills (Normal Castle Nathria),
14420,,Shriekwing Kills (Heroic Castle Nathria),
14421,,Shriekwing Kills (Mythic Castle Nathria),
14422,,Shriekwing Kills (Raid Finder Castle Nathria),
14423,,Huntsman Altimor Kills (Normal Castle Nathria),
14424,,Huntsman Altimor Kills (Heroic Castle Nathria),
14425,,Huntsman Altimor Kills (Mythic Castle Nathria),
14426,,Huntsman Altimor Kills (Raid Finder Castle Nathria),
14427,,Hungering Destroyer Kills (Normal Castle Nathria),
14428,,Hungering Destroyer Kills (Heroic Castle Nathria),
14429,,Hungering Destroyer Kills (Mythic Castle Nathria),
14430,,Hungering Destroyer Kills (Raid Finder Castle Nathria),
14431,,Artificer Xy'mox Kills (Normal Castle Nathria),
14432,,Artificer Xy'mox Kills (Heroic Castle Nathria),
14433,,Artificer Xy'mox Kills (Mythic Castle Nathria),
14434,,Artificer Xy'mox Kills (Raid Finder Castle Nathria),
14435,,Sun King's Salvation Kills (Normal Castle Nathria),
14436,,Sun King's Salvation Kills (Heroic Castle Nathria),
14437,,Sun King's Salvation Kills (Mythic Castle Nathria),
14438,,Sun King's Salvation Kills (Raid Finder Castle Nathria),
14439,,Lady Inerva Darkvein Kills (Normal Castle Nathria),
14440,,Lady Inerva Darkvein Kills (Heroic Castle Nathria),
14441,,Lady Inerva Darkvein Kills (Mythic Castle Nathria),
14442,,Lady Inerva Darkvein Kills (Raid Finder Castle Nathria),
14443,,The Council of Blood Kills (Normal Castle Nathria),
14444,,The Council of Blood Kills (Heroic Castle Nathria),
14445,,The Council of Blood Kills (Mythic Castle Nathria),
14446,,The Council of Blood Kills (Raid Finder Castle Nathria),
14447,,Sludgefist Kills (Normal Castle Nathria),
14448,,Sludgefist Kills (Heroic Castle Nathria),
14449,,Sludgefist Kills (Mythic Castle Nathria),
14450,,Sludgefist Kills (Raid Finder Castle Nathria),
14451,,Stone Legion Generals Kills (Normal Castle Nathria),
14452,,Stone Legion Generals Kills (Heroic Castle Nathria),
14453,,Stone Legion Generals Kills (Mythic Castle Nathria),
14454,,Stone Legion Generals Kills (Raid Finder Castle Nathria),
14455,,Sire Denathrius Kills (Normal Castle Nathria),
14456,,Sire Denathrius Kills (Heroic Castle Nathria),
14457,,Sire Denathrius Kills (Mythic Castle Nathria),
14458,,Sire Denathrius Kills (Raid Finder Castle Nathria),
14459,Defeat the following bosses in Castle Nathria on Normal difficulty or higher while in a guild group.,Castle Nathria Guild Run,
14460,"Defeat Sire Denathrius in Castle Nathria on Heroic difficulty or higher, before the release of the next raid tier.",Ahead of the Curve: Sire Denathrius,
14461,"Defeat Sire Denathrius in Castle Nathria on Mythic difficulty, before the release of the next raid tier.",Cutting Edge: Sire Denathrius,
14463,"Successfully complete the first Layer of Skoldus Hall in Torghast, Tower of the Damned.",Skoldus Hall,
14468,"Complete Layer 1 of Twisting Corridors in Torghast, Tower of the Damned.",Twisting Corridors: Layer 1,
14469,"Complete Layer 2 of Twisting Corridors in Torghast, Tower of the Damned.",Twisting Corridors: Layer 2,Pet: Death Seeker
14470,"Complete Layer 3 of Twisting Corridors in Torghast, Tower of the Damned.",Twisting Corridors: Layer 3,
14471,"Complete Layer 4 of Twisting Corridors in Torghast, Tower of the Damned.",Twisting Corridors: Layer 4,Toy: Helm of the Dominated
14472,"Complete Layer 5 of Twisting Corridors in Torghast, Tower of the Damned.",Twisting Corridors: Layer 5,
14473,"Successfully complete the first Layer of Fracture Chambers in Torghast, Tower of the Damned.",Fracture Chambers,
14478,"Successfully complete the first Layer of The Soulforges in Torghast, Tower of the Damned.",The Soulforges,
14483,"Successfully complete the first Layer of Coldheart Interstitia in Torghast, Tower of the Damned.",Coldheart Interstitia,
14488,"Successfully complete the first Layer of Mort'regar in Torghast, Tower of the Damned.",Mort'regar,
14493,"Successfully complete the first Layer of The Upper Reaches in Torghast, Tower of the Damned.",The Upper Reaches,
14498,Defeat the following bosses in Torghast.,Gatekeepers of Torghast,
14499,Collect 2500 Phantasma.,Phanciful,
14500,Collect 25000 Phantasma.,Phantastic,
14501,Collect 250000 Phantasma.,Phanatical,
14502,Overcome the first eight Trials of Loyalty.,Pursuing Loyalty,
14503,Defeat Ingra Maloch after defeating an Overgrown Hydra in the Mists of Tirna Scithe on Mythic difficulty.,Hooked On Hydroponics,
14504,"Defeat Niya, As Xavius at the Star Lake Amphitheater in Ardenweald.","Niya, As Xavius",
14505,"Defeat Senthii, As Gul'dan at the Star Lake Amphitheater in Ardenweald.","Senthii, As Gul'dan",
14506,"Defeat Glimmerdust, As Kil'jaeden at the Star Lake Amphitheater in Ardenweald.","Glimmerdust, As Kil'jaeden",
14507,"Defeat Mi'kai, As Argus at the Star Lake Amphitheater in Ardenweald.","Mi'kai, As Argus",
14508,"Defeat Glimmerdust, As Jaina at the Star Lake Amphitheater in Ardenweald.","Glimmerdust, As Jaina",
14509,"Defeat Astra, As Azshara at the Star Lake Amphitheater in Ardenweald.","Astra, As Azshara",
14510,"Defeat Dreamweaver, As N'Zoth at the Star Lake Amphitheater in Ardenweald.","Dreamweaver, As N'Zoth",
14511,Earn 1000 honor in Ardenweald while in War Mode.,Tour of Duty: Ardenweald,
14512,Earn 1000 honor in Revendreth while in War Mode.,Tour of Duty: Revendreth,
14513,Earn 1000 honor in Maldraxxus while in War Mode.,Tour of Duty: Maldraxxus,
14514,Earn 1000 honor in Bastion while in War Mode.,Tour of Duty: Bastion,
14515,Complete the World PVP World Quests in Shadowlands below.,Zo'Sorg's Bidding,
14516,Complete each of the following World PVP World Quests 20 times in Shadowlands below.,Impressing Zo'Sorg,
14519,Kill 20 Enemy Players who follow each of the following Covenants.,Covenant Combat,
14521,Shared Achievement for unlocking Torghast. Hidden.,Torghast: Into Torghast,
14522,,9.0 Shadowlands - Expansion Quest Launch - Intro - TSH - DEPRECATED 10.0.2 [DNT],
14523,"Defeat Huntsman Altimor after walking Margore, Bargast, and Hecutis to the corners of The Kennels in Castle Nathria on Normal difficulty or higher.",Taking Care of Business,
14524,Defeat Lady Inerva Darkvein after defeating the Dark Animus in Castle Nathria on Normal difficulty or higher.,I Don't Know What I Expected,
14525,Defeat the Stone Legion Generals while all players are carrying a Bouquet of Blooming Sanguine Roses in Castle Nathria on Normal difficulty or higher.,"Feed Me, Seymour!",
14527,Empyrean Domain matches,Empyrean Domain matches,
14528,Empyrean Domain victories,Empyrean Domain victories,
14531,"Complete all Shadowlands Season One dungeons at Mythic Level 10 or higher, within the time limit.",Shadowlands Keystone Conqueror: Season One,Title: The Proud
14532,"Complete all Shadowlands Season One dungeons at Mythic Level 15 or higher, within the time limit.",Shadowlands Keystone Master: Season One,Mount: Sintouched Deathwalker
14533,"Defeat Mordretha, the Endless Empress, after performing a /challenge and defeating 2 Ghostly Contenders in the Theater of Pain on Mythic difficulty.",Royal Rumble,
14555,,Vicious Saddle (31),
14557,,Vicious Saddle (32),
14558,,Vicious Saddle (33),
14559,,Vicious Saddle (34),
14560,,Vicious Saddle (35),
14561,,Vicious Saddle (31),
14563,,Vicious Saddle (32),
14564,,Vicious Saddle (33),
14565,,Vicious Saddle (34),
14566,,Vicious Saddle (35),
14567,Defeat Halkias after he reabsorbs all three Shards of Halkias in the Halls of Atonement on Mythic difficulty.,Picking Up the Pieces,
14568,"Complete Layer 6 of Twisting Corridors in Torghast, Tower of the Damned.",Twisting Corridors: Layer 6,Title: Spirestalker
14569,"Complete Layer 7 of Twisting Corridors in Torghast, Tower of the Damned.",Twisting Corridors: Layer 7,
14570,"Complete Layer 8 of Twisting Corridors in Torghast, Tower of the Damned.",Twisting Corridors: Layer 8,Mount: Corridor Creeper
14596,Complete Layer 1 of any run. Hidden.,Torghast: Tracking - Completed Layer 1,
14597,Complete Layer 2 of any run. Hidden.,Torghast: Tracking - Completed Layer 2,
14598,Complete Layer 3 of any run. Hidden.,Torghast: Tracking - Completed Layer 3,
14599,Complete Layer 4 of any run. Hidden.,Torghast: Tracking - Completed Layer 4,
14600,Complete Layer 5 of any run. Hidden.,Torghast: Tracking - Completed Layer 5,
14601,Complete Layer 6 of any run. Hidden.,Torghast: Tracking - Completed Layer 6,
14602,Complete Layer 7 of any run. Hidden.,Torghast: Tracking - Completed Layer 7,
14603,Complete Layer 8 of any run. Hidden.,Torghast: Tracking - Completed Layer 8,
14606,Defeat Dealer Xy'exa after collecting all 5 orbs floating above her in De Other Side on Mythic Difficulty.,Thinking with...,
14607,Defeat Gorechop after tenderizing 2 hunks of meat with Tenderizing Smash in the Theater of Pain on Mythic difficulty.,Fresh Meat!,
14608,Redeem Kael'thas after lighting all four of the room's braziers in Castle Nathria on Normal difficulty or higher.,Burning Bright,
14609,,"<Hidden> Shadowlands Alt - Hit Max Level, Covenant Breadcrumb",
14610,Defeat Sire Denathrius after removing Burden of Sin from all players before March of the Penitent is cast in Castle Nathria on Normal difficulty or higher.,Clear Conscience,
14611,,Sinful Combatant,
14612,,Sinful Combatant,
14613,,<Hidden> Chromie Time - Hit 59 While In Chromie Time,
14614,Collect an armor set from Castle Nathria.,Castle Vain,
14615,,<Hidden> Chromie Time - Hit 60 While In Chromie Time,
14617,"Defeat Artificer Xy'mox after returning loose Maldraxxus, Ardenweald, and Maw Anima to their display cases in Castle Nathria on Normal difficulty or higher.",Private Stock,
14618,Earn 5000 Conquest during Shadowlands Season 1.,Forged through Conquest: Shadowlands Season 1,
14619,Defeat the Council of Blood after throwing four bottles of wine in Castle Nathria on Normal difficulty or higher.,Pour Decision Making,
14625,Complete 14 Pet Battle World Quests throughout the Shadowlands with a full team of level 25 pets.,Battle in the Shadowlands,Pet: Mawsworn Pet Leash
14626,Obtain Sorrowbane from the Theater of Pain.,Harvester of Sorrow,
14627,Pledge your allegiance to one of the covenants in the Shadowlands.,Choosing Your Purpose,
14628,Reach Renown level 10.,The Road to Renown,
14629,Reach Renown level 20.,Gaining Respect,
14630,Reach Renown level 30.,Becoming a Hero,
14631,Reach Renown level 40.,Champion of the Covenant,
14632,Unlock Rank III of your Anima Conductor,Conducting Anima,
14633,Unlock Rank III of your Sanctum's Travel Network.,Master Navigator,
14634,Find and pet all of the kittens in Maldraxxus.,Nine Afterlives,Toy: Jiggles's Favorite Toy
14636,Unlock Rank III of your Sanctum's Adventures Command Table.,Adventurer in Chief,
14637,Unlock Rank V of your Sanctum's Special Feature,Your Covenant's Flavor,
14638,Unlock all of the locations connected to your Anima Conductor.,The Anima Must Flow,
14639,Use your Anima Conductor 50 times.,Dedication to the Restoration,
14649,Among the first one hundred Alliance guilds worldwide to defeat Sire Denathrius on Mythic difficulty.,Hall of Fame: Sire Denathrius (Alliance),Title: Famed Slayer of Denathrius
14650,Among the first one hundred Horde guilds worldwide to defeat Sire Denathrius on Mythic difficulty.,Hall of Fame: Sire Denathrius (Horde),Title: Famed Slayer of Denathrius
14652,Defeat Sire Denathrius in Castle Nathria on Mythic Difficutly while in a guild group.,Mythic: Sire Denathrius Guild Run,
14653,Used to control availability of the Dolphin druid form customization choice.,<Hidden> (Druid) Unlocked Dolphin Form [DNT],
14654,Used to control availability of the Orca druid form customization choice.,<Hidden> (Druid) Unlocked Orca Form [DNT],
14655,Used to control availability of the Tideskipper druid form customization choice.,<Hidden> (Druid) Unlocked Tideskipper Form [DNT],
14656,Earn Appreciated reputation with Ve'nari in The Maw.,Trading Partners,
14658,Rescue 200 Souls from The Maw.,Soulkeeper's Burden,
14659,Complete 5 of the following special encounters in The Maw.,Handling His Henchmen,
14660,Complete all of the following special encounters in The Maw.,It's About Sending a Message,
14662,Participated in the realm-first completion of a Level 15 or higher Shadowlands Mythic dungeon within the time limit.,Realm First! Shadowlands Keystone Master,
14663,"Explore The Maw, revealing the covered areas of the world map.",Explore The Maw,
14664,Used to control availability of the Cheetah druid travel form customization choice.,<Hidden> (Druid) Unlocked Cheetah Form [DNT],
14665,Used to control availability of the Doe druid travel form customization choice.,<Hidden> (Druid) Unlocked Doe Form [DNT],
14666,Used to control availability of the Sentinel druid flight form customization choice.,<Hidden> (Druid) Unlocked Sentinel Form [DNT],
14667,Used to control availability of the Humble Flyer druid flight form customization choice.,<Hidden> (Druid) Unlocked Humble Flyer Form [DNT],
14670,Incubate one of each type of spirit in the Queen's Conservatory.,That's the Spirit,
14671,"Successfully accuse and expose 8 boggarts in a row during the World Quest ""Tough Crowd"" in under 20 minutes without guessing incorrectly.",Something's Not Quite Right....,
14672,"Obtain each of the artisan's gifts from the world quest ""We'll Workshop It.""","A Bit of This, A Bit of That",
14675,Incubate one of each type of greater spirit in the Queen's Conservatory.,Spirit Talker,
14676,Incubate one of each type of divine spirit in the Queen's Conservatory.,Divine Spirit Savior,
14677,Complete each of Falir's spirit observation quests in the Queen's Conservatory.,Spiritual Observations,
14678,Unlock the following favors for your Ember Court.,Court Favors,
14679,Unlock the following upgrades for your Ember Court.,Party Palace,
14680,Unlock the following amenities for your Ember Court.,Something for Everyone,
14681,Train your Ember Court dredger in the following arts of butlery.,Dredger Academy,
14682,Complete the Ember Court achievements listed below.,The Party Herald,Title: The Party Herald
14683,Unlock the following cosmetic options for your Ember Court dredger.,Dredger Style,
14684,Complete all of the following Abominable Stitching Quests,Abominable Lives,
14685,Earn the rank of Combatant during Shadowlands Season 1.,Combatant: Shadowlands Season 1,Seasonal Character Title: Combatant
14686,Earn the rank of Challenger during Shadowlands Season 1.,Challenger: Shadowlands Season 1,Seasonal Character Title: Challenger
14687,Earn the rank of Rival during Shadowlands Season 1.,Rival: Shadowlands Season 1,Seasonal Character Title: Rival
14688,Earn the rank of Duelist during Shadowlands Season 1.,Duelist: Shadowlands Season 1,Seasonal Character Title: Duelist
14689,Win 50 3v3 games while at Elite rank during Shadowlands Season 1.,Gladiator: Shadowlands Season 1,Reward: Gladiator Mount & Seasonal Character Title
14690,End Shadowlands PvP Season 1 in the top 0.1% of the 3v3 arena ladder (requires 150 games won on your current faction in Shadowlands Season 1).,Sinful Gladiator: Shadowlands Season 1,Character Title: Sinful Gladiator
14691,Earn the rank of Elite during Shadowlands Season 1.,Elite: Shadowlands Season 1,Seasonal Character Title: the Elite
14692,End Shadowlands Season 1 in the top 0.5% of the rated battleground ladder (requires 50 games won on your current faction in Shadowlands Season 1).,Hero of the Alliance: Sinful,
14693,End Shadowlands Season 1 in the top 0.5% of the rated battleground ladder (requires 50 games won on your current faction in Shadowlands Season 1).,Hero of the Horde: Sinful,
14715,Defeat the following bosses on any difficulty.,Castle Nathria,
14717,Defeat the following bosses on Heroic difficulty.,Heroic: Castle Nathria,
14718,Defeat the following bosses on Mythic difficulty.,Mythic: Castle Nathria,
14720,Defeat the following bosses in Castle Nathria on Heroic difficulty while in a guild group.,Heroic: Castle Nathria Guild Run,
14721,Defeat all seven creations from the Pool of Mixed Monstrosities.,It's In The Mix,Toy: Smelly Jelly
14723,Host the following guests at your Ember Court.,Be Our Guest,
14724,Help the following guests reach the Elated mood level at your Ember Court.,People Pleaser,
14725,Host an Ember Court with four Elated guests.,We Happy Few,
14726,Host Ember Courts with the following attributes at high levels.,It's Certainly Never Boring,
14727,Complete 10 Events during a single Ember Court.,Master of Ceremonies,
14728,"Draenor is home to many familiar, but different critters, who have been waiting to get some /love.",To All the Squirrels Through Time and Space,
14729,The critters of the Broken Shore need /love.,To All the Squirrels I Love Despite Their Scars,
14730,The critters of Kul Tiras and Zandalar are worthy of /love as well.,To All the Squirrels I Set Sail to See,
14731,"The critters of the Shadowlands have been loved, but need more /love.",To All the Squirrels I've Loved and Lost,
14733,Survive Sundancer's wrath and earn the right to challenge him to a trial by combat.,In the Hot Seat,
14734,Ring all five temple vespers within Bastion to summon the Ascended Council.,Rallying Cry of the Ascended,
14735,Complete all of the Flight School World Quests in Bastion listed below.,Flight School Graduate,
14737,Read the tales recounted in the Things Remembered World Quest by each of the following characters:,What Bastion Remembered,
14738,Complete all four Hunt types in The Maw.,Hunting Party,
14741,"Complete the Paragon's Challenge during the Bastion World Quest ""Flight School: Flapping Frenzy.""",Aerial Ace,
14742,Kill 100 Assassins sent to kill you via the Eye of the Jailer in The Maw.,Who Sent You?,
14743,Kill 5 Rare or Rare Elite enemies in The Maw.,Deadly Serious,
14744,Kill all of the Rare or Rare Elite bosses in The Maw.,Better to Be Lucky Than Dead,
14745,Steal 50 Shadehounds from Mawsworn Outriders in The Maw.,Grand Theft Shadehound,
14746,Gain access to Perdition Hold in The Maw.,Prepare for Trouble!,
14747,Gain access to The Beastwarrens in The Maw.,Make it Double!,
14748,Create 25 of these Fashion Accessories with Abominable Stitching.,Wardrobe Makeover,
14749,Help Rendle find the following hats to wear to the Ember Court.,Rendle's Big Day,
14750,Complete the Death Rising storyline leading up to the events of Shadowlands.,Death Rising,
14751,Build each of the following constructs with Abominable Stitching.,The Gang's All Here,Mount: Chosen Tauralus Mount
14752,Complete the Abominable Stitching achievements listed below.,Things To Do When You're Dead,Reward: Abominable Title & Armored Chosen Tauralus Mount
14753,"Contribute 100 Anima-Bound Wraps to Summoner Gerard to help summon Visectus, Specter Of War.",It's a Wrap,
14754,Help the Runecarver free himself from one of his bonds.,The Forgotten One,
14755,Craft a legendary piece of equipment with the Runecarver.,Legendary Accord,
14758,Complete 100 different World Quests in the Shadowlands.,The World Beyond,
14759,Return another memory to the Runecarver.,It's Coming Back to Me...,
14760,Return 10 memories to the Runecarver.,Recollection Collection,
14761,Collect all of the Maw Lore items in The Maw.,Deciphering Death's Intentions,
14762,"Complete the Paragon's Challenge during the Bastion World Quest ""Flight School: Up and Away!""",Breaking the Stratus Fear,
14763,Collect every customization for the Necrotic Acolyte disguise in Maldraxxus.,Crypt Couture,Reward: Plague Doctor's Mask
14764,"With Chordy's help, obtain the great Luckydo.",The Great Luckydo,
14765,"Win ""It's Race Day in the Ramparts!"" World Quest 10 times.",Ramparts Racer,
14766,"Master the art of Parasoling by completing the World Quest ""Parasol Peril"" 10 times.",Parasoling,Toy: Weathered Purple Parasol
14767,Be affected by all of the Purified Blessings in Bastion listed below.,Count Your Blessings,
14768,Be affected by each of the Hymns in Bastion's temples listed below.,What is that Melody?,
14769,Use infused rubies to animate each Dredbat Statue in Revendreth.,Bat!,
14770,Rent Castle Sinrunners to give you a ride to each of the following locations in Revendreth.,What We Ride in the Shadows,
14771,Ride each of the following carriages in Revendreth.,The Afterlife Express,
14772,"Finish the world quest ""Secret Service"" without losing your disguise.",Caught in a Bat Romance,
14773,Use the Bloating Fodder Anima Power to explode 100 Mawrats in Torghast.,Explosive Extermination,
14774,Try each of Ardenweald's delicious delicacies.,Ardenweald Gourmand,
14775,Earn Exalted status with Marasmius.,Mush Appreciated,Title: Fun Guy / Fun Gal
14776,Complete any Torghast Cell block with 1000 unspent Phantasma.,For the Hoarder!,
14777,Upgrade all of your Covenant Sanctum features.,Restoration Expert,
14778,Obtain the following Anima Powers by using a Ravenous Anima Cell:,Extremely Ravenous,
14779,Slay the following Ardenweald beasts:,Wild Hunting,
14780,Complete all of Ohm's meditation quests in the Queen's Conservatory and become one with your inner calm.,Meditation Master,
14782,Reach level 50.,Level 50,
14783,Reach level 60.,Level 60,
14784,Total deaths in raids,Total deaths in raids,
14785,,Total deaths in PvP arenas,
14786,,Total deaths in PvP battlegrounds,
14787,,Total deaths in dungeons,
14788,Return the following lost books in Ardenweald.,Fractured Faerie Tales,
14789,Complete Lia's storyline to restore all of the animal spirits to the Queen's Conservatory.,All Spirits Great and Small,
14790,Complete your Covenant campaign.,Covenant Campaign,
14791,"Toss a Faintly Glowing Seed at Gwynceirw, The Winter Wolf, during or after combat with the mire boggart.",Toss a Seed to Your Hunter...,
14795,Return 15 memories to the Runecarver.,Clearing the Fog,
14796,"Equip a Superior or better item, with a minimum item level of 158, in every slot during Shadowlands.",Superior (Shadowlands),
14797,"Equip an Epic or better item, with a minimum item level of 183, in every slot during Shadowlands.",Epic (Shadowlands),
14798,Complete the optional Revendreth storylines listed below.,Sojourner of Revendreth,
14799,Complete the optional Maldraxxus storylines listed below.,Sojourner of Maldraxxus,
