ID,Name_lang,SourceText_lang,Description_lang
1006,Lightforged Felcrusher,|cFFFFD200Achievement: |rAllied Races: Lightforged Draenei,"A gift of thanks from the Lightforged draenei, this stalwart elekk is conditioned to charge headlong into darkness without fear."
1007,Highmountain Thunderhoof,|cFFFFD200Achievement: |rAllied Races: Highmountain Tauren,A gift from the tauren who trained this sure-footed highland moose to safely traverse the paths and peaks of Highmountain.
1008,Nightborne Manasaber,|cFFFFD200Achievement: |rAllied Races: Nightborne,"Born capable of sniffing out concentrations of arcane energy, this noble cat was presented with thanks to a proven ally of the nightborne."
1009,Starcursed Voidstrider,|cFFFFD200Achievement: |rAllied Races: Void Elf,This shadow-infused strider embodies the elves' commitment to harness the power of the Void in the name of the Alliance.
1010,Admiralty Stallion,|cFFFFD200Vendor: |rProvisioner Fray|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Faction: |rProudmoore Admiralty - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,These sleek white stallions are the few mounts allowed to embark on Kul Tiran ships.
1011,"Shu-Zen, the Divine Sentinel",|cFFFFD200In-Game Shop|r |n,"As the Golden Lotus worked tirelessly to repair the Vale of Eternal Blossoms, a single statue came to life and wordlessly defended them from the Sha that assaulted them. Believed by some to be a sign of good fortune and others to be a gift from the Light, Shu-Zen provides faithful companionship to any that would defend Azeroth from the maddening whispers of the Old Gods."
1012,Green Marsh Hopper,|cFFFFD200Vendor: |rGottum|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r333333|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Gottum collects spawns of Krag'wa from all around the Frogmarsh, but only the most bulbous are used as mounts."
1013,Honeyback Harvester,|cFFFFD200Quest: |rLeaving the Hive: Harvester|n|cFFFFD200Zone: |rStormsong Valley,"While most Harvesters dream only of honey and flowers, this adventurous specimen looks to the wide world beyond Stormsong Valley."
1015,Dapple Gray,|cFFFFD200Vendor: |rSister Lilyana|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Faction: |rStorm's Wake - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,A favored mount of the sea priests who call Stormsong home.
1016,Smoky Charger,|cFFFFD200Vendor: |rQuartermaster Alcorn|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Faction: |rOrder of Embers - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Among the oldest horse breeds in Kul Tiras, they even led many a charge in the original struggle with the drust."
1018,Terrified Pack Mule,|cFFFFD200Zone:|r Drustvar|n,This poor mule was around Drustvar when the witches took over. He's seen too much.
1019,Goldenmane,|cFFFFD200Zone:|r Stormsong|n,"Lord Stormsong ordered his cronies to steal this horse from the Norwington Estate in Tiragarde, as he was covetous of its luscious golden mane."
1025,The Hivemind,|cFFFFD200Drop:|r The Hivemind|n,A true union of minds.
1026,Vicious War Basilisk,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,Its breath is worse than its bite.
1027,Vicious War Basilisk,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Its breath is worse than its bite.
1028,Mecha-Mogul Mk2,|cFFFFD200Profession:|r Engineering|n,The Mk2 is an updated design with a focus on comfort and reliability over firepower.
1030,Dread Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 1|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.
1031,Sinister Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 2|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.
1032,Notorious Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 3|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.
1035,Corrupted Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 4|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.
1038,Zandalari Direhorn,|cFFFFD200Achievement: |rAllied Races: Zandalari Troll,The Zandalari pride themselves on being the first to raise and train all of the most ferocious lizards on Azeroth.
1039,Mighty Caravan Brutosaur,|cFFFFD200Vendor: |rTalutu|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r5000000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTricky Nick|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r5000000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Brutosaurs are used by the Zandalari Empire as both weapons of war and enormous, mobile trading posts."
1040,Tomb Stalker,|cFFFFD200Drop: |rKing Dazar|n|cFFFFD200Zone: |rKings' Rest (Mythic)|n|n|cFFFFD200Treasure: |rChallenger's Cache|n|cFFFFD200Zone: |rKings' Rest,These fierce beasts are entombed alongside kings so they may carry their masters through the afterlife.
1042,Siltwing Albatross,|cFFFFD200Vendor: |rCaptain Klarisa|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r1000|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCaptain Zen'taga|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r1000|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h,"One of the rarest of birds seen on the islands of the Great Sea, and a prized possession amongst traders, if they can capture it."
1043,Kua'fon,"|cFFFFD200Quest:|r Down, But Not Out|n|cFFFFD200Zone:|r Zuldazar|n","Once a little hatchling, raised into a mighty pterrordax by a loving handler. He never did learn to fly."
1044,Mag'har Direwolf,|cFFFFD200Achievement:|r Allied Races: Mag'har Orc|n,"Native to Draenor, these wolves are preferred by the Mag'har for their ferocity, loyalty, and for something to snuggle on those cool winter nights."
1045,Vicious War Clefthoof,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,"The Mag'har bred clefthooves not only as sturdy pack animals, but also powerful instruments of war."
1046,Darkforge Ram,|cFFFFD200Paladin|r |n,A loyal steed to the defenders of Ironforge.
1047,Dawnforge Ram,|cFFFFD200Paladin|r |n,A loyal steed to the defenders of Ironforge.
1048,Dark Iron Core Hound,|cFFFFD200Achievement: |rAllied Races: Dark Iron Dwarf,You don't get dogs hotter than this.
1049,Undercity Plaguebat,|cFFFFD200Quest:|r Killer Queen|n,One of the last of the giant bats to escape Undercity following the siege of Lordaeron.
1050,Vicious War Riverbeast,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,"Riverbeasts are actually one of the most dangerous animals on Azeroth, despite their appearance."
1051,The Dreadwake,|cFFFFD200In-Game Shop|r |n,"A ship unlike any other, held aloft by a gift from an unknown kraken-faced god of the deeps."
1053,Underrot Crawg,|cFFFFD200Drop: |rUnbound Abomination|n|cFFFFD200Zone: |rThe Underrot (Mythic)|n|n|cFFFFD200Treasure: |rChallenger's Cache|n|cFFFFD200Zone: |rThe Underrot,The eternal twilight of the Underrot has robbed this crawg of all pigmentation.
1054,Teldrassil Hippogryph,|cFFFFD200Quest: |rFrom the Ashes...,"One of the last of the great armored hippogryphs to escape the burning of Teldrassil, it carried the last few citizens it could to safety before collapsing of exhaustion."
1057,Nazjatar Blood Serpent,|cFFFFD200Drop: |rAdherent of the Abyss|n|cFFFFD200Zone: |rStormsong Valley,Monstrous serpents riddled with corruption serve as mounts for N'zoth's high-ranking lieutenants in the Great Sea.
1058,Cobalt Pterrordax,|cFFFFD200Vendor: |rNatal'hakata|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Faction: |rZandalari Empire - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,These pterrordax keep vigil for enemy fleets soaring above the coasts of Zandalar.
1059,Captured Swampstalker,|cFFFFD200Vendor: |rProvisioner Lija|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Faction: |rTalanji's Expedition - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,A swamp-dwelling subspecies of pterrordax known to feast on young bloodfeasters.
1060,Voldunai Dunescraper,|cFFFFD200Vendor: |rHoarder Jena|n|cFFFFD200Zone: |rVol'dun|n|cFFFFD200Faction: |rVoldunai - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,These brightly-colored fliers are rarely captured in the wild due to their naturally untrusting natures.
1061,Expedition Bloodswarmer,|cFFFFD200Vendor: |rProvisioner Lija|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Faction: |rTalanji's Expedition - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Orphaned during the rout of the Blood Trolls, this bloodswarmer has been retrained by Talanji's handlers."
1062,Dusky Waycrest Gryphon,|cFFFFD200Vendor: |rQuartermaster Alcorn|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Faction: |rOrder of Embers - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Common to the dark forests of Drustvar, these gryphon are silent and swift. Their prowess at operating on their own or as mounts lends them to be used for ambush and shock tactics."
1063,Stormsong Coastwatcher,|cFFFFD200Vendor: |rSister Lilyana|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Faction: |rStorm's Wake - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Tasked with keeping watch on the seas for approaching dangers, the Stormsong Coastwatchers fly constant patrols."
1064,Proudmoore Sea Scout,|cFFFFD200Vendor: |rProvisioner Fray|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Faction: |rProudmoore Admiralty - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Only a few gryphons are selected to be Sea Scouts operating from flag ships in the fleet. Their long range reconnaissance is an integral part of Kul Tiran sea dominance.
1069,Darkforge Ram,,
1071,Dawnforge Ram,,
1166,Great Sea Ray,|cFFFFD200Profession:|r Fishing|n,The rays of the great sea can travel for many miles in great migratory patterns.
1167,Frostshard Infernal,|cFFFFD200Achievement: |rNo Stable Big Enough|n|cFFFFD200Category: |rMounts,These icy minions come from an unknown plane far from this one.
1168,Fiery Hearthsteed,|cFFFFD200Promotion:|r Hearthstone Anniversary,These flying creatures thunder unseen across the heavens. How fortunate that this one has shown itself to you!
1169,Surf Jelly,|cFFFFD200Drop:|r Island Expeditions|n,The time between being stung and being enveloped and devoured is short enough to consider not swimming in the Great Sea.
1172,Conqueror's Scythemaw,|cFFFFD200Achievement: |rConqueror of Azeroth|n|cFFFFD200Category: |rWorld,The battle-hardened shell of this mighty beast can turn aside even the most hefty hammer or sharpened spear.
1173,Broken Highland Mustang,|cFFFFD200Drop: |rKnight-Captain Aldrin|n|cFFFFD200Zone: |rArathi Highlands,"One of the Arathi horses, taken and broken by the Horde conquerors of Stromgarde."
1174,Highland Mustang,|cFFFFD200Drop: |rDoomrider Helgrim|n|cFFFFD200Zone: |rArathi Highlands,"A valiant steed on the Arathi Highlands, it knows no fear."
1175,Twilight Avenger,|cFFFFD200Drop:|r Island Expeditions|n,"Little is known about the fate of the twilight dragonflight, though they seem to exist in numbers in Grim Batol to this day."
1176,Craghorn Chasm-Leaper,|cFFFFD200Drop:|r Island Expeditions|n,These mighty leapers have adapted to island life by learning to catch seagulls swooping through crags and fissures.
1178,Qinsho's Eternal Hound,|cFFFFD200Drop:|r Island Expeditions|n,Qinsho wrought his eternal guardian from pure gold and imbued it with the resilience of the earth.
1179,Palehide Direhorn,|cFFFFD200Vendor: |rTalutu|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r500000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTricky Nick|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r500000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Pale-skinned direhorns are quite rare, justifying the expense."
1180,Swift Albino Raptor,|cFFFFD200Drop: |rBeastrider Kama|n|cFFFFD200Zone: |rArathi Highlands,The Witherbark warrior Beastrider Kama once cut bloody swathes of terror across the Arathi Highlands astride such a monster.
1182,Lil' Donkey,|cFFFFD200Drop: |rOverseer Krix|n|cFFFFD200Zone: |rArathi Highlands,"Likely stolen from Newstead in the Arathi Highlands, this stalwart little donkey was destined to be eaten by kobolds."
1183,Skullripper,|cFFFFD200Drop: |rSkullripper|n|cFFFFD200Zone: |rArathi Highlands,She's a clever girl.
1185,Witherbark Direwing,|cFFFFD200Drop: |rNimar the Slayer|n|cFFFFD200Zone: |rArathi Highlands,"Only a handful of these giant bats remain in the Arathi Highlands, carefully raised by the Witherbark forest trolls who first brought them here."
1190,Pureheart Courser,|cFFFFD200Achievement: |r100 Exalted Reputations|n|cFFFFD200Category: |rReputation,"These coursers have long been known to exist, but only befriend those that have gone to great lengths for friendship."
1191,Frenzied Feltalon,|cFFFFD200Achievement: |rA Horde of Hoofbeats|n|cFFFFD200Category: |rMounts,"The Legion experimented with the corruption of many different types of wildlife, such as this fiery bird species from a molten world."
1192,Prestigious Bloodforged Courser,|cFFFFD200Achievement: |rHonor Level 500|n|cFFFFD200Category: |rHonor,"Forged in a fiery hatred, the offspring of a nightmare and a dream, this steed feeds on grains grown with the tears of your enemies."
1193,Meat Wagon,|cFFFFD200Promotion|r |n,"A favorite unit of the Lich King, both for its power as a siege weapon, and the satisfying sound of flung meat."
1194,Vicious White Warsaber,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,"If you try to give it a belly scratch, you're asking for trouble."
1195,Vicious Black Warsaber,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,The only thing these big cats bring home as gifts are the severed limbs of your enemies.
1196,Vicious Black Bonesteed,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,"These skeletal steeds know no fear, eat no grains, and can travel impossible distances."
1197,Vicious White Bonesteed,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,There are few other ways to ride in to battle that feature as many spikes and bones.
1198,Kul Tiran Charger,|cFFFFD200Achievement: |rAllied Races: Kul Tiran Human,"The Kul Tiran military prides itself on mastery of both sea, through a vast navy, and land, with armed cavalry."
1199,Blackpaw,|cFFFFD200Drop:|r Agathe Wyrmwood|n|cFFFFD200Zone:|r Darkshore|n|n|cFFFFD200Drop:|r Blackpaw|n|cFFFFD200Zone:|r Darkshore,"Blackpaw was just hibernating, minding his own business, and then suddenly there was a warfront."
1200,Ashenvale Chimaera,|cFFFFD200Drop:|r Alash'anir|n|cFFFFD200Zone:|r Darkshore|n,"Ashenvale chimaeras were used frequently by the Kaldorei to decimate structures in battles against the humans, orcs, and undead."
1201,Frightened Kodo,|cFFFFD200Drop:|r Frightened Kodo|n|cFFFFD200Zone:|r Darkshore|n,Nothing frightens a kodo like seeing a bear with antlers.
1203,Umber Nightsaber,|cFFFFD200Drop:|r Moxo the Beheader|n|cFFFFD200Zone:|r Darkshore|n|n|cFFFFD200Drop:|r Athil Dewfire|n|cFFFFD200Zone:|r Darkshore,"Nightsabers are an integral part of the Kaldorei's army, serving as both mount and assault weapon in one."
1204,Sandy Nightsaber,|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r350|Hcurrency:1717|h|TInterface\ICONS\UI_Alliance_7LegionMedal.BLP:0|t|h|n|n|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r350|Hcurrency:1717|h|TInterface\ICONS\UI_Alliance_7LegionMedal.BLP:0|t|h,"A rare color for a nightsaber, and rarely seen, they are prized amongst huntresses."
1205,Kaldorei Nightsaber,|cFFFFD200Drop:|r Croz Bloodrage|n|cFFFFD200Zone:|r Darkshore|n|n|cFFFFD200Drop:|r Shadowclaw|n|cFFFFD200Zone:|r Darkshore,The connection between a nightsaber and its hunter or huntress is nearly inseparable.
1206,Blue Marsh Hopper,|cFFFFD200Vendor: |rGottum|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r333333|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,That squishing sound every time it takes a step? That's a feature.
1207,Yellow Marsh Hopper,|cFFFFD200Vendor: |rGottum|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r333333|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"No one makes giant, slimy spawns like Krag'wa the Huge."
1208,Saltwater Seahorse,|cFFFFD200Vendor: |rCaptain Klarisa|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r500|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCaptain Zen'taga|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r500|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h,"These giant seahorses are naturally curious, and are often found exploring sunken ship wreckage for shiny things."
1209,Stonehide Elderhorn,|cFFFFD200Drop:|r Island Expeditions,"Stonehide elderhorns, one of the few types of moose to inhabit island climates, have thinner fur than most elderhorns."
1210,Bloodthirsty Dreadwing,|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r750|Hcurrency:1716|h|TInterface\ICONS\INV_HordeWarEffort.BLP:0|t|h,"The forsaken prefer the use of these bloodthirsty hunters, both for their speed as a mount, and the psychological effect they have on their enemies."
1211,Bloodgorged Hunter,|cFFFFD200Drop: |rIsland Expeditions,"If he wasn't so full, you wouldn't have caught him."
1212,Island Thunderscale,|cFFFFD200Drop:|r Island Expeditions,"One of the larger native dragon species on Azeroth, this subspecies subsists almost entirely on fish. And fishermen."
1213,Risen Mare,|cFFFFD200Drop:|r Island Expeditions|n,Something terrible happened in the lost town of Havenswood.
1214,Azureshell Krolusk,|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r200|Hcurrency:1717|h|TInterface\ICONS\INV_AllianceWarEffort.BLP:0|t|h,"Captured from the desolate sands of Vol'dun, this mount is surprisingly docile in captivity."
1215,Rubyshell Krolusk,|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r200|Hcurrency:1716|h|TInterface\ICONS\INV_HordeWarEffort.BLP:0|t|h,"Captured from the desolate sands of Vol'dun, this mount is surprisingly docile in captivity."
1216,Priestess' Moonsaber,|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r750|Hcurrency:1717|h|TInterface\ICONS\INV_AllianceWarEffort.BLP:0|t|h,"Once these elegant cats were only given to high-ranking priestesses of Elune, but now they ride into battle with all manner of champion, in the service of vengeance."
1217,G.M.O.D.,|cFFFFD200Drop:|r High Tinker Mekkatorque|n|cFFFFD200Zone:|r Battle of Dazar'alor,"Garishly sporting extreme amounts of goblin flair, Gallywix commissioned his Mech of Death to one up Mekkatorque in combat and more importantly in style."
1218,Dazar'alor Windreaver,|cFFFFD200Achievement:|r Glory of the Dazar'alor Raider|n|cFFFFD200Category:|r Dungeons & Raids|n,"Soaring high above the Battle of Dazar'alor, these beasts are drawn to the most cunning of victors."
1219,Glacial Tidestorm,|cFFFFD200Drop:|r Jaina Proudmoore (Mythic)|n|cFFFFD200Zone:|r Battle of Dazar'alor,"Though she commands a variety of magical powers, Jaina has always been most proficient at summoning powerful elementals of water and ice."
1220,Bruce,|cFFFFD200Quest: |rComplete the Brawler's Guild Questline,BRUCE!
1221,"Hogrus, Swine of Good Fortune",|cFFFFD200In-Game Shop|r,"Hogrus was first seen by Emperor Shaohao on the third day of his meditation, and is considered by the Pandaren to be a sign of good fortune to come to those who take action."
1222,Vulpine Familiar,|cFFFFD200In-Game Shop|r,"A fiercely intelligent and curious species, these fox-like creatures have travelled the Great Dark Beyond and found their way to Azeroth. Drawn to Azeroth's champions, they seek adventure and companionship."
1223,Sylverian Dreamer,|cFFFFD200In-Game Shop|r,"An artist in the magical city of Dalaran fell asleep on her brush, and dreamed of painting a beautiful feathered dragon. Her artwork leapt from the page, and when she awoke, she found it sleeping gently beside her."
1224,Wonderwing 2.0,"|cFFFFD200Achievement: |rBattle for Azeroth Pathfinder, Part Two|n|cFFFFD200Category: |rBattle for Azeroth",Don't ask what happened to the first one -- Mechagon technology is still gnome technology!
1225,Crusader's Direhorn,|cFFFFD200Paladin|r |n,A loyal steed to the holy crusaders of Zandalar.
1227,Aerial Unit R-21/X,|cFFFFD200Drop:|r King Mechagon|n,"King Mechagon's private aerial unit, complete with deployable blast cannon and foot warmers."
1229,Rusty Mechanocrawler,|cFFFFD200Drop:|r Mechagon|n,"The check engine light is always on, it's when it goes off that you should be worried."
1230,Unshackled Waveray,|cFFFFD200Vendor: |rFinder Pruc|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Faction: |rUnshackled - Exalted|n|cFFFFD200Cost: |r250|Hcurrency:1721|h|TInterface\ICONS\inv_misc_enchantedpearlF.blp:0|t|h,The Unshackled have a natural kinship with the species of the deep seas that have seen cruelty at the hands of the naga.
1231,Ankoan Waveray,|cFFFFD200Vendor: |rArtisan Okata|n|cFFFFD200Zone: |rNazjatar|n|cFFFFD200Faction: |rAnkoan - Exalted|n|cFFFFD200Cost: |r250|Hcurrency:1721|h|TInterface\ICONS\inv_misc_enchantedpearlF.blp:0|t|h,"The Ankoan have been battling the naga for years, and with a natural affinity for the sea, training the local wildlife was a natural strategy."
1232,Azshari Bloatray,|cFFFFD200Achievement:|r Glory of the Eternal Raider|n|cFFFFD200Category:|r Dungeons & Raids|n,"The naga raised these rays in captivity, harvesting their gas organs to craft alchemy which allowed them to breathe air more easily."
1237,Royal Snapdragon,|cFFFFD200Drop:|r Ankoan Supplies|n|cFFFFD200Drop:|r Unshackled Supplies,"Captured at a young age and raised to serve naga hunters, snapdragons are loyal and fierce companions."
1238,Snapback Scuttler,|cFFFFD200Achievement: |rUndersea Usurper|n|cFFFFD200Category: |rBattle for Azeroth,Giant crabs are native to Nazjatar and a favored food of the naga. This one must have been well-kept to grow this large.
1239,X-995 Mechanocat,|cFFFFD200Vendor: |rPascal-K1N6|n|cFFFFD200Zone: |rMechagon|n,The X-995 is the ultimate in customizeable feline robo-companionship.
1240,Obsidian Worldbreaker,"|cFFFFD200Achievement: |rMemories of Fel, Frost and Fire|n|cFFFFD200Category: |rEvents","""I have had many names throughout history, all of them spoken with dread: Neltharion, Xaxas, and many more. Yet you shall know me best as Deathwing, for so I am! I am the bane of life, the darkness within history, the lord of death, the master of destruction. And I tell you now, and so it is true, that this world is mine!"" - Neltharion, the Earth-Warder"
1242,Beastlord's Irontusk,|cFFFFD200Vendor: |rKronnus|n|cFFFFD200Zone: |rWarspear|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rTempra|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h,"One of Darmac's trained beasts, its tusks can pierce even the hardest Iron Horde steel."
1243,Beastlord's Warwolf,|cFFFFD200Vendor: |rKronnus|n|cFFFFD200Zone: |rWarspear|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rTempra|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h,"One of Darmac's trained beasts, it was raised in a crucible of molten fire and shows no fear."
1245,Bloodflank Charger,|cFFFFD200Achievement:|r Two Sides to Every Tale|n,"Stolen from the Arathi Basin stables, this fire-hearted charger now steeds for the Horde."
1246,Ironclad Frostclaw,|cFFFFD200Achievement:|r Two Sides to Every Tale,"Captured in the snows of Alterac Valley, this bloodthirsty hunter now roars for the Alliance."
1247,Mechacycle Model W,|cFFFFD200Achievement: |rMecha-Done|n|cFFFFD200Category: |rBattle for Azeroth,"The rapid technological evolution of the descendants of Mimiron began with the introduction of a new gear, leading to such wonders as the tragically under-produced Model W."
1248,Junkheap Drifter,|cFFFFD200Drop: |rRustfeather|n|cFFFFD200Zone: |rMechagon,"When you really want to be noticed... and don't mind strapping yourself to a giant, barely-held-together wheel."
1249,Child of Torcali,|cFFFFD200Quest:|r Wander Not Alone|n|cFFFFD200Zone: |rZuldazar,"This daughter of the great direhorn loa, Torcali, never lost faith that her keeper would help her grow to her full potential."
1250,Mollie,|cFFFFD200Drop: |rDunegorger Kraulok|n|cFFFFD200Zone: |rVol'dun,The kind nature of alpacas makes them perfect as companions for the intrepid adventurer.
1252,Mechagon Peacekeeper,|cFFFFD200Drop: |rHK-8 Aerial Oppression Unit|n|cFFFFD200Zone: |rOperation: Mechagon (Mythic),Keeps the peace by turning you into pieces.
1253,Scrapforged Mechaspider,|cFFFFD200Quest: |rDrive It Away Today|n|cFFFFD200Zone: |rMechagon,"You built this yourself, you should be proud, even though it's smoky, sparky, and loud."
1254,Rustbolt Resistor,|cFFFFD200Vendor: |rStolen Royal Vendorbot|n|cFFFFD200Zone: |rMechagon|n|cFFFFD200Faction: |rRustbolt Resistance - Exalted|n|cFFFFD200Cost: |r524288|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""R E S I S T"" is carved into the seat in crude letters, along with several, more profane things."
1255,Deepcoral Snapdragon,|cFFFFD200Quest: |rWild Tame|n|cFFFFD200Zone: |rNazjatar,"The snapdragon is a quiet hunter in the water, but is far less stealthy on land."
