ID,Name_lang,Location_lang,Description_lang
1206,Preparations for Invasion: Weapon Improvements,The Fel Hammer,"Not everyone has a set of artifact warglaives. If we are to invade a demon world, it would be best if the Illidari received improved weapons."
1207,Preparations for Invasion: Snatch and Grab,Suramar,"Now that the Legion targets at Felsoul Hold have been observed for a while, it is time to send your most capable in to capture them."
1208,Preparations for Invasion: Ship-Shape,The Fel Hammer,It has been many years since the Fel Hammer was in full operational order. Jace needs all hands on deck to help out with some necessary maintenance.
1209,Preparations for Invasion: Where Are the Felsouls?!,The Fel Hammer,"With the captured demons safely trapped below deck on the Fel Hammer, Allari is ready to apply her tender mercies and use the Scythe of Souls."
1210,Spread the Word,Dalaran,"The Knights of the Ebon Blade have been established at Acherus, but we will need allies in our fight against the Legion.  Send Nazgrim to counter this threat."
1211,Troops in the Field,Azsuna,"Now that we have bolstered our numbers, we should display our might and place our troops in the field. The sea giants should be a suitable test of their skill."
1212,Spread the Word,Dalaran,"We've established Netherlight Temple as a sanctuary, but now it's time to send Calia Menethil to spread the word about its existence and enlist others."
1213,Troops in Training,Dalaran,"Now that we have recruited some troops, we can use them to bolster our champions' efforts.  Send them out on a routine scouting mission."
1214,Don't Call Him Scruffy,Highmountain,"The Highmountain tribe have been afraid to leave their homes at night, thanks to a large cat prowling the border of the village."
1215,"Artifact: Aluneth, Greatstaff of the Magna",Twisting Nether,"Aluneth was most notably wielded for a time by Aegwynn, the only female Guardian of Tirisfal, although stories indicate that it is far older than she. After passing from her hands, it was eventually locked away in a secret vault, where it remains still."
1216,Artifact: Felo'melorn,Twisting Nether,"""Flamestrike"" in its native tongue, Felo'melorn was borne into battle by members of the Sunstrider family. Ultimately, the sword was lost in Northrend."
1217,Artifact: Ebonchill,Twisting Nether,"Alodi's greatstaff, Ebonchill, was the bane of many demons in the Legion. After he retired his mantle of Guardian, the staff passed down through his apprentices, eventually lost to time. None know where it resides now, save perhaps Alodi himself."
1218,Throwing SI:7 Off the Trail: Dalaran,Dalaran,"If we're going to throw SI:7 off our trail, we need to make a show of it. Let's start some false intrigue on our very own Archmage Khadgar."
1219,Throwing SI:7 Off the Trail: Stormheim,Stormheim,"Lady Sylvanas Windrunner has disappeared in Stormheim. Let SI:7 think we are hot on her trail. We are, but we will assign a decoy agent for SI:7 to notice."
1220,Throwing SI:7 Off the Trail: Azsuna,Azsuna,"We have a deep contact on the ground in Azsuna. He goes by many names, including Mr. Shackle. Send some people down there to ""interfere"" with him."
1221,Throwing SI:7 Off the Trail: Highmountain,Highmountain,"The Highmountain tribes are outstanding warriors, hunters, and shaman. What they are not is stealthy. Setup surveillance of each tribe's camps."
1222,Throwing SI:7 Off the Trail: Suramar,Suramar,"There is something with the nightborne in Suramar. Unfortunately, their city has too much protection. However, we should let SI:7 see us trying."
1223,Gathering the Dreamweavers: Graham Silverclaw,Azsuna,"A young druid with great potential, Graham Silverclaw, led our scouts to the edge of Suramar. But he ran into a Legion hunting party, and he needs assistance."
1224,Powering the Portal: Ashenvale,Ashenvale,"Even in the forests of Ashenvale, the satyr, led by Rethazar the Fallen, have been spotted, and they may soon attack outright."
1225,Powering the Portal: Moonglade,Moonglade,"The doom guard Metreon has rallied the satyr of Felwood, and they have attacked Moonglade itself! We cannot allow Moonglade to fall to the Legion."
1226,Powering the Portal: Andu'talah,Val'sharah,"Those who were once our friends have been claimed by the Nightmare, and the dryad keepers near Andu'talah are among those fallen."
1227,Powering the Portal: Kal'delar,Val'sharah,"We've received word that Oracle Tidecress, a powerful naga sorceress, has been meeting with the Darkfiend satyr. Slay her and her comrades."
1231,99.0 [reuse me],[PH],99.0 [reuse me]
1232,[PH],[PH],[PH]
1233,Relieving the Front Lines,The Broken Shore,Priests from all over Azeroth have been aiding our allies on the front lines since the Burning Legion began its invasion. It is time to send in some relief.
1234,Holy Ground: Light's Hope Chapel,Eastern Plaguelands,"Since the days of the Argent Dawn, Light's Hope Chapel has been a beacon of the Light on Azeroth. Travel there and collect a fragment of Light."
1235,Holy Ground: The Exodar,The Exodar,"The priests of the Exodar have preserved a long tradition of the Light. Collect a fragment from the Exodar, and beware: the Legion may be drawn to it."
1236,Holy Ground: Uther's Tomb,Western Plaguelands,"Uther the Lightbringer was the first paladin of the Knights of the Silver Hand, and never faltered from his beliefs. His grave is sacred to followers of the Light, but it may also draw evil spirits."
1237,Holy Ground: Auchindoun,Auchindoun,"Deep beneath Auchindoun, the naaru D'ore has been regenerating into a being of pure Light once more. Seek out this holy shrine."
1238,Holy Ground: The Sunwell,Isle of Quel'Danas,"The Legion will do everything it can to stop us from revitalizing the wisp, and seek to intercept us before we can collect the last fragment."
1239,Infiltrating Our Enemies,Azeroth,"In order to fulfill Velen's prophecy, we must infiltrate our enemies and find out if any among them could make a potential ally."
1240,Lumenstone: Faronaar,Azsuna,"The eredar at Faronaar smith weapons out of lumenstone. Strike at their forges and take the metal we seek, dealing a double blow to our enemies."
1241,Lumenstone: Suramar City,Suramar,The nightborne of Suramar city are studying the properties of lumenstone to augment their constructs. Break into the city and steal their supplies.
1242,Lumenstone: Stormheim,Stormheim,"Our scouts report that the vrykul have acquired a cache of lumenstone weapons, and they intend to melt them down to create armor for their drakes."
1243,Lumenstone: Broken Shore,Broken Shore,"The demons have left lumenstone weapons scattered all over the Broken Shore. If we move fast, we can recover those weapons."
1244,Lumenstone: Vashj'ir,Vashj'ir,"Long ago, a shipment of lumenstone was lost overboard during a terrible storm above Vashj'ir. Unfortunately, the naga may have found it before us."
1245,Securing Mardum,"Mardum, the Shattered Abyss",There are still pockets of the brood queen's forces scattered about below us on Mardum. They could prove a threat to the Fel Hammer.
1246,Where In the World is Mathias?: Obvious Start,Broken Shore,The Broken Shore is the obvious location to begin our search for Master Mathias Shaw. We must determine where the Legion is holding him.
1247,Where In the World is Mathias?: Black Rook Hold,Val'sharah,Mathias is being moved around. Detheroc is a clever dreadlord. The trail leads to Black Rook Hold. Too bad you did not notice him before.
1248,Where In the World is Mathias?: Altar of End Times,Azsuna,The command center known as the Altar of End Times floats above Faronaar in Azsuna. Break in and have a look around.
1249,Where In the World is Mathias?: Gates of Valor,Stormheim,The Burning Legion has a powerful ally in the vrykul God-King Skovald. Perhaps they are holding Mathias Shaw at the Gates of Valor.
1250,Where In the World is Mathias?: SI:7,Stormwind City,We seem to have run out of leads. Time to do the impossible. Time to sneak into SI:7 headquarters and see if Detheroc has left any clues for us.
1251,Blood of Our Enemy: Stormheim,Stormheim,"At the gates of the Hall of Valor, the Felskorn have assembled, including a massive brute named Cleaver Northamel. Slay him, and collect his blood."
1252,Blood of Our Enemy: Val'sharah,Val'sharah,"The druids at Val'sharah have their hands full with the satyr and the Nightmare. We can help by destroying a rampaging satyr warband, led by Illbringer Zizzifrax."
1253,Blood of Our Enemy: Highmountain,Highmountain,"The Legion has desecrated the sacred burial sites of the Highmountain tribe, raising the bodies of the dead. We should put them back to rest."
1254,Blood of Our Enemy: Azsuna,Azsuna,"In the Felbeast Dens, the Legion creates terrifyingly resilient breeds of manastalkers. We should disrupt their operation by killing Felbreeder Argnotha."
1255,Blood of Our Enemy: Suramar,Suramar,"In Felsoul Hold, giant infernals and felbats attack any who come near. Dispose of a few, and collect their blood for our use."
1256,Emissary to the Priests,Netherlight Temple,"We need to send an emissary to the priests at Netherlight Temple. However, there may be danger along the way. Let us send Maxwell Tyrosus."
1258,Investigate the Halls of Valor,Stormheim,"Word has reached us that another titan relic may reside in the Halls of Valor, far above Stormheim. We should investigate."
1259,Salanar the Horseman,The Shadowlands,"If we are to bring about the return of the Four Horsemen, then we will need to acquire suitable steeds. Send word for Salanar the Horsemen to come to Acherus."
1260,Fallen Steeds: Saddle of the Frozen Crown,Icecrown,"Salanar the Horseman requires the saddle of Invincible, the former steed of Arthas Menethil. Since the defeat of Arthas, it has been lost beneath Icecrown."
1261,Fallen Steeds: The Baron's Saddle,Stratholme,"Salanar the Horseman requires the saddle of Deathcharger, the former steed of Baron Rivendare. Following his defeat, the saddle was returned to Stratholme."
1262,Fallen Steeds: Saddle of the Headless Horseman,Scarlet Monastery,"Salanar the Horseman requires the saddle used by the great Sir Thomas, the Headless Horseman. The saddle is buried in the cemetery of the Scarlet Monastery."
1263,Fallen Steeds: Saddle of the Huntsman,Karazhan,"Salanar the Horseman requires the saddle of Midnight, the steed of Attumen the Huntsman. The saddle should be found somewhere within the ruins of Karazhan."
1264,Fallen Steeds: Reins of Shadow,Realm of Shadows,Salanar the Horseman requires the Shadow Reins used by an ancient Dark Rider. They can only be obtained by defeating one of the Dark Riders directly.
1265,Investigate Darkheart Thicket,Val'sharah,"Even in shade form, Xavius can exert his power over Shaladrassil and torments our allies. We should investigate how far the corruption has reached."
1266,Investigate the Violet Hold,Dalaran,The Violet Hold in Dalaran contains some of the most dangerous creatures ever captured. We cannot allow it to fall to the Legion. Investigate!
1267,Investigate Neltharion's Lair,Highmountain,"Even after his fall, Deathwing leaves devastation in his wake. The drogbar have built beneath the mountain, and may have obtained a powerful artifact."
1268,Investigate the Eye of Azshara,Azsuna,"Though she hasn't made an appearance herself, Queen Azshara still controls the naga with an iron will, and is rumored to be after a powerful relic."
1269,Investigate the Maw of Souls,Stormheim,"Not all vrykul travel to the Halls of Valor. The damned and accursed are rumored to go to the Maw of Souls, a dreadful ship sailing an endless sea."
1270,Investigate The Arcway,Suramar,"Suramar City is an architectural marvel, but its reach goes far beyond the glittering spires and avenues above. We should investigate below."
1271,Unholy Attainment: Essence of Undeath,The Shadowlands,"Grand Apothecary Putress was once a trusted advisor to Sylvanas. He deserved his end, but he may still prove useful. Harvest the Essence of Undeath from his soul in the Shadowlands."
1272,Unholy Attainment: Essence of Fear,The Shadowlands,"Consumed by fear, Grand Empress Shek'zeer spread devastation. Her death was a blessing to the Pandaren... and now to us as well. Harvest the Essence of Fear from her soul in the Shadowlands."
1273,Unholy Attainment: Essence of Shadow,The Shadowlands,"A manipulator and traitor, Soulbinder Nyami wielded powerful shadow magic in life. In death, she is the perfect vessel for the Essence of Shadow. Harvest the essence from her soul in the Shadowlands."
1274,Unholy Attainment: Essence of Hatred,The Shadowlands,"After the death of his son, Admiral Daelin Proudmoore was consumed by the thirst for revenge. Collect the Essence of Hatred from his soul in the Shadowlands."
1275,Unholy Attainment: Essence of Darkness,The Shadowlands,"Once a Gilnean archmage, Arugal unleashed the worgen, and they attacked both friend and foe. Collect the Essence of Darkness from his soul in the Shadowlands."
1276,Investigate Black Rook Hold,Val'sharah,"The dead rise from their graves at Black Rook Hold, and we believe that even long-deceased members of the Ravencrest family walk again."
1277,Investigate the Court of Stars,Suramar,"Even in a time of turmoil, the citizens of Suramar do their best to get on with daily life. However, there may be valuable intel from the Court of Stars."
1278,Investigate the Vault of the Wardens,Azsuna,"When Cordana Felsong betrayed the Wardens, Maiev Shadowsong was forced to unleash all prisoners within the Vault. We should investigate."
1279,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1280,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1281,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1282,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1283,Investigate Felsoul Hold,Suramar,"Before we can break our way to the other side, we will need to find the best place to steal a Legion gateway. Felsoul Hold is a candidate."
1284,On the Trail of the Great Worm,Stormheim,"Jorhuttam, the great worm, swallowed whole the fabled Gjallerhorn. Send your champions to track the beast!"
1285,Lumenstone: Faronaar,Azsuna,The demons keep a rich stockpile of weapons at Legion Camp: Ruin in Azsuna. Assault the enemies there and return with any lumenstone that you can find.
1286,Lumenstone: Suramar City,Suramar,The nightborne are moving a large shipment of lumenstone behind the city walls. Invade under cover of darkness and claim the steel for our order!
1287,Lumenstone: Stormheim,Stormheim,"Our scouts stumbled upon a vrykul raiding party equipped with lumenstone weapons. We can deal a double blow - eliminate the enemy, and take their weapons for our own."
1288,Lumenstone: Broken Shore,Broken Shore,"The Broken Shore is littered with debris from battle, with plenty of lumenstone to gather. Just beware of the demons still patrolling the area."
1289,Lumenstone: Val'sharah,Val'sharah,The naga in southern Val'sharah are using weapons crafted from lumenstone. We'll have to convince the naga to part with it.
1290,A More Wretched Hive of Scum and Villainy,Shattrath City,"To attract new rogues, thieves, and other sundry scoundrels, you need to make Lonika Stillblade an offer she can't refuse. Send Vanessa VanCleef."
1293,Spy vs. Spy,Stormwind City,"The Alliance's intelligence agency, SI:7, has been acting very strange of late. Send our agents into Stormwind City to spy on them and gather intel."
1294,Convincin' Old Yancey,Stranglethorn Vale,"In order to press gang more cutthroats into the ranks of the Uncrowned, Fleet Admiral Tethys wants our finest. A pirate, Yancey Grillsen, would be perfect."
1295,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1296,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1297,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1298,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1299,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1300,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1301,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1302,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption."
1303,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1304,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1305,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1306,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1307,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1308,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1309,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1310,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1311,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1312,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1313,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1314,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1315,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1316,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1317,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1318,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate."
1319,More Than They Can Chew,Azsuna,"As well-intentioned as some warlocks may be, they sometimes get carried away. A pair of warlocks have a fragile containment on a doomlord."
1320,Predator and Prey,Stormheim,"The Tideskorn vrykul pride themselves on their hunting skills, and none more so than Huntress Estrid with her fearsome companion, Halfdan."
1325,Cruisin' for a Bruisin',Highmountain,"Deep in the Bitestone Caverns, a gigantic basilisk has been absorbing the latent power of crystals into its armor."
1328,Roaring Matron,Suramar,The Feathermane have recently become hunted. A singing owlcat named Rauren has been tempting the surviving Feathermane kittens away.
1331,Polluted Waters,Val'sharah,"The Nightmare has seeped into the waterways of Val'sharah, corrupting even powerful elemental creatures. Pollous the Fetid disrupts the river."
1332,Reaving History,Stormheim,"The Soultakers are an organized trio of Helarjar vrykul, intent on plundering the tombs of their own kings. Stop them, before they can do more damage."
1333,The Terror that Flaps in the Day,Azsuna,"The Legion breeds felbats as flying mounts for their soldiers, but one in particular has grown so large it darkens the sky with its wings."
1334,Never Enough,Suramar,"Once a librarian of the Kirin Tor, Normantis the Deposed never forgave the damage done by Malygos and the blue flight in Northrend."
1335,Broken Wings,Val'sharah,"Even powerful druids have succumbed to the Nightmare in Shala'nir. One of them, Lyrath Moonfeather, used to embody balance and harmony."
1336,Undisputed Heavyweight,Highmountain,A famous boxing champion in Highmountain has issued a challenge to everyone: Whoever can last three rounds with him will be rewarded handsomely.
1337,Running in the Sun,Azsuna,"A vicious beast, Daggerbeak, has been preying on the equine sunrunners in the open glades of Azsuna. The poor creatures are terrified."
1338,An Apple a Day Keeps the Legion Away,Dalaran,"We have reason to suspect that a Legion agent has successfully infiltrated the city of Dalaran, and is now posing as a simple fruit vendor."
1339,A Shocking Confrontation,Azsuna,"A rift has split right through the ley-ruins, discharging dangerous amounts of energy. We should destroy as many ley-creatures as we can."
1340,Captain of the Damned,Stormheim,"The Soultakers are an organized trio of Helarjar vrykul, intent on plundering the tombs of their own kings. Stop them, before they can do more damage."
1341,No Matter How Many Times We Tell Them...,Azsuna,"The warlocks in Azsuna are at it again, summoning demons they can't possibly hope to control. We can't always fight more fire with fire."
1342,A Change of Pace,Highmountain,"The drogbar have an underground snail-racing ring deep in their caverns. Recently, a vicious fight broke out. We should investigate."
1343,Ironbranch,Val'sharah,"A corrupted Ancient of War, Ironbranch, resides deep in the overrun grove of Shala'nir. Other nightmarish creatures flock to him."
1344,A Thirst for Knowledge,Suramar,"Deep in the vaults of the Arcway, the eredar are stealing knowledge vital to our allies, and they may discover a weakness."
1345,Soulstealing,Stormheim,"The Soultakers are an organized trio of Helarjar vrykul, intent on plundering the tombs of their own kings. Stop them!"
1346,Encounter at Krasus' Landing,Dalaran,"A fel-crazed vrykul warrior has broken through the outer defenses of Dalaran, and made it all the way to Krasus' landing!"
1347,Block the Rook,Val'sharah,"Black Rook Hold has been overrun by the spirits of the damned. The long-dead Theryssia rises from her grave, attacking anyone."
1348,Manasaber Matron,Suramar,"Over time, the natural ley energy and mana fields of Suramar have altered the wildlife. Myonix, the matron of the manasabers, is a terrifying beast."
1349,Enthralled Energy,Suramar,"The nightborne have been drawing on the energies of the Starweaver's Sanctum, summoning terrible creatures of pure energy."
1350,Frozen in Stone,Suramar,"The manascale basilisks have been driven out of their caves, and their petrifying gaze is turning anyone - including other wildlife - completely to stone."
1351,Moonfall Nests,Suramar,"The nightborne are slaughtering Moonfall hippogryphs by the flock, and their nests are under attack. We must put a stop to it."
1352,The Aspirant,Suramar,"In the heart of Suramar City, some nightborne have embraced the Legion's 'gifts' more readily than others. Miasu must be stopped."
1353,Singed Feathers,Azsuna,"Few beasts are as dangerous and terrifying as Charfeather, an alpha owlcat that does not fear any hunter. Dispose of Charfeather."
1354,Never Sated,Azsuna,"A monstrous Withered named Valakar the Thirsty has been drawn to the latent ley-energies of Azsuna, and seeks to consume everything in his path."
1355,Bait and Switch,Val'sharah,"The Thistleleaf sprites have been baiting unwary travelers into their groves, by placing what appears to be unguarded treasure right out in the open."
1356,Crush the Slavemasters,Azsuna,"The Hatecoil naga have been capturing sailors off the coast of Azsuna, and forcing them to work for the sea giants of the coves."
1357,Mak'rana Menace,Azsuna,"The Mak'rana of Azsuna have been riled up by all our activity on the coast, and they're now chopping holes in any ships that come near."
1358,Saber Matriarch,Val'sharah,"Deep in the walls of Black Rook Hold, even the war sabers have been raised from death. The matriarch Darkshade watches over her unnatural brood."
1359,Murky Waters,Val'sharah,"The Murkwater naga have taken over the ruins of Kal'delar, far too close to our outposts in Val'sharah. We should target their most powerful warriors."
1360,Lord of the Jungle,Val'sharah,"Deep in the forests of Val'sharah, a lone saber has been ambushing any traveler that wanders too close to his den. Hunt down Bahagar."
1361,Smolderhide Problem,Val'sharah,"With our resources stretched thin across the Broken Isles, even the furbolg tribes of Val'sharah are pushing into new territory."
1362,Stinging Nightmare,Val'sharah,"The Nightmare has the wasps into a deadly frenzy. The greatest of the wasps, Mahajik, is large enough to kill with a single sting. Destroy Mahajik."
1363,Gornoth the Lost,Highmountain,"Perhaps driven out from the hills by his brethren, Gornoth the Lost only knows how to wander and how to kill. We should seek him out and kill him."
1364,Prince of the Hill,Highmountain,"Of the same cut as his father, Hill Prince Urgo is destined to be lord of the dangerous hill ettin tribes in Highmountain. We should strike at him."
1365,Rocks For Brains,Highmountain,"With all the upheaval in Highmountain, the Ambershard elementals are pouring out of their caverns and threatening the Highmountain tribes."
1366,Feltotem Hounds,Highmountain,The Feltotem tribe in Highmountain have bred demonic hounds to serve as guardians. We should cull their numbers.
1367,Lost and Blind,Highmountain,"The Blind Marshlands live up to their name, as thick fog and mist conceal the sad horrors within. We should put the long-dead back to rest."
1368,Squids Patrol These Waters,Stormheim,"Deep in the waters of Helheim, a terrifying helsquid named Soulthirster preys on any unfortunate soul to step in the water. Dispatch the squid."
1369,The Dread Captain,Stormheim,"Among Helya's fleet of ships, bearing damned souls on the sea for all eternity, Captain Dargun's crew is among the most feared. Destroy him."
1370,Dogs of Death,Stormheim,"Helya's helhounds are a fearsome pack of predators, but Fenri is a three-headed beast bred for terror and despair. Find him in the depths of Helheim."
1371,Cannibal Vrykul,Stormheim,"For meat, Hannval the Butcher has slaughtered beasts and men for his terrible table. Find him in the hills of Stormheim and put an end to the feast."
1372,Dragonblood,Stormheim,"In the Field of Forgotten Kings, Oktel Dragonblood no longer rests peacefully in his grave. He was among the first to ride dragons. Defeat him."
1373,They're In the Walls,Dalaran,Our scouts report that Legion agents have been trying to infiltrate Dalaran through its own citizens. We should investigate and unmask any enemies.
1374,Glowing Foundations,Dalaran,"While the mages of Dalaran know to float a city, they sometimes forget about the cracks in the foundation. Latent energy has come to life there."
1375,Waking the Dead,Dalaran,"Late at night, someone has been going to the cemetery in Dalaran and attempting to raise the dead. We should investigate and put a stop to it."
1376,Walking on Broken Glass,Dalaran,"Someone has been shattering windows throughout Dalaran, leaving a trail of destruction and broken glass. Investigate and find the culprit."
1377,Another Rat Problem,Dalaran,"Dalaran is no stranger to rats, but they've become even more of a nuisance than usual in the Underbelly. See what's causing all the fuss."
1378,Aiding the Valkyra,Stormheim,The Valkyra are under attack by Felskorn vrykul. Aid them and crush those who've betrayed Odyn.
1379,Lost at Sea,Vashj'ir,Powerful armaments were lost when the great ship Vaesska sank at sea.  Send your armies to retrieve them and strengthen our forces!
1380,Enslaved by Sea Giants,Azsuna,A group of mighty warriors loyal to Odyn has been captured by sea giants and are being forced to fight in their underground pit. Free them!
1381,Glittering Treasure,Azsuna,Our scouts report that the Britterbrine came across a cache that may have come from Azshara's treasure room. We should see what we can bring back.
1382,Win the Crowd,Suramar,The nightborne pride themselves on the great heights they've achieved with their civilization. Send our champions to their tournament.
1383,Black Rook Rumble,Val'sharah,"At Raven's Glory Arena in Black Rook Hold, our champions can prove their worth and earn respect for our cause. Send them to the Rumble."
1384,Might of the Mountain,Highmountain,"The Highmountain tauren have requested our aid to protect their borders from the Feltotem. In return, their ritualists will grant us powerful potions."
1385,Blood of a Titan,The Broken Shore,"Our scouts report that the Legion is experimenting with the properties of Sargeras' own blood, in order to bolster their armies. We should send our champions to acquire the blood for ourselves."
1386,It's so FLUFFY!,Dalaran,"Amalia, famous battle-pet tamer, has a litter of corgi puppies she needs to find homes for! To determine a rightful owner, she's holding a tournament."
1387,"Friends, Not Food",Stormheim,"Master Tamer Flummox isn't the most conventional pet tamer. Now, he's acquired a firebat pup and means to eat it! Rescue the pup from certain doom."
1388,[PH] Pet 3,High Mountain,.
1389,Things Gaardoun Needs,Broken Shore,"To train new broken warriors how to deal with the new Burning Legion, Battlelord Gaardoun is requesting that you gather demonic implements."
1390,Preparing Our Arrival,Azsuna,"Felsoul Hold was not suitable for our plans, but there is one other option. Scout out the area around Felblaze Ingress, to see if we have any hope."
1391,Last Chance,Azsuna,The Legion gateway in Felblaze Ingress is the only place powerful enough to take your armies to Niskara. Hymdall will need to wrest it from the Legion first.
1392,On the Hunt,Suramar,"Nightborne nobles are planning to hunt an elusive, rare fox, possibly the last of his kind. Send your champions to uncover more information."
1393,Securing an Invitation,Suramar,"According to the Stablemaster, only certain nightborne nobles are invited to the hunt. Send your champions to question Lord Nimrod about the hunt."
1394,All Dressed Up,Suramar,"After taking Lord Nimrod's hunt invitation, we must discover where the fox hunt will begin. Send your champions to question Lady Dyana on the location."
1395,Just in Time,Suramar,One last piece of the map remains and you will be ready to stop the nightborne's fox hunt. Send your champions to confront Houndmaster Britomar.
1396,"Swarm, Swarm!",Azsuna,"The Hatecoil naga have stirred up the Salteye murlocs, who are now threatening the Ruins of Nar'thalas. They need to be pushed back."
1397,Out of Hibernation,Azsuna,"The Llothien grizzlies have voracious appetites, and the cliffwing nest right on the ground. It's too tempting a target for hungry bears."
1398,Ripe for the Picking,Val'sharah,"Though many parts of Val'sharah have been overrun, the corrupted flora may provide valuable insight into the properties of the Nightmare."
1399,"Oh, Deer",Val'sharah,"The Nightmare has corrupted once-peaceful creatures of the forest, including a herd of stags and does. Put them out of their misery."
1400,Spelunking,Highmountain,"There are many paths to the great caverns in Highmountain, but some are more dangerous than others. Explore to see if there's a better way inside."
1401,Hazardous Materials,Highmountain,"The Feltotem have poisoned the waterways of Highmountain with their dreadful rituals, sickening the wildlife. Put a stop to it."
1402,Shark Frenzy,Stormheim,"Many ships have run aground on the coast of Stormheim, and the sharks are a menace for survivors. Dispose of a few, so the sailors can rebuild."
1403,The Undying,Stormheim,"Hidden in the cliffs of Stormheim, undying spirits keep a watch, despite having long passed on. Bring them some resolution to their vigil."
1404,Too Many Legs,Suramar,"The Ruins of Falanaar are a dangerous place, especially for any that are wary of arachnids. Thin out the number of Lurkers there."
1405,Border Incursion,Suramar,"The forests of Val'sharah have been overrun by Nightmare, and that terror now creeps across into Suramar. Push the satyrs and their defilers back."
1406,Turtle Soup,Azsuna,"On the Timeworn Strand, gigantic turtles wander the ancient ruins. Their meat would go a long way to supporting our troops. Beware of naga though."
1407,A Terrible Vintage,Azsuna,"In the Lost Orchard, specters brew an arcane-aged wine so awful, it would serve as a decent poison. Disrupt their ghostly operations."
1408,Got Your Goat,Val'sharah,"In the shadow of Black Rook Hold, herds of innocent goats have been terrorized by risen hounds. The farmers depend on those goats for their livelihood."
1409,Deep Dark,Val'sharah,Our scouts report a system of natural caverns beneath Black Rook Hold. We should investigate to see if they are as fortified as the castle above.
1410,Worse Than Death,Highmountain,The Swamprock murlocs of Shipwreck Cove have a long history of grabbing survivors from wrecks and dragging them back to their village.
1411,Death Scavengers,Highmountain,"The wyrmtongue are scavenging the graves of the Highmountain tauren, courtesy of the Feltotem incursion. Teach them a lesson in respecting the dead."
1412,The Star Buck,Stormheim,"Usually, the squallhunter drakes prey on the stags of Stormheim, but one stag has turned the tables, slaughtering dragons. Hunt down this beast."
