ID,Display_lang
118725,Tharbek's Unholy Charge
118726,Tharbek's Brutal Possessor
118734,Sneevel's Loincloth
118735,Bloodbathed Outcast Robes
118737,Blackhand Doomcutter
118738,Felshanker
118739,Draconian Doomshield
118740,Bleakblade of Shahram
118747,Grips of Power
118748,Fallbrush Gauntlets
118749,Trueaim Grips
118750,Reiver Gauntlets
118751,Nightbrace Chestguard
118752,Bloodmoon Tunic
118753,Plate of Shamanic Fury
118754,Polychromatic Dreamwrap
118755,Dripping Willow
118756,Pip's Shanker
118757,Tharbek's Terrible Charge
118758,Tharbek's Horrific Posessor
118771,Wildfire Windcloak
118772,Frostshaper Cape
118773,Butcher's Wrap
118774,Armswake Greatcloak
118775,Night Prowler's Cloak
118781,Gorestained Hatchet
118782,Ivory-Hilted Cleaver
118783,Rykard's Reliable Ribcutter
118784,Sliver of Na'the
118785,Void Bound Knife
118786,Chade's Kidneythumper
118787,Gibberskull Mace
118788,Matti's Magnificent Mace
118789,Firecrystal Mace
118790,Sabre of the Faceless Moon
118791,Razorcrystal Blade
118792,Reinforced Tuskblade
118793,Kuug'lar's Stylus of Sorcery
118794,Felcore Iron Wand
118795,Draenic Treecleaver
118796,Gorestrung Longbow of Kel'tann
118797,Auto-Loading Crossbow of the Sand Emperor
118798,Dead Eye Zakk's Boomshooter
118799,Draenic Ribsmasher
118800,Pillar of Malice
118801,Spire of Autumn
118802,Tayger's Sword-On-A-Stick
118803,Kihrawr's Scratching Post
118804,Starrgo's Walking Stick
118805,Caniki's Cane of Command
118806,Windworn Greatsword
118807,Dunewalker Wrap
118808,Highmaul Magi Scarf
118809,Eldodin's Elegant Drape
118810,Rinnila's Regal Cloak
118811,Embroidered Wolfsfur Cloak
118812,Flamelicked Cloak of Kaufebyrd
118813,Tarred Greatcloak
118814,Berserker's Windwrap
118815,Double Layered Frostboar Cloak
118816,Gorenscale Mesh Cloak
118817,Girthbinder of N'karas
118818,Kymi's Stylish Slippers
118819,Ariya's Auspicious Robe
118820,Anruin's Grips of Agony
118821,Mystical Cap of Skill
118822,Kitsy's Knickers
118823,Mantle of Moera
118824,Noxiia's Shackles
118825,Windswept Leather Waistguard
118826,Cadi's Grass Stained Slippers
118827,Thrice-Tanned Tunic
118828,Amienne's Velvety Touch
118829,Treasure Hunter's Bandana
118830,Fur-Padded Driftwaders
118831,Arentios' Amice of Alacrity
118832,Wodin's Weary Wristguards
118833,Chain Links of Pea'dexx
118834,Spiffy Chainmail Boots
118835,Kiraser's Gloves of Precision
118836,Rellwyn's Crimson Cowl
118837,Puu'sey's Pantaloons
118838,J'kaey's Shining Spaulders
118839,Bonechain Bracers
118849,Boneboiler's Cauldron
118850,Transcription of Hir Oto'ro
118851,Genesaur Braid
118852,Erorus' Ledger of Trade
118853,Iron Beltguard of Fuufuu
118854,Zor's Taboo Treads
118855,Chyler's Charming Chestguard
118856,Cydil's Coiled Grasp
118857,Casque of Defiance
118858,Fobbly's Fabulous Legplates
118859,Mantle of Moriccalas
118860,Bolt-Bound Bracers
118871,Shield of Shining Fate
118872,Disc of the Third Moon
118873,Jerek's Intractable Barrier
118874,Blackrock Bulwark
118885,Gem-Inlaid Velvet Cinch
118886,Waistgirdle of the Mountain
118887,Cloudcaller's Linked Belt
118888,Ashelia's Adorned Waistguard
118889,Ephew's Enlightened Mantle
118890,Studded Frostboar Leather Spaulders
118891,Dunestalker's Mantle
118892,Botani-Barbed Pauldrons
118893,Lylirra's Shining Circlet
118894,Toria's Perseverance
118895,Plume Adorned Headdress
118896,Helmet of Vile Indignation
118918,Bloody Bandanna
118939,Crown of Destruction
118940,Crown of Desolation
118941,Crown of Woe
118942,Crown of Power
118946,Bouldercrush Breastplate
118947,Bouldercrush Gauntlets
118948,Bouldercrush Girdle
118949,Bouldercrush Helm
118950,Bouldercrush Legplates
118951,Bouldercrush Pauldrons
118952,Bouldercrush Sabatons
118953,Bouldercrush Shield
118954,Bouldercrush Vambraces
118955,Railwalker Bindings
118956,Railwalker Boots
118957,Railwalker Britches
118958,Railwalker Gloves
118959,Railwalker Hood
118960,Railwalker Jerkin
118961,Railwalker Shoulders
118962,Railwalker Waistband
118963,Ironburner Cord
118964,Ironburner Cowl
118965,Ironburner Handwraps
118966,Ironburner Leggings
118967,Ironburner Robe
118968,Ironburner Sandals
118969,Ironburner Spaulders
118970,Ironburner Wristwraps
118971,Longshot Belt
118972,Longshot Bracers
118973,Longshot Gauntlets
118974,Longshot Greaves
118975,Longshot Helm
118976,Longshot Legguards
118977,Longshot Shoulderguards
118978,Longshot Vest
118979,Expeditious Axe
118980,Expeditious Broadaxe
118981,Expeditious Bow
118982,Expeditious Crossbow
118983,Expeditious Dagger
118984,Blackfire Spellblade
118985,Expeditious Knuckles
118986,Expeditious Gun
118987,Expeditious Mace
118988,Blackfire Scepter
118989,Expeditious Hammer
118990,Expeditious Spear
118991,Expeditious Staff
118992,Expeditious Staff
118993,Expeditious Sword
118994,Expeditious Greatsword
118995,Blackfire Wand
118997,Blackfire Cape
118998,Blackfire Crystal
119013,Dark Night Cloak
119014,Doomchain Drape
119015,Mordant Greatcloak
119016,Blazemender Cloak
119017,Expeditious Axe
119018,Expeditious Knuckles
119019,Expeditious Mace
119020,Expeditious Sword
119021,Stonebinder Shield
119049,Fortitude of Dionor
119050,Kaelynara's Rugged Cloak
119052,Gar'rok's Roadworn Cloak
119053,Hollowblood Scale Cloak
119054,Clarity of Dionor
119055,Kaelynara's Manaweave Cloak
119057,Gar'rok's Sunshade Cloak
119058,Hollowblood Scarf
119133,Frostwolf Tabard
119135,Council of Exarchs Tabard
119136,Arakkoa Outcasts Tabard
119137,"Steamwheedle ""Preservation"" Society Tabard"
119138,Laughing Skull Orcs Tabard
119140,Sha'tari Defense Tabard
119173,Desiccated Husk Shield
119174,Sol's Magestaff
119175,Leafhide Penetrator
119176,Interloper's Mossy Skull
119181,Hoof of Yalnu
119192,Ironspike Chew Toy
119193,Horn of Screaming Spirits
119194,Goren Soul Repository
119207,Meat Cleaver
119224,Foereaver Polearm
119225,Studded Gronn-Stitched Girdle
119226,Blammo's Blammer
119227,Morgo's Unstoppable Ramming Helm
119228,Ro'gor's Slippers of Silence
119229,Horgg's Bandolier
119305,Chest of the Iron Conqueror
119306,Gauntlets of the Iron Conqueror
119307,Leggings of the Iron Conqueror
119308,Helm of the Iron Conqueror
119309,Shoulders of the Iron Conqueror
119310,Essence of the Iron Conqueror
119311,Gauntlets of the Iron Vanquisher
119312,Helm of the Iron Vanquisher
119313,Leggings of the Iron Vanquisher
119314,Shoulders of the Iron Vanquisher
119315,Chest of the Iron Vanquisher
119316,Essence of the Iron Vanquisher
119318,Chest of the Iron Protector
119319,Gauntlets of the Iron Protector
119320,Leggings of the Iron Protector
119321,Helm of the Iron Protector
119322,Shoulders of the Iron Protector
119323,Essence of the Iron Protector
119325,Bow of Ire
119327,Durak's Downfall
119331,Bracers of Visceral Force
119332,Bracers of Darkened Skies
119333,Bracers of Shattered Limbs
119334,Bracers of Callous Disregard
119335,Eyeripper Girdle
119336,Cord of Winsome Sorrows
119337,Ripswallow Plate Belt
119338,Belt of Inebriated Sorrows
119339,Treads of the Veteran Smith
119340,Iron-Flecked Sandals
119341,Doomslag Greatboots
119342,Furnace Stoker's Footwraps
119343,Eye-Blinder Greatcloak
119344,Magic-Breaker Cape
119345,Milenah's Intricate Cloak
119346,Kyu-Sy's Tarflame Doomcloak
119347,Gill's Glorious Windcloak
119349,Craven Coward's Cloak
119350,Sargerei Councilor's Drape
119351,Slime Coated Kingscloak
119352,Demlash's Dashing Robe
119353,Matron's Supple Gloves
119354,Cowl of the Unraveller
119355,Leggings of Howling Winds
119356,Moltonoma's Magma Mantle
119357,Grovetender's Cummerbund
119358,Voidmesh Cloth Wristwraps
119359,Tunic of the Driftstalker
119360,Temptessa's Knee-High Boots
119361,Thorn-Knuckled Gloves
119362,Frostboar Leather Helmet
119363,Stretchy Purple Pants
119364,Hydraskin Shoulderguards
119365,Bloodied Tourniquet Belt
119366,Ogom's Manacles
119367,Flayerscale Carapace Stompers
119368,Milgra's Mighty Mitts
119369,Malgosh's Coif
119370,Rattlekilt
119371,Mantle of the Destroyer
119372,Ironstudded Scale Girdle
119373,Nightmare-Chain Bracers
119378,Socrethar's Stone
119379,Tor'goroth's Soul Prism
119380,Brutag's Iron Toe Boots
119381,Grash's Fireproof Handguards
119382,Hershak's Heavy Legguards
119383,Shoulderplates of the Vigilant
119384,Krud's Girthy Girdle
119385,Vanguard's Linebreaking Bracer
119390,Rockworm Carapace Shield
119391,Etched Osteoderm Shield
119392,Voidreaver's Axe
119393,Searing Shadowflame Axe
119394,Kurlosh's Kidneyslicer
119395,Hydratooth Dagger
119396,Shadowspeaker's Shard
119397,Gnarled Goren Jaw
119398,Plunderer's Drill
119399,Cudgel of the Son of Goramal
119400,Rugged Crystal Cudgel
119401,Sentinel's Wingblade
119402,Gug'tol's Imp Imperator
119403,Sargerei Soulbiter
119404,Glowing Morel
119405,Durg's Heavy Maul
119406,Depthroot's Forearm
119407,Cloudsplitter Greatstaff
119408,Foereaver Polearm
119409,Icebound Bloodmaul Spire
119410,Soultwisting Staff
119411,Massive Rockworm Fang
119412,Bal'ra's Compound Bow
119413,Gu'gok's Rangefinder
119414,Yal's Leafwrap Cloak
119422,Breastplate of the Sha'tari Defense
119423,Boots of the Sha'tari Defense
119424,Legplates of the Sha'tari Defense
119425,Belt of the Sha'tari Defense
119426,Gauntlets of the Sha'tari Defense
119427,Shoulderguards of the Sha'tari Defense
119428,Greathelm of the Sha'tari Defense
119429,Bracers of the Sha'tari Defense
119430,Gas-Powered Stick
119448,Head-Lopper Skullscythe
119457,Handaxe of Trials
119458,Greataxe of Trials
119459,Longbow of Trials
119460,Lockbreaker of Trials
119461,Skullthumper of Trials
119462,Skullcutter of Trials
119463,Staff of Trials
119464,Cudgel of Trials
119469,Heart-Lesion Greatsword
119470,Heart-Lesion Breastplate
119471,Heart-Lesion Sabatons
119472,Heart-Lesion Gauntlets
119473,Heart-Lesion Helm
119474,Heart-Lesion Legplates
119475,Heart-Lesion Pauldrons
119476,Heart-Lesion Girdle
119477,Heart-Lesion Vambraces
119478,Heart-Lesion Blade
119479,Heart-Lesion Cloak of Battle
119485,Heart-Lesion Chestguard
119486,Heart-Lesion Cloak of Stoicism
119487,Heart-Lesion Greaves
119488,Heart-Lesion Handguards
119489,Heart-Lesion Faceguard
119490,Heart-Lesion Legguards
119496,Heart-Lesion Shoulderguards
119497,Heart-Lesion Waistband
119498,Heart-Lesion Armguards
119499,Heart-Lesion Runeblade
119500,Springrain Cloak of Rage
119506,Springrain Tunic
119507,Springrain Treads
119508,Springrain Grips
119509,Springrain Headpiece
119510,Springrain Leggings
119511,Springrain Spaulders
119512,Springrain Stave
119513,Springrain Belt
119514,Springrain Bracers
119520,Springrain Vest
119521,Springrain Footpads
119522,Springrain Handguards
119523,Springrain Helm
119524,Springrain Legguards
119525,Springrain Spear
119526,Springrain Pauldrons
119527,Springrain Cord
119528,Springrain Cuffs
119529,Springrain Cloak of Wisdom
119535,Springrain Cloak of Destruction
119536,Springrain Jerkin
119537,Springrain Boots
119538,Springrain Gloves
119539,Springrain Hood
119540,Springrain Britches
119541,Springrain Shoulders
119542,Springrain Waistband
119543,Springrain Bindings
119544,Springrain Staff
119545,Trailseeker Cloak of Rage
119551,Trailseeker Vest
119552,Trailseeker Greaves
119553,Trailseeker Gauntlets
119554,Trailseeker Helm
119555,Trailseeker Legguards
119556,Trailseeker Spaulders
119557,Trailseeker Belt
119558,Trailseeker Bracers
119559,Trailseeker Shotgun
119566,Mountainsage Sandals
119567,Mountainsage Handwraps
119568,Mountainsage Hood
119569,Mountainsage Leggings
119570,Mountainsage Robe
119571,Mountainsage Shoulderpads
119572,Mountainsage Cord
119573,Mountainsage Wristwraps
119574,Mountainsage Wand
119575,Mountainsage Cloak of Destruction
119576,Mountainsage Staff
119581,Mistdancer Spire
119583,Mistdancer Vest
119584,Mistdancer Footpads
119585,Mistdancer Handguards
119586,Mistdancer Helm
119587,Mistdancer Legguards
119588,Mistdancer Pauldrons
119589,Mistdancer Cord
119590,Mistdancer Cuffs
119591,Mistdancer Boots
119592,Mistdancer Gloves
119593,Mistdancer Hood
119594,Mistdancer Cloak of Wisdom
119596,Mistdancer Britches
119601,Mistdancer Shoulders
119602,Mistdancer Staff
119603,Mistdancer Waistband
119604,Mistdancer Bindings
119605,Mistdancer Sword
119611,Mistdancer Cloak of Rage
119612,Mistdancer Jerkin
119613,Sunsoul Battleplate
119614,Sunsoul Sabatons
119615,Sunsoul Gauntlets
119616,Sunsoul Helm
119617,Sunsoul Legplates
119618,Sunsoul Pauldrons
119619,Sunsoul Girdle
119620,Sunsoul Vambraces
119621,Sunsoul Breastplate
119622,Sunsoul Cloak of Wisdom
119623,Sunsoul Boots
119624,Sunsoul Gloves
119625,Sunsoul Headpiece
119626,Sunsoul Leggings
119632,Sunsoul Spaulders
119633,Sunsoul Belt
119634,Sunsoul Armplates
119635,Sunsoul Scepter
119636,Sunsoul Shield
119637,Sunsoul Sword
119638,Sunsoul Bulwark
119639,Sunsoul Warmaul
119640,Sunsoul Cloak of Battle
119646,Sunsoul Chestguard
119647,Sunsoul Cloak of Stoicism
119648,Sunsoul Greaves
119649,Sunsoul Handguards
119650,Sunsoul Faceguard
119651,Sunsoul Legguards
119657,Sunsoul Shoulderguards
119658,Sunsoul Waistband
119659,Sunsoul Armguards
119665,Communal Wand
119666,Communal Cloak of Wisdom
119667,Communal Sandals
119668,Communal Handwraps
119669,Communal Hood
119670,Communal Leggings
119675,Communal Vestments
119677,Communal Shoulderpads
119678,Communal Cord
119679,Communal Wristwraps
119680,Communal Staff
119681,Communal Cloak of Destruction
119682,Communal Boots
119683,Communal Gloves
119684,Communal Cowl
119685,Communal Pants
119686,Communal Robe
119687,Communal Mantle
119688,Communal Sash
119689,Communal Bindings
119690,Communal Stave
119691,Lightdrinker Cloak of Rage
119697,Lightdrinker Jerkin
119698,Lightdrinker Boots
119699,Lightdrinker Gloves
119700,Lightdrinker Hood
119701,Lightdrinker Britches
119702,Lightdrinker Shoulders
119703,Lightdrinker Waistband
119704,Lightdrinker Bindings
119705,Lightdrinker Dagger
119706,Lightdrinker Shiv
119707,Lightdrinker Sword
119708,Streamtalker Cloak of Rage
119719,Streamtalker Claws
119720,Streamtalker Tunic
119721,Streamtalker Boots
119722,Streamtalker Gloves
119723,Streamtalker Coif
119724,Streamtalker Legwraps
119725,Streamtalker Aegis
119726,Streamtalker Pauldrons
119727,Streamtalker Belt
119728,Streamtalker Armbands
119729,Streamtalker Talons
119730,Streamtalker Chestguard
119731,Streamtalker Greaves
119732,Streamtalker Handguards
119733,Streamtalker Helm
119734,Streamtalker Legguards
119735,Streamtalker Shoulderguards
119736,Streamtalker Waistguard
119737,Streamtalker Armguard
119738,Streamtalker Cloak of Wisdom
119744,Streamtalker Cloak of Destruction
119745,Streamtalker Slicers
119746,Streamtalker Vest
119747,Streamtalker Sabatons
119748,Streamtalker Grips
119749,Streamtalker Cowl
119750,Streamtalker Leggings
119751,Streamtalker Shield
119752,Streamtalker Spaulders
119753,Streamtalker Girdle
119754,Streamtalker Bracers
119760,Felsoul Sandals
119761,Felsoul Handwraps
119762,Felsoul Cowl
119763,Felsoul Leggings
119764,Felsoul Robe
119765,Felsoul Shoulderpads
119766,Felsoul Cord
119767,Felsoul Wristwraps
119768,Felsoul Wand
119769,Felsoul Cloak of Destruction
119770,Felsoul Staff
119771,Oathsworn Greataxe
119772,Oathsworn Breastplate
119773,Oathsworn Sabatons
119774,Oathsworn Gauntlets
119775,Oathsworn Helm
119776,Oathsworn Legplates
119777,Oathsworn Pauldrons
119778,Oathsworn Girdle
119779,Oathsworn Vambraces
119780,Oathsworn Headchopper
119781,Oathsworn Axe
119782,Oathsworn Bulwark
119783,Oathsworn Cloak of Battle
119789,Oathsworn Chestguard
119790,Oathsworn Cloak of Stoicism
119791,Oathsworn Greaves
119792,Oathsworn Handguards
119793,Oathsworn Faceguard
119794,Oathsworn Legguards
119800,Oathsworn Shoulderguards
119801,Oathsworn Waistband
119802,Oathsworn Armguards
119803,Springrain Cloak of Durability
119828,Primal Combatant's Gloves of Prowess
119829,Primal Combatant's Hood of Prowess
119830,Primal Combatant's Leggings of Prowess
119831,Primal Combatant's Robes of Prowess
119832,Primal Combatant's Amice of Prowess
119833,Primal Combatant's Cord of Cruelty
119834,Primal Combatant's Cord of Prowess
119835,Primal Combatant's Treads of Cruelty
119836,Primal Combatant's Treads of Prowess
119837,Primal Combatant's Cuffs of Prowess
119838,Primal Combatant's Cuffs of Cruelty
119839,Primal Combatant's Dreadplate Chestpiece
119840,Primal Combatant's Dreadplate Gauntlets
119841,Primal Combatant's Dreadplate Helm
119842,Primal Combatant's Dreadplate Legguards
119843,Primal Combatant's Dreadplate Shoulders
119844,Primal Combatant's Dragonhide Gloves
119845,Primal Combatant's Dragonhide Helm
119846,Primal Combatant's Dragonhide Legguards
119847,Primal Combatant's Dragonhide Robes
119848,Primal Combatant's Dragonhide Spaulders
119849,Primal Combatant's Chain Armor
119850,Primal Combatant's Chain Gauntlets
119851,Primal Combatant's Chain Helm
119852,Primal Combatant's Chain Leggings
119853,Primal Combatant's Chain Spaulders
119858,Primal Combatant's Endgame
119859,Primal Combatant's Reprieve
119865,Primal Combatant's Redoubt
119866,Primal Combatant's Barrier
119867,Primal Combatant's Belt of Prowess
119868,Primal Combatant's Belt of Cruelty
119869,Primal Combatant's Boots of Cruelty
119870,Primal Combatant's Boots of Prowess
119871,Primal Combatant's Bindings of Cruelty
119872,Primal Combatant's Bindings of Prowess
119873,Primal Combatant's Silk Handguards
119874,Primal Combatant's Silk Cowl
119875,Primal Combatant's Silk Trousers
119876,Primal Combatant's Silk Robe
119877,Primal Combatant's Silk Amice
119878,Primal Combatant's Waistguard of Cruelty
119879,Primal Combatant's Waistguard of Prowess
119880,Primal Combatant's Footguards of Cruelty
119881,Primal Combatant's Footguards of Prowess
119882,Primal Combatant's Armbands of Prowess
119883,Primal Combatant's Armbands of Cruelty
119884,Primal Combatant's Ironskin Gloves
119885,Primal Combatant's Ironskin Helm
119886,Primal Combatant's Ironskin Legguards
119887,Primal Combatant's Ironskin Spaulders
119888,Primal Combatant's Ironskin Tunic
119889,Primal Combatant's Scaled Chestpiece
119890,Primal Combatant's Scaled Gauntlets
119891,Primal Combatant's Scaled Helm
119892,Primal Combatant's Scaled Legguards
119893,Primal Combatant's Scaled Shoulders
119894,Primal Combatant's Girdle of Cruelty
119895,Primal Combatant's Girdle of Prowess
119896,Primal Combatant's Warboots of Cruelty
119897,Primal Combatant's Warboots of Prowess
119898,Primal Combatant's Armplates of Cruelty
119899,Primal Combatant's Armplates of Prowess
119900,Primal Combatant's Satin Gloves
119901,Primal Combatant's Satin Hood
119902,Primal Combatant's Satin Leggings
119903,Primal Combatant's Satin Robe
119904,Primal Combatant's Satin Mantle
119905,Primal Combatant's Leather Tunic
119906,Primal Combatant's Leather Gloves
119907,Primal Combatant's Leather Helm
119908,Primal Combatant's Leather Legguards
119909,Primal Combatant's Leather Spaulders
119910,Primal Combatant's Ringmail Armor
119911,Primal Combatant's Ringmail Gauntlets
119912,Primal Combatant's Ringmail Helm
119913,Primal Combatant's Ringmail Leggings
119915,Primal Combatant's Ringmail Spaulders
119918,Primal Combatant's Plate Breastplate
119919,Primal Combatant's Plate Gloves
119920,Primal Combatant's Plate Helmet
119921,Primal Combatant's Legplates
119922,Primal Combatant's Shoulderplates
119925,Primal Combatant's Shield Wall
119938,Primal Combatant's Felweave Handguards
119939,Primal Combatant's Felweave Cowl
119940,Primal Combatant's Felweave Trousers
119941,Primal Combatant's Felweave Raiment
119942,Primal Combatant's Felweave Amice
119943,Primal Combatant's Plate Chestpiece
119944,Primal Combatant's Plate Gauntlets
119945,Primal Combatant's Plate Helm
119946,Primal Combatant's Plate Legguards
119947,Primal Combatant's Plate Shoulders
119950,Primal Combatant's Tunic
119951,Primal Combatant's Gloves
119952,Primal Combatant's Helm
119953,Primal Combatant's Legguards
119954,Primal Combatant's Spaulders
119955,Primal Combatant's Armor
119956,Primal Combatant's Gauntlets
119957,Primal Combatant's Helm
119958,Primal Combatant's Leggings
119959,Primal Combatant's Spaulders
119960,Primal Combatant's Cape of Cruelty
119961,Primal Combatant's Cape of Prowess
119962,Primal Combatant's Drape of Cruelty
119963,Primal Combatant's Drape of Prowess
119964,Primal Combatant's Drape of Meditation
119965,Primal Combatant's Drape of Contemplation
119966,Primal Combatant's Cloak of Cruelty
119967,Primal Combatant's Cloak of Prowess
119971,Primal Aspirant's Cord of Cruelty
119972,Primal Aspirant's Treads of Cruelty
119973,Primal Aspirant's Cuffs of Prowess
119974,Primal Aspirant's Dreadplate Chestpiece
119975,Primal Aspirant's Dreadplate Gauntlets
119976,Primal Aspirant's Dreadplate Helm
119977,Primal Aspirant's Dreadplate Legguards
119978,Primal Aspirant's Dreadplate Shoulders
119979,Primal Aspirant's Dragonhide Gloves
119980,Primal Aspirant's Dragonhide Helm
119981,Primal Aspirant's Dragonhide Legguards
119982,Primal Aspirant's Dragonhide Tunic
119983,Primal Aspirant's Dragonhide Spaulders
119984,Primal Aspirant's Chain Armor
119985,Primal Aspirant's Chain Gauntlets
119986,Primal Aspirant's Chain Helm
119987,Primal Aspirant's Chain Leggings
119988,Primal Aspirant's Chain Spaulders
119994,Primal Aspirant's Belt of Prowess
119995,Primal Aspirant's Boots of Cruelty
119996,Primal Aspirant's Bindings of Cruelty
119997,Primal Aspirant's Silk Handguards
119998,Primal Aspirant's Silk Cowl
119999,Primal Aspirant's Silk Trousers
120000,Primal Aspirant's Silk Robe
120001,Primal Aspirant's Silk Amice
120002,Primal Aspirant's Waistguard of Cruelty
120003,Primal Aspirant's Footguards of Cruelty
120004,Primal Aspirant's Armbands of Prowess
120005,Primal Aspirant's Ironskin Gloves
120006,Primal Aspirant's Ironskin Helm
120007,Primal Aspirant's Ironskin Legguards
120008,Primal Aspirant's Ironskin Spaulders
120009,Primal Aspirant's Ironskin Tunic
120010,Primal Aspirant's Scaled Chestpiece
120011,Primal Aspirant's Scaled Gauntlets
120012,Primal Aspirant's Scaled Helm
120013,Primal Aspirant's Scaled Legguards
120014,Primal Aspirant's Scaled Shoulders
120015,Primal Aspirant's Girdle of Cruelty
120016,Primal Aspirant's Warboots of Cruelty
120017,Primal Aspirant's Armplates of Cruelty
120018,Primal Aspirant's Satin Gloves
120019,Primal Aspirant's Satin Hood
120020,Primal Aspirant's Satin Leggings
120021,Primal Aspirant's Satin Robe
120022,Primal Aspirant's Satin Mantle
120023,Primal Aspirant's Leather Tunic
120024,Primal Aspirant's Leather Gloves
120025,Primal Aspirant's Leather Helm
120026,Primal Aspirant's Leather Legguards
120027,Primal Aspirant's Leather Spaulders
120028,Primal Aspirant's Ringmail Armor
120029,Primal Aspirant's Ringmail Gauntlets
120030,Primal Aspirant's Ringmail Helm
120031,Primal Aspirant's Ringmail Leggings
120032,Primal Aspirant's Ringmail Spaulders
120035,Primal Aspirant's Felweave Handguards
120036,Primal Aspirant's Felweave Cowl
120037,Primal Aspirant's Felweave Trousers
120038,Primal Aspirant's Felweave Raiment
120039,Primal Aspirant's Felweave Amice
120040,Primal Aspirant's Plate Chestpiece
120041,Primal Aspirant's Plate Gauntlets
120042,Primal Aspirant's Plate Helm
120043,Primal Aspirant's Plate Legguards
120044,Primal Aspirant's Plate Shoulders
120045,Primal Aspirant's Cape of Cruelty
120046,Primal Aspirant's Drape of Cruelty
120047,Primal Aspirant's Drape of Meditation
120048,Primal Aspirant's Cloak of Cruelty
120053,Primal Combatant's Cleaver
120054,Primal Combatant's Shanker
120055,Primal Combatant's Ripper
120056,Primal Combatant's Pummeler
120057,Primal Combatant's Quickblade
120058,Primal Combatant's Longbow
120060,Primal Combatant's Rifle
120061,Primal Combatant's Pike
120062,Primal Combatant's Staff
120063,Primal Combatant's Spellblade
120064,Primal Combatant's Gavel
120066,Primal Combatant's Baton of Light
120067,Primal Combatant's Touch of Defeat
120068,Primal Combatant's Battle Staff
120069,Primal Combatant's Energy Staff
120070,Primal Combatant's Hacker
120071,Primal Combatant's Render
120072,Primal Combatant's Bonecracker
120073,Primal Combatant's Slicer
120074,Primal Combatant's Decapitator
120075,Primal Combatant's Bonegrinder
120076,Primal Combatant's Greatsword
120077,Choker of Bloody Flame
120078,Runescribed Gronncloak
120083,Earthcaller's Charm
120084,Braided Magnaron Plait
120085,Loop of Beaded Mane
120086,Bone Charm Chain
120087,Drov's Durable Gorget
120088,Witherleaf Chestguard
120089,Chestguard of Rejuvenation
120090,Falling Leaf Breastplate
120091,Robes of the Ageless
120099,Primal Gladiator's Cloak of Endurance
120100,Primal Gladiator's Cloak of Endurance
120101,Tournament Gladiator's Cloak of Endurance
120102,Tournament Gladiator's Cloak of Endurance
120111,Featherflame Sandals
120112,Phoenix-Rider Boots
120113,Talongrip Spurs
120114,Wing-Forged Greatboots
120163,Thruk's Fishing Rod
120164,Thruk's Heavy Duty Fishing Pole
120165,Thruk's Fillet Knife
120166,Gorestained Garb
120167,Bloody Twilight Cloak
120259,Steelforged Axe
120261,Steelforged Aegis
120272,High Warlord's Razor
120273,High Warlord's Razor
120277,Essence of the Iron Conqueror
120278,Essence of the Iron Vanquisher
120279,Essence of the Iron Protector
120304,Iron Horde Carving Knife
120317,Pristine Hide of the Pit Beast
120340,Son of the Beast's Bloody Paw
120357,"Gurthalak, Voice of the Deeps"
120373,Ebonflame Hood
120374,Ebonflame Grips
120375,Ebonflame Robes
120376,Ebonflame Spaulders
120377,Ebonflame Leggings
120378,Ebonflame Sandals
120379,Sootfur Legwraps
120380,Sootfur Harness
120381,Sootfur Shoulderguards
120382,Sootfur Cap
120383,Sootfur Stompers
120384,Sootfur Gauntlets
120385,Ashlink Legguards
120386,Ashlink Gloves
120387,Ashlink Treads
120388,Ashlink Pauldrons
120389,Ashlink Hauberk
120390,Ashlink Coif
120391,Blacksteel Legplates
120392,Blacksteel Gauntlets
120393,Blacksteel Chestplate
120394,Blacksteel Greatboots
120395,Blacksteel Shoulderplates
120396,Blacksteel Casque
120430,Mighty Gorian Headcracker
120431,Rakish Orange Mask
120432,Sinister Rouge Mask
120433,Glamorous Purple Mask
120434,Immaculate White Mask
120435,Mossy Green Mask
120436,Mrglrgirdle
120437,Forboding Black Mask
120439,Embroidered Crimson and Gold Mask
120858,Crimson Shadowcap
120861,Fancy Crimson Shadowcap
120950,Battle Chain Vest
120951,Protective Field Grips
120952,Slarkhide
120953,Veteran Legguards
120954,Brackwater Legguards
120976,Replica Blood Guard's Plate Waistguard
120977,Replica Knight-Lieutenant's Plate Waistguard
120978,Ashbringer
120980,Replica Blood Guard's Lamellar Girdle
120981,Replica Knight-Lieutenant's Lamellar Girdle
120982,Replica Knight-Lieutenant's Mail Links
120983,Replica Knight-Lieutenant's Chain Belt
120984,Replica Blood Guard's Dragonhide Belt
120985,Replica Blood Guard's Leather Clasp
120986,Replica Blood Guard's Dreadweave Wrap
120987,Replica Blood Guard's Silk Cinch
120988,Replica Blood Guard's Satin Waistwrap
120990,Replica Blood Guard's Mail Links
120991,Replica Blood Guard's Chain Belt
120992,Replica Knight-Lieutenant's Dragonhide Belt
120993,Replica Knight-Lieutenant's Leather Clasp
120994,Replica Knight-Lieutenant's Silk Cinch
120995,Replica Knight-Lieutenant's Satin Belt
120996,Replica Knight-Lieutenant's Dreadweave Wrap
121001,Rhut'van Breastplate
121002,Rhut'van Gauntlets
121003,Rhut'van Girdle
121004,Rhut'van Helm
121005,Rhut'van Legplates
121006,Rhut'van Pauldrons
121007,Rhut'van Sabatons
121008,Rhut'van Vambraces
121012,Azurewing Defender's Drape
